"","Top","p.value","FDR","summary.AUC","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h","AUC.control"
"Fam83h",18148,1,1,0.493402871964768,0.493402871964768,0.504507663006233,0.505502069635976,0.492651300712666
"K230010J24Rik",18149,1,1,0.496038741344341,0.496038741344341,0.498849674799167,0.50062816054223,0.495190315515302
"Scrib",18150,1,1,0.490246226391968,0.490246226391968,0.481556746645037,0.485333607677603,0.496596965891367
"Puf60",18151,1,1,0.553718492316954,0.553718492316954,0.536896763023822,0.528832101680807,0.575081362834641
"Gm48952",18152,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"Nrbp2",18153,1,1,0.485133163826891,0.485133163826891,0.50063025440356,0.495433840515154,0.47618197034805
"AC116487.2",18154,1,1,0.499900438072481,0.499900438072481,0.500293622869336,0.500369701329168,0.499900438072481
"Eppk1",18155,1,1,0.504617181877037,0.504617181877037,0.498154881300782,0.499382515150139,0.502486104295071
"Plec",18156,1,1,0.488911111995213,0.488911111995213,0.512696559776564,0.496770521297095,0.362041752569992
"Parp10",18157,1,1,0.497157733018111,0.497157733018111,0.497952521356882,0.499841593282378,0.494560932430073
"AC110211.1",18159,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Smpd5",18160,1,1,0.499123272334322,0.499123272334322,0.499151883742986,0.499705192040054,0.500108287519995
"Oplah",18161,1,1,0.494789746507898,0.494789746507898,0.500691244239631,0.502493299776619,0.493940964497819
"Exosc4",18162,1,1,0.546520215190397,0.546520215190397,0.511226305435638,0.54284589850645,0.563313482477843
"Gpaa1",18163,1,1,0.490902008960774,0.490902008960774,0.495177131499515,0.502467112793806,0.465109220017963
"Cyc1",18164,1,1,0.55891948283255,0.55891948283255,0.477611432371223,0.485609096605625,0.607531178212774
"Sharpin",18165,1,1,0.479048593856054,0.479048593856054,0.489805171791953,0.507623121802315,0.470415069803679
"Maf1",18166,1,1,0.449451173665338,0.449451173665338,0.498477237507523,0.505220296766494,0.4334369636678
"Gm35339",18167,1,1,0.497854766976866,0.497854766976866,0.499210002855065,0.498961350910055,0.496757713052447
"Hgh1",18168,1,1,0.493552526301026,0.493552526301026,0.490298492661125,0.495559402542469,0.514293156992557
"Mroh1",18169,1,1,0.419989503299508,0.419989503299508,0.515697353662235,0.497424448335349,0.386046202250853
"Bop1",18170,1,1,0.542868573031437,0.542868573031437,0.494087743939771,0.489682982862267,0.561254852649408
"Hsf1",18172,1,1,0.519588422444775,0.519588422444775,0.477132073659646,0.483886712636151,0.523479906313128
"Dgat1",18173,1,1,0.483933718882126,0.483933718882126,0.477262952576162,0.501627704360784,0.48332167976089
"Scrt1",18174,1,1,0.500203162593167,0.500203162593167,0.500031499671433,0.499900438072481,0.499900438072481
"AC157566.4",18175,1,1,0.49990447681061,0.49990447681061,0.499994937086779,0.49995369973244,0.500001379120999
"Fbxl6",18176,1,1,0.454853438010996,0.454853438010996,0.506085595594326,0.49175703394973,0.4558817335848
"Slc52a2",18177,1,1,0.505646638142325,0.505646638142325,0.48772551494264,0.491238153251923,0.508988368069148
"Adck5",18178,1,1,0.510592263867439,0.510592263867439,0.488378656845659,0.525421837018947,0.49486006907911
"Cpsf1",18179,1,1,0.515002284599628,0.515002284599628,0.490469822688428,0.499767961373523,0.511256624289461
"Slc39a4",18180,1,1,0.500814117178059,0.500814117178059,0.499895453451732,0.500206178688944,0.500301311416767
"Vps28",18181,1,1,0.45432546844339,0.45432546844339,0.51198796070553,0.509856046814943,0.423045393025085
"Tonsl",18182,1,1,0.540998355972369,0.540998355972369,0.496521439349692,0.510977835487253,0.530688836991505
"Cyhr1",18183,1,1,0.505197795692897,0.505197795692897,0.499221642335976,0.511235173402211,0.519354478016493
"Kifc2",18184,1,1,0.497917518117056,0.497917518117056,0.50084955161901,0.500829036425556,0.498244060709331
"Ppp1r16a",18185,1,1,0.522270506240755,0.522270506240755,0.487263693744901,0.507642978122913,0.5046005089593
"Gpt",18186,1,1,0.489921519883652,0.489921519883652,0.495247098872432,0.500789627469262,0.487664558308918
"Mfsd3",18187,1,1,0.496774896811246,0.496774896811246,0.492661594358349,0.496380262836013,0.49144730155881
"Recql4",18188,1,1,0.49003382091552,0.49003382091552,0.503739326778688,0.483614797845837,0.485364927085873
"Lrrc14",18189,1,1,0.495121827229615,0.495121827229615,0.478643509841103,0.510042602787061,0.499257953337759
"Lrrc24",18190,1,1,0.498810541387823,0.498810541387823,0.499586511355279,0.499345605754203,0.498806503382984
"C030006K11Rik",18191,1,1,0.457975020907,0.457975020907,0.493764056760999,0.488380875438544,0.475094506918626
"Arhgap39",18192,1,1,0.489921761002347,0.489921761002347,0.489331345748432,0.501638263251267,0.483346530460433
"Zfp251",18193,1,1,0.535248840520479,0.535248840520479,0.491462910507006,0.523339563078718,0.547469928266612
"Zfp7",18194,1,1,0.507016272698813,0.507016272698813,0.508876774433645,0.497202221067285,0.506713057114493
"Commd5",18195,1,1,0.500192030946781,0.500192030946781,0.498048116465794,0.497435030586209,0.497991734609593
"Rpl8",18196,1,1,0.429593441732261,0.429593441732261,0.542620882272653,0.489157537898474,0.478303960177775
"Zfp647",18197,1,1,0.490846893245904,0.490846893245904,0.502688981065227,0.488263559624373,0.493715292563546
"1110038F14Rik",18198,1,1,0.520229115001963,0.520229115001963,0.486699335505688,0.50321529895396,0.515068912554605
"Mb",18199,1,1,0.499806060196889,0.499806060196889,0.499402628434886,0.499871681448179,0.500201139493421
"Apol6",18200,1,1,0.500205895271703,0.500205895271703,0.500225560613249,0.499935945845787,0.49996769674275
"Rbfox2",18201,1,1,0.484645119496416,0.484645119496416,0.478735373008827,0.454341885847741,0.516979260354069
"1700109K24Rik",18202,1,1,0.500302724520686,0.500302724520686,0.5,0.500351947442515,0.500133191262653
"Apol7a",18203,1,1,0.500002632212413,0.500002632212413,0.499931937743914,0.500035507773306,0.500333429023113
"Apol9a",18204,1,1,0.502321229576744,0.502321229576744,0.506341116127049,0.503153253792183,0.50389373596877
"Apol10a",18205,1,1,0.5,0.5,0.5,0.5,0.5
"Apol10b",18206,1,1,0.500608141533459,0.500608141533459,0.499800876144962,0.500152823587477,0.499934120450731
"Apol9b",18207,1,1,0.514894484450054,0.514894484450054,0.511213256690222,0.512406719677903,0.502566835916639
"Apol8",18208,1,1,0.500934234474267,0.500934234474267,0.513346857053082,0.503756395370459,0.499341814503133
"Myh9",18209,1,1,0.421657783452104,0.421657783452104,0.534791113073642,0.532268529965103,0.411333367068755
"Txn2",18210,1,1,0.467651495880286,0.467651495880286,0.505877833469823,0.479424833875014,0.377630699827525
"Foxred2",18211,1,1,0.4877812699802,0.4877812699802,0.494338566924144,0.492869618633433,0.481298562298184
"Eif3d",18212,1,1,0.59330176285896,0.59330176285896,0.526184212792677,0.54135681462382,0.543529912179696
"Gm17638",18213,1,1,0.50042593617347,0.50042593617347,0.499224800132366,0.499831922086228,0.501370103669586
"A730060N03Rik",18214,1,1,0.5,0.5,0.5,0.5,0.5
"Ift27",18215,1,1,0.50810136710281,0.50810136710281,0.501917121676419,0.508744349825573,0.527366640590671
"AL589692.1",18216,1,1,0.499812911986452,0.499812911986452,0.499429012998116,0.499139450425635,0.500236572294477
"Pvalb",18217,1,1,0.499516536924716,0.499516536924716,0.500211180895802,0.499679986193083,0.499174171737058
"Ncf4",18218,1,1,0.499800876144962,0.499800876144962,0.500194060941817,0.500035507773306,0.499800876144962
"Csf2rb2",18219,1,1,0.498806743768388,0.498806743768388,0.499622943452479,0.499995982015126,0.499105162643983
"Csf2rb",18220,1,1,0.499804713950846,0.499804713950846,0.50028811629877,0.500440319749367,0.500034849326787
"Tex33",18221,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"Tst",18222,1,1,0.528609958764685,0.528609958764685,0.508041002289794,0.520622517609519,0.512334115613199
"Mpst",18223,1,1,0.511519847484389,0.511519847484389,0.508541865333816,0.499947018664568,0.505760774064548
"Kctd17",18224,1,1,0.530644578586811,0.530644578586811,0.48324807283079,0.520774687106436,0.525998313865449
"Tmprss6",18225,1,1,0.500001326152819,0.500001326152819,0.499900438072481,0.499900438072481,0.50016679407623
"Il2rb",18226,1,1,0.499802222391005,0.499802222391005,0.499701366412425,0.49993592248541,0.499834505480096
"C1qtnf6",18227,1,1,0.490865117800547,0.490865117800547,0.489474986337963,0.510587320062023,0.479742330336822
"AL590144.3",18228,1,1,0.500712726767109,0.500712726767109,0.500288533858624,0.500323330980476,0.49990181719348
"Sstr3",18229,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.5
"Rac2",18230,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"AL590144.2",18231,1,1,0.499810159214692,0.499810159214692,0.500152226664015,0.500277007352539,0.499503383832501
"Cyth4",18232,1,1,0.500006731230216,0.500006731230216,0.500157628844617,0.500206085247436,0.499768572887712
"Elfn2",18233,1,1,0.499425414151497,0.499425414151497,0.498759246993439,0.499234854206017,0.497843532145295
"Mfng",18234,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"Card10",18235,1,1,0.500017983435949,0.500017983435949,0.499754187733866,0.500230964049127,0.499505346427769
"Cdc42ep1",18236,1,1,0.513387733729411,0.513387733729411,0.467144381236322,0.487397240036846,0.481167147979895
"Lgals2",18237,1,1,0.500406204626987,0.500406204626987,0.500325122540768,0.500270162762026,0.501266033077262
"Gga1",18238,1,1,0.476304341623396,0.476304341623396,0.504562546029449,0.502805908343972,0.473987258407175
"AL592169.1",18239,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.500135069700825,0.499900438072481
"Sh3bp1",18240,1,1,0.52174352124115,0.52174352124115,0.491907637848251,0.504655769891688,0.514452551554195
"1700027A07Rik",18241,1,1,0.500302724520686,0.500302724520686,0.5,0.500234631628343,0.5
"Pdxp",18242,1,1,0.520472182739036,0.520472182739036,0.49012961579796,0.521088183368122,0.526039395758291
"Lgals1",18243,1,1,0.497753336379466,0.497753336379466,0.533595952383562,0.499516346750973,0.546977051638746
"Nol12",18244,1,1,0.578087193342231,0.578087193342231,0.500924712392602,0.497775905209944,0.583430375712873
"Triobp",18245,1,1,0.47303850946853,0.47303850946853,0.485945822652935,0.52439767136285,0.458086762411612
"AL589670.5",18246,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481
"AL589670.1",18247,1,1,0.500106132411938,0.500106132411938,0.499732761693894,0.499953559570177,0.500533746348247
"AL589670.3",18248,1,1,0.500308169784532,0.500308169784532,0.499863927682809,0.499836360557891,0.500667335434265
"H1f0",18249,1,1,0.637155647341405,0.637155647341405,0.504633974861853,0.512387540808243,0.658421087863374
"Gcat",18250,1,1,0.487886156612218,0.487886156612218,0.502499513281796,0.51199158241513,0.475062707570971
"Gcat.1",18251,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.500017753886653,0.499900438072481
"Galr3",18252,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"AL589670.4",18253,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Ankrd54",18254,1,1,0.525844568459826,0.525844568459826,0.491169470320107,0.506900772219316,0.533250342075051
"Eif3l",18255,1,1,0.542474102847572,0.542474102847572,0.562083921179314,0.525573679470583,0.582733203526221
"Micall1",18256,1,1,0.442010572251016,0.442010572251016,0.499840622623497,0.508911049477092,0.442507893345996
"1700088E04Rik",18257,1,1,0.489384910229501,0.489384910229501,0.499541101721234,0.500985317348855,0.484521541551749
"Polr2f",18258,1,1,0.562942568340071,0.562942568340071,0.509944709855926,0.522083265354636,0.482259013987894
"Sox10",18259,1,1,0.49932958956374,0.49932958956374,0.501476909201088,0.500580785697319,0.51554730841198
"Pick1",18260,1,1,0.50530519397798,0.50530519397798,0.49874609385806,0.507606162168486,0.522248749084211
"Pick1.1",18261,1,1,0.499109448195849,0.499109448195849,0.500671671121508,0.500348279863299,0.499105321773329
"Slc16a8",18262,1,1,0.500100908173562,0.500100908173562,0.500131061598951,0.5,0.5
"Baiap2l2",18263,1,1,0.499426458999173,0.499426458999173,0.49957680308869,0.499838649874854,0.501073380482298
"Pla2g6",18264,1,1,0.503233281131136,0.503233281131136,0.501527355650864,0.506951884724575,0.494936610294565
"Gm20420",18265,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.500133164741095
"Maff",18266,1,1,0.472624589043325,0.472624589043325,0.538690260886177,0.50796250136191,0.478631978803122
"Tmem184b",18267,1,1,0.485442760230365,0.485442760230365,0.495597796954214,0.490556450725209,0.479189196729913
"Csnk1e",18268,1,1,0.469626398639126,0.469626398639126,0.566724629193802,0.514380741630304,0.449953343275735
"Gm16059",18269,1,1,0.500108885183698,0.500108885183698,0.499795734939269,0.500340968065243,0.500068452140364
"Kcnj4",18270,1,1,0.496549370459182,0.496549370459182,0.504512177872146,0.501293580886053,0.497222795087868
"Kdelr3",18271,1,1,0.490037960119772,0.490037960119772,0.505507823244826,0.538935745133426,0.550888053141563
"Dmc1",18273,1,1,0.500004038738129,0.500004038738129,0.500225560613249,0.500053308380713,0.500100888005403
"Fam227a",18274,1,1,0.498839113953097,0.498839113953097,0.502243705676674,0.499616632850185,0.498483258638018
"Cby1",18275,1,1,0.539046721167529,0.539046721167529,0.490911183453356,0.517113368471078,0.536321989320511
"Tomm22",18276,1,1,0.63817256543459,0.63817256543459,0.509141350795686,0.506715057220777,0.628329622436983
"Josd1",18277,1,1,0.514106086599387,0.514106086599387,0.486581035579753,0.497442202222002,0.494540219093527
"Gm26884",18278,1,1,0.500208668136687,0.500208668136687,0.500026515050684,0.499502283803914,0.50030139098144
"Gtpbp1",18279,1,1,0.523775991088253,0.523775991088253,0.493113368022118,0.49129853982692,0.531230195026805
"Sun2",18280,1,1,0.525448129139958,0.525448129139958,0.507428024425164,0.49687036354914,0.506190025475547
"Gm16575",18281,1,1,0.500201816347124,0.500201816347124,0.5,0.5,0.500266382525306
"Dnal4",18282,1,1,0.470390282755874,0.470390282755874,0.51966503348569,0.511102346297595,0.463764126177265
"Nptxr",18283,1,1,0.512726566176432,0.512726566176432,0.490514345007785,0.499424517108299,0.486084801725896
"Cbx6",18284,1,1,0.53343572840551,0.53343572840551,0.480847208064333,0.521234512770745,0.507383416006333
"AC113595.2",18285,1,1,0.500205875178478,0.500205875178478,0.499832375816395,0.499701314217443,0.49996769674275
"AC113595.1",18286,1,1,0.500203102313494,0.500203102313494,0.500031473573942,0.50013502298007,0.500033629335134
"Apobec3",18287,1,1,0.533632561632952,0.533632561632952,0.503745955541359,0.50967673255975,0.531911215584831
"Cbx7",18288,1,1,0.514262773564229,0.514262773564229,0.498807944911329,0.503688206429486,0.513766810158902
"Pdgfb",18289,1,1,0.501648809818032,0.501648809818032,0.503144538865166,0.50309118527003,0.518702259870104
"Rpl3",18290,1,1,0.440153154575971,0.440153154575971,0.562550100658022,0.487287492984879,0.446603484890244
"Syngr1",18291,1,1,0.494744818057861,0.494744818057861,0.506274410940486,0.511788253692201,0.482006793974387
"Tab1",18292,1,1,0.507607334991426,0.507607334991426,0.489353032763312,0.492773934528525,0.503410725360359
"Mgat3",18293,1,1,0.49436794953868,0.49436794953868,0.498204910190705,0.498939041749853,0.497413166828872
"Mief1",18294,1,1,0.507412229781293,0.507412229781293,0.499986037842406,0.503453714963406,0.511602385836894
"Rps19bp1",18296,1,1,0.539986099507274,0.539986099507274,0.504411963507357,0.513144697353232,0.573066891399738
"Cacna1i",18297,1,1,0.498726089565146,0.498726089565146,0.499702906164384,0.498150792542844,0.498011201432928
"AC123059.1",18298,1,1,0.500308109504859,0.500308109504859,0.499994937086779,0.500188331360783,0.499734943552578
"Enthd1",18299,1,1,0.500306763258816,0.500306763258816,0.499832375816395,0.499818630031615,0.499967670221192
"Grap2",18300,1,1,0.499701314217443,0.499701314217443,0.499701314217443,0.49993592248541,0.499701314217443
"Fam83f",18301,1,1,0.495239111381164,0.495239111381164,0.503888682718711,0.501787909827449,0.494860334294687
"AC147041.1",18302,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"Tnrc6b",18303,1,1,0.563998828966875,0.563998828966875,0.491679571875882,0.507507768259826,0.556209020215156
"Adsl",18304,1,1,0.539867750414825,0.539867750414825,0.493920615608492,0.498768440915346,0.52672049588099
"Sgsm3",18305,1,1,0.518543474303378,0.518543474303378,0.49405032013792,0.507541734248238,0.527486703682274
"AC141880.1",18306,1,1,0.499506188914086,0.499506188914086,0.49946557558277,0.499438136208192,0.499336669320944
"Mkl1",18307,1,1,0.497244214256464,0.497244214256464,0.526550073516632,0.498775192064349,0.486827060560598
"Mchr1",18308,1,1,0.501641797282673,0.501641797282673,0.498695308140903,0.498730223338288,0.50017353055188
"AC102334.1",18309,1,1,0.501727816376862,0.501727816376862,0.499759250647087,0.500394416608219,0.500169525796671
"Slc25a17",18310,1,1,0.56920323533064,0.56920323533064,0.509046695196444,0.517961420243654,0.548408791408373
"St13",18311,1,1,0.468824779446721,0.468824779446721,0.495321346233845,0.508490165561534,0.49486874162847
"Xpnpep3",18312,1,1,0.481110821768678,0.481110821768678,0.486026281217166,0.48468463303931,0.482360352859777
"Dnajb7",18313,1,1,0.499800876144962,0.499800876144962,0.499800876144962,0.499918191959134,0.500067258670269
"Gm17025",18314,1,1,0.499900438072481,0.499900438072481,0.500031499671433,0.499900438072481,0.500166820597787
"Rbx1",18315,1,1,0.420986207608822,0.420986207608822,0.520398164198105,0.495657913253015,0.487296651260824
"Ep300",18316,1,1,0.487136156913616,0.487136156913616,0.480055175315114,0.492884429112562,0.515736884506255
"L3mbtl2",18317,1,1,0.548400318115931,0.548400318115931,0.482568624657014,0.517605758501168,0.539993554200622
"Chadl",18318,1,1,0.496401846004723,0.496401846004723,0.498204649215797,0.504132427361842,0.496097299744735
"Zc3h7b",18320,1,1,0.496680076884714,0.496680076884714,0.48295275362455,0.485894210009043,0.497271886491128
"Gm17597",18321,1,1,0.496523369826648,0.496523369826648,0.498015050944912,0.497208154603088,0.496716896375182
"Tef",18322,1,1,0.505126605398406,0.505126605398406,0.493262593474688,0.491982064463054,0.523899742571153
"Tob2",18323,1,1,0.487016361109001,0.487016361109001,0.471108459606043,0.482256018147089,0.511212969805525
"AC102103.1",18324,1,1,0.500002692492086,0.500002692492086,0.499931937743914,0.499800876144962,0.499800876144962
"Phf5a",18325,1,1,0.670934547928569,0.670934547928569,0.494074408121957,0.571969444252889,0.634929856845119
"Aco2",18326,1,1,0.49694500605007,0.49694500605007,0.519973114364946,0.504891289214364,0.465413714021651
"Polr3h",18327,1,1,0.525413227208959,0.525413227208959,0.497481774817278,0.517976721290704,0.510804829554436
"Csdc2",18328,1,1,0.500545109088125,0.500545109088125,0.499535151493325,0.502073280195016,0.502242954654289
"Pmm1",18329,1,1,0.454800532550823,0.454800532550823,0.546464859989571,0.516324325011246,0.463591550401462
"Xrcc6",18330,1,1,0.564503992724645,0.564503992724645,0.468114999115295,0.498167308329507,0.580792329413871
"Desi1",18331,1,1,0.573276292687553,0.573276292687553,0.505098927758492,0.517635192576408,0.553813301388648
"Snu13",18332,1,1,0.654645613789739,0.654645613789739,0.485470221980038,0.52652201734237,0.654339579266252
"4930407I10Rik",18333,1,1,0.500201816347124,0.500201816347124,0.5,0.5,0.500133191262653
"Ccdc134",18334,1,1,0.546703364931938,0.546703364931938,0.498310083078752,0.51217762445895,0.55150581978453
"Shisa8",18336,1,1,0.499047661530437,0.499047661530437,0.500832301177571,0.499940688002353,0.498384969745268
"Tnfrsf13c",18337,1,1,0.500505927300303,0.500505927300303,0.500293622869336,0.500838964585855,0.500566394385747
"AC104325.1",18338,1,1,0.500002692492086,0.500002692492086,0.500062999342865,0.500270139401649,0.500067258670269
"Cenpm",18339,1,1,0.588378099028251,0.588378099028251,0.489188070523771,0.505525453373528,0.608670199550322
"Sept3",18340,1,1,0.493603382252298,0.493603382252298,0.502116689188801,0.499862594261458,0.490225586004426
"Naga",18341,1,1,0.45865133875127,0.45865133875127,0.501571512605349,0.497220886008648,0.458569083459523
"Fam109b",18342,1,1,0.498543361781321,0.498543361781321,0.498178264652567,0.500626104829038,0.501809221100042
"Smdt1",18343,1,1,0.446595604968813,0.446595604968813,0.500019129460779,0.48678582888505,0.422859556470443
"Ndufa6",18344,1,1,0.421136344182469,0.421136344182469,0.482325422139963,0.460756902384085,0.460895766671398
"Cyp2d22",18345,1,1,0.500489551322315,0.500489551322315,0.495934637268365,0.499421737223416,0.496511248216956
"Cyp2d9",18346,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Cyp2d40",18347,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.500017753886653,0.499900438072481
"Cyp2d26",18348,1,1,0.499502270735304,0.499502270735304,0.49989537515926,0.50032337770123,0.499502190362405
"Tcf20",18349,1,1,0.505138179095733,0.505138179095733,0.497570062628758,0.494115077142506,0.511029652798862
"Gm20324",18350,1,1,0.502557867481969,0.502557867481969,0.502300337231776,0.501134473357116,0.499703542028288
"Gm29019",18351,1,1,0.5,0.5,0.5,0.500117292453795,0.500133191262653
"Nfam1",18352,1,1,0.500201776160675,0.500201776160675,0.5,0.500117292453795,0.5
"Serhl",18353,1,1,0.479934624684687,0.479934624684687,0.490557484160128,0.51519613559559,0.424132750368278
"Rrp7a",18354,1,1,0.548506088849828,0.548506088849828,0.507111905518732,0.541806828929715,0.509534208247695
"Poldip3",18355,1,1,0.516231326864119,0.516231326864119,0.48221064537529,0.483953359792231,0.528192654504517
"Cyb5r3",18356,1,1,0.503108904071329,0.503108904071329,0.484217699005111,0.46957780416566,0.49135779130165
"AL591952.3",18357,1,1,0.499927905510406,0.499927905510406,0.496589945263123,0.500201810298413,0.507497697398362
"AL591952.1",18358,1,1,0.500100908173562,0.500100908173562,0.5,0.5,0.5
"A4galt",18359,1,1,0.501442552868288,0.501442552868288,0.505403067916632,0.507650126398329,0.499399976279119
"Arfgap3",18360,1,1,0.449470543533779,0.449470543533779,0.533116828549402,0.511540750496034,0.49225522777032
"1700001L05Rik",18361,1,1,0.497363367077895,0.497363367077895,0.504248828092174,0.502071831851631,0.496163736246716
"Ttll1",18363,1,1,0.476442000304613,0.476442000304613,0.500826455339625,0.510183372419916,0.459705240468842
"Bik",18364,1,1,0.504755121863397,0.504755121863397,0.500315649151597,0.502054288208373,0.507262345095538
"Mcat",18365,1,1,0.498227657037592,0.498227657037592,0.465716718000431,0.494639050402537,0.484087012350771
"Tspo",18366,1,1,0.445977075238275,0.445977075238275,0.544229766484872,0.529133123501081,0.358027316992235
"Ttll12",18367,1,1,0.571633129065613,0.571633129065613,0.476500618771508,0.510839915820414,0.564280909337222
"Scube1",18368,1,1,0.499701314217443,0.499701314217443,0.499832349718904,0.499935875764655,0.499701314217443
"Mpped1",18369,1,1,0.5,0.5,0.5,0.5,0.5
"Efcab6",18370,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.50001777724703,0.499900438072481
"Sult4a1",18371,1,1,0.49853216985526,0.49853216985526,0.500283053385549,0.500015814975347,0.501544085087947
"AL626769.1",18372,1,1,0.500809917694134,0.500809917694134,0.499931937743914,0.500387501936575,0.500733161940419
"Pnpla3",18373,1,1,0.499900438072481,0.499900438072481,0.499900438072481,0.499900438072481,0.500033655856692
"Samm50",18374,1,1,0.538215163070582,0.538215163070582,0.537682584570224,0.518672066277688,0.560179933916765
"Parvb",18375,1,1,0.536507781503062,0.536507781503062,0.521969885583381,0.508469421546603,0.537883154291602
"Parvg",18376,1,1,0.499109387916176,0.499109387916176,0.500933402857049,0.499644034572611,0.498971997902887
"1810041L15Rik",18377,1,1,0.503031364317889,0.503031364317889,0.500356622212201,0.500053261659958,0.500234132311171
"Rtl6",18378,1,1,0.500686022871716,0.500686022871716,0.499854610878582,0.499811832161857,0.498496545938414
"Prr5",18379,1,1,0.510744610695784,0.510744610695784,0.463414945406659,0.533289425168396,0.479033806923485
"AL611987.1",18380,1,1,0.5,0.5,0.5,0.5,0.5
"Arhgap8",18381,1,1,0.500321531778841,0.500321531778841,0.499655095561182,0.500248437611254,0.499938098684382
"Phf21b",18382,1,1,0.49836696336322,0.49836696336322,0.499198754836518,0.499337756667472,0.496357131445295
"Gm29666",18383,1,1,0.508054851288036,0.508054851288036,0.487244720869067,0.497470094512348,0.49864591535125
"Nup50",18384,1,1,0.591999320045282,0.591999320045282,0.515072318756841,0.528314225479219,0.61445550605572
"5031439G07Rik",18385,1,1,0.48663314313087,0.48663314313087,0.516364092357976,0.526788816210083,0.435801546185595
"Fam118a",18386,1,1,0.503215619186779,0.503215619186779,0.520673336141423,0.50776372791253,0.504089279413521
"Smc1b",18387,1,1,0.500220744164626,0.500220744164626,0.500309751118669,0.500248157286728,0.499005627238022
"Ribc2",18388,1,1,0.49990447681061,0.49990447681061,0.499863875487827,0.500540278803298,0.499868134815231
"Fbln1",18389,1,1,0.57656953200067,0.57656953200067,0.493580695790423,0.513252902620305,0.561463816002344
"Atxn10",18390,1,1,0.479070173979194,0.479070173979194,0.536398170461503,0.524253818160208,0.476729057039808
"Wnt7b",18391,1,1,0.602662934953008,0.602662934953008,0.504774144485104,0.510751076306018,0.539012389174367
"AU022754",18392,1,1,0.500507112800549,0.500507112800549,0.500194008746835,0.500270069320518,0.500067205627153
"AC162302.1",18393,1,1,0.495601191287096,0.495601191287096,0.497157174226327,0.498267921473999,0.50105531930152
"Ppara",18394,1,1,0.497240235798008,0.497240235798008,0.49915642470639,0.501673397258538,0.496554425312854
"Cdpf1",18395,1,1,0.477897734328189,0.477897734328189,0.487969891846779,0.500950533747242,0.467165091604399
"Pkdrej",18396,1,1,0.500203162593167,0.500203162593167,0.500293648966827,0.500369701329168,0.500166820597787
"Ttc38",18397,1,1,0.491747290730071,0.491747290730071,0.494835828514432,0.499912538747858,0.490527799154153
"Gtse1",18398,1,1,0.651702277888491,0.651702277888491,0.49429728069365,0.501975119890128,0.621742012290302
"Trmu",18399,1,1,0.503576332753443,0.503576332753443,0.495540147596969,0.507812200695168,0.500395860769885
"Celsr1",18400,1,1,0.499329710123087,0.499329710123087,0.499770550860617,0.500462021539763,0.498477954326483
"Gramd4",18401,1,1,0.507418217562202,0.507418217562202,0.490822817349403,0.502808361183575,0.489255639597068
"Cerk",18402,1,1,0.516721139398353,0.516721139398353,0.497542086118588,0.505838435706916,0.496445660404821
"Tbc1d22a",18403,1,1,0.490867790199409,0.490867790199409,0.510217167660198,0.498904842157669,0.494487600323096
"AC146911.1",18404,1,1,0.499730067621738,0.499730067621738,0.500656299699409,0.499739531794501,0.500041055371284
"AC124455.1",18405,1,1,0.5,0.5,0.5,0.5,0.500133191262653
"AC124691.1",18407,1,1,0.5,0.5,0.5,0.500117315814172,0.5
"Brd1",18408,1,1,0.504545589718056,0.504545589718056,0.541093604914262,0.519564456046142,0.500920298051387
"Zbed4",18409,1,1,0.524951263883916,0.524951263883916,0.51369429294851,0.528635897872916,0.550044057611613
"Alg12",18410,1,1,0.485967193390454,0.485967193390454,0.491768303344707,0.498694341798947,0.479255235408529
"Ttll8",18413,1,1,0.499804975162765,0.499804975162765,0.500157498357163,0.500675348504123,0.500035220628595
"Mlc1",18414,1,1,0.500403632694248,0.500403632694248,0.500131061598951,0.5,0.500266382525306
"Mov10l1",18415,1,1,0.500201816347124,0.500201816347124,0.5,0.5,0.5
"Panx2",18416,1,1,0.50040905786487,0.50040905786487,0.500519157385094,0.501126951315666,0.499601752289924
"1810021B22Rik",18417,1,1,0.496491301040307,0.496491301040307,0.497651330215205,0.501512000412638,0.49510632174214
"Trabd",18418,1,1,0.517347766698374,0.517347766698374,0.503127862568525,0.509951871082114,0.531125169658405
"Selenoo",18419,1,1,0.468774626758308,0.468774626758308,0.485860248980502,0.494730809964079,0.460734674730069
"Tubgcp6",18420,1,1,0.512762593328005,0.512762593328005,0.491762953359086,0.494480667045292,0.512303562778755
