"","Top","p.value","FDR","summary.AUC","AUC.cap50","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h"
"Cxadr",193,1.07909422546928e-57,9.79881300688789e-56,0.756241265124979,0.756241265124979,0.636374305349101,0.755156823547238,0.703355682298025
"Gpr137b",195,1.91773747676095e-30,1.34435271131506e-28,0.752471694825379,0.728493032362453,0.606322163187387,0.748895996302066,0.752471694825379
"Tacc3",196,5.85643397610745e-64,5.6016140266581e-62,0.247825543535563,0.258661410306108,0.537162378293292,0.247825543535563,0.296410373593054
"Hist1h4i",197,3.17867663668656e-50,2.66180155245649e-48,0.240933870723744,0.240933870723744,0.431128478092927,0.256871237739596,0.257361426710305
"Mpc1",198,4.22592669617919e-44,3.35594717448236e-42,0.737203905373628,0.737203905373628,0.627114434814771,0.724462993078244,0.728736243048866
"Shisa5",199,2.91602900373681e-29,2.01140577530193e-27,0.727284264530473,0.698075272211964,0.602908004754565,0.699048703663231,0.727284264530473
"Dctpp1",200,2.42269831443262e-60,2.25709482358891e-58,0.23729791760785,0.252950788507127,0.467487649904011,0.23729791760785,0.288492399910298
"Mfap3l",201,1.58094433551325e-58,1.44167385782123e-56,0.252902801450406,0.262969333441117,0.417499853503051,0.252902801450406,0.286416528766938
"Chac1",202,1.75599514986011e-52,1.49370638814781e-50,0.772973503690846,0.772973503690846,0.447491327111827,0.734499539503865,0.636877960552386
"Id1",202,4.07631700397044e-59,3.76508232800202e-57,0.240400767796133,0.315248787063081,0.427327137632405,0.240400767796133,0.340622247578494
"Tubb2b",202,1.15129252153841e-47,9.4930905578651e-46,0.725923570811604,0.725923570811604,0.600037229041125,0.713952683760302,0.713069862973629
"Ctsa",204,1.52428635372829e-40,1.17577658131134e-38,0.736902079459498,0.6848630808672,0.591307220498606,0.736902079459498,0.726199858896014
"Ank3",205,1.76059795904258e-29,1.2222525379534e-27,0.275598452956427,0.305439576783835,0.435400329120852,0.275598452956427,0.279070633745403
"Lamtor2",206,8.74490245951469e-41,6.76974985004377e-39,0.752247144330451,0.743086068607663,0.605521752243285,0.752247144330451,0.741050340922131
"Mcm5",207,4.93659502161486e-56,4.40831790291177e-54,0.25768606103686,0.271607457819584,0.520778455217899,0.25768606103686,0.291208289134168
"Tpp1",208,6.93433372712122e-50,5.78425566439441e-48,0.746466922831461,0.713536491647725,0.57912641584597,0.746466922831461,0.726672340993633
"Rabac1",210,2.9744987912564e-29,2.04518174078687e-27,0.738061768626353,0.731175900093929,0.58244531094179,0.738061768626353,0.736323269882374
"Htra1",210,2.19642591904853e-55,1.92935845729973e-53,0.784869751862757,0.75483670995197,0.60102921498602,0.784869751862757,0.751246566465503
"Slc25a33",211,2.01836794592664e-47,1.65160823438355e-45,0.747152884261832,0.747152884261832,0.534837028192464,0.733537140985832,0.711609790476581
"Rps20",212,7.33786552480284e-55,6.3934495530074e-53,0.798611564004075,0.734368565207069,0.534189081595844,0.798611564004075,0.665287950634605
"Cdk2ap1",212,2.03766202438925e-49,1.69314766126953e-47,0.238917544309224,0.322276151157602,0.481168018829024,0.238917544309224,0.255677285383312
"Ddx6",213,1.37679312825331e-46,1.11811188351469e-44,0.259527445250488,0.259527445250488,0.451385538573856,0.264476162080674,0.314453789569555
"Klf2",214,3.70732171364237e-26,2.45493140305531e-24,0.703726036510531,0.69133402268166,0.539370799636795,0.704276539275537,0.703726036510531
"Hnrnpa3",215,3.72516788162315e-26,2.4591821466384e-24,0.254498752089746,0.280722307197293,0.375151321940082,0.266632010172112,0.254498752089746
"Ccna2",215,3.2151353254517e-54,2.77883242325484e-52,0.265536210916307,0.288730385451589,0.565762560970955,0.265536210916307,0.294052463232086
"Cdca3",216,1.08500527707929e-43,8.58470535589089e-42,0.268446518558448,0.280502655656613,0.5739311233171,0.268446518558448,0.287562436138821
"Krtcap2",217,8.6295224447378e-54,7.39904193359367e-52,0.784863921471968,0.760674131318204,0.552096357897691,0.784863921471968,0.754554659919143
"Ctnnbip1",217,2.21649005238245e-49,1.83465701605088e-47,0.258315219554363,0.294385232414775,0.415972333849612,0.258315219554363,0.279894250762584
"Tmem97",218,7.51272505943447e-45,6.03288641806303e-43,0.264879362981889,0.264879362981889,0.455957291704187,0.265674743794474,0.284326532224535
"Tmsb10",219,2.30226160157058e-44,1.8418948671896e-42,0.236426903298369,0.236426903298369,0.365052601812691,0.267760068596119,0.248821122946723
"Mafg",219,6.60268012856973e-53,5.63874123202178e-51,0.753853888312056,0.693078531180971,0.461668038451551,0.753853888312056,0.684767907193378
"Sept11",221,3.10053798395902e-44,2.47135844269562e-42,0.244873754202871,0.244873754202871,0.387772531365131,0.271750779072877,0.258937939996805
"Slc25a37",221,3.35287346550037e-51,2.82969371964838e-49,0.742847472089186,0.692121580336875,0.545592887936017,0.742847472089186,0.695400176304981
"Spg21",226,3.85773761113909e-37,2.92332292708888e-35,0.736745217508489,0.726154971402335,0.56866459832687,0.736745217508489,0.722538192953951
"mt-Atp6",226,5.36537802694753e-42,4.21417155174955e-40,0.788011332979854,0.788011332979854,0.664901185792,0.711558418071837,0.684776563687924
"Ftl1",228,7.93104980453051e-22,4.97621349397379e-20,0.76978621521058,0.724914372498884,0.66874324971628,0.745242226552926,0.76978621521058
"Gm26917",229,8.13912906789233e-41,6.34645640109096e-39,0.284627394392749,0.284627394392749,0.450520910893836,0.306663089297148,0.305317656473795
"Slc1a5",230,8.26695856601378e-41,6.42285975809324e-39,0.732289566822338,0.732289566822338,0.549860223094693,0.722171405110215,0.705684404334422
"Ppp1r15a",230,7.89065650995642e-47,6.43237949813526e-45,0.752840657165341,0.696687266490945,0.517448377969654,0.752840657165341,0.589888289344174
"Panx1",231,7.00952634348945e-21,4.34732035845063e-19,0.726383864094161,0.689356946643082,0.604678682462891,0.655217466593956,0.726383864094161
"Ddrgk1",232,1.16243140124187e-35,8.62644351245736e-34,0.740040749892993,0.710172470750435,0.562559008702188,0.740040749892993,0.726908691420533
"St8sia2",236,1.5248392111842e-31,1.08303843775231e-29,0.248220264483284,0.259087426087071,0.48944049992823,0.248220264483284,0.26664256390243
"Npm1",236,1.78614425016236e-36,1.3440423219491e-34,0.232682801958012,0.232682801958012,0.406022341725503,0.284956893511927,0.275194899255904
"Leprotl1",237,3.97459878164521e-42,3.13323591134752e-40,0.745061868476159,0.704892028616973,0.495675840153281,0.745061868476159,0.694569527839161
"Ogt",238,1.30933185741543e-41,1.02465930557955e-39,0.735333459949405,0.719204201566384,0.493049055780124,0.735333459949405,0.617372253266155
"Eif3c",239,1.01293752709562e-35,7.5430548514273e-34,0.771929880396262,0.771929880396262,0.522528677113736,0.76470777173636,0.715195673027763
"Ifi27",240,1.61922451111827e-19,9.70677735481234e-18,0.733311309794502,0.708143757239059,0.612505302114341,0.734093018124485,0.733311309794502
"Slc6a8",242,2.03035685829828e-39,1.55499323656361e-37,0.734648615962981,0.68787513417256,0.46488005797516,0.734648615962981,0.710292190754389
