"","Top","p.value","FDR","summary.logFC","logFC.1","logFC.2","logFC.3","logFC.5"
"Popdc3",1,0,0,1.85822571473572,-0.176888761608549,0.684351170511444,-0.230261911552083,1.85822571473572
"Gsta4",1,0,0,3.75270837255271,0.338777894346982,3.75270837255271,-0.329905174076883,2.92844583793742
"Top2a",1,0,0,2.47317555026491,-0.15114346285276,0.0124556951633803,2.47317555026491,0.804684068056806
"Atf4",1,0,0,2.05122081516429,2.05122081516429,1.05082998049624,0.401706301329082,1.48541802981709
"Cth",2,0,0,2.36242284965996,1.98472613496559,2.36242284965996,0.16755298279836,2.06406737367027
"Myod1",2,0,0,3.62753641360065,-0.536463044712402,-0.315122774537269,0.023590998439774,3.62753641360065
"Hmgb2",2,0,0,2.32026168472116,-0.536646734597745,-0.750553831802831,2.32026168472116,0.788535261350862
"Chrna1",3,0,0,3.47558922573293,-0.203033443252696,-0.432299396696191,-0.137203147854321,3.47558922573293
"Slc7a11",3,0,0,2.35090505671193,1.75717343623038,2.35090505671193,0.0305656664889051,1.99832924383315
"Cdk1",3,0,0,1.90412789561789,-0.528886549425461,-0.337539275290485,1.90412789561789,0.479711945598505
"Sqstm1",3,0,0,2.3646724400191,1.79411840530996,2.3646724400191,-0.0513761859672655,2.12150262071407
"Rapsn",4,0,0,1.41863745590357,0.140958707358964,0.0888266778730489,-0.130835946152696,1.41863745590357
"Smc4",4,0,0,1.89513173993889,-0.0702814314709896,-0.0210836844877775,1.89513173993889,0.393590611911808
"Blvrb",4,0,0,2.83249105386189,-0.0161122315232078,2.83249105386189,-0.234210933388682,1.60693256497504
"Smc2",5,0,0,1.75650249253025,-0.285286353146593,-0.0316078129585944,1.75650249253025,0.430124397001926
"Cox6a2",5,0,0,1.65993252380693,0.807290212981967,1.65993252380693,0.0868087888102744,1.58701516242898
"Eif4ebp1",5,0,0,1.25861193339158,1.25861193339158,1.41520987081387,0.124742319219632,1.32997616669258
"Psph",6,0,0,1.92962935922542,1.54662070042604,1.92962935922542,0.164721916879934,1.89469150454042
"Prc1",6,0,0,1.87788264122025,0.0661831109739905,0.254179358003095,1.87788264122025,0.459321556339287
"Asb5",6,0,0,1.52246246443074,-0.0315190778675776,-0.218765249572613,-0.228039055710738,1.52246246443074
"Tpm1",6,0,0,-1.79233365199516,-1.17051760721125,-1.79233365199516,-0.319882587032668,-1.50540209715139
"Nupr1",7,0,0,1.44562607519924,1.44562607519924,1.26588324442106,0.230143719807622,0.599762630037884
"Cryab",7,0,0,2.37157958425641,0.164487682996065,2.37157958425641,0.0940602315089683,-1.7988246735143
"Pclaf",7,0,0,1.78849594583661,-1.21035965527728,-1.3324753489334,1.78849594583661,-0.125363093845634
"Sparc",7,0,0,-2.26450169731061,-0.137017320686983,0.0294895483355972,-0.14853293168134,-2.26450169731061
"Trib3",8,0,0,1.36068670684694,1.36068670684694,1.33817797727914,0.321575501958198,1.2216875032059
"Peg3",8,0,0,2.74749372937043,-0.454839642528303,-0.596691092757727,-0.0591297061015568,2.74749372937043
"Sct",8,0,0,-2.9464712307346,-0.417602127841274,-2.9464712307346,-0.00374877577910515,0.493309460988246
"Hist1h1b",8,0,0,2.01111197285324,-0.786670150278956,-1.07039678846803,2.01111197285324,0.572493838092205
"Des",9,0,4.94065645841247e-324,3.0802303326251,-0.429538637867146,-0.484084387609009,-0.400843203558654,3.0802303326251
"Fabp5",9,0,0,-1.85183426611644,-0.689972143246157,-1.85183426611644,0.506553660167961,-0.48536220953695
"Hmox1",9,0,0,1.79277595205684,1.79277595205684,1.17611454058103,-0.256813452964754,0.762781263990421
"Birc5",9,0,0,1.82655960368232,-0.561605250387133,-0.500437743928919,1.82655960368232,0.252794789227451
"Ube2c",10,0,0,1.93186956486283,-0.526830249245893,-0.664697798312086,1.93186956486283,0.447636355070668
"Igfbp7",10,2.84914713436726e-317,5.73051353948591e-315,-4.18309192068634,0.0634126238738363,-0.0166432016565137,-0.0199404758538185,-4.18309192068634
"Mthfd2",10,0,0,1.43064757384945,1.43064757384945,0.836514679669383,0.470757620405864,1.26973532239812
"Mt2",10,0,0,2.09127524349092,1.195476865364,2.09127524349092,-0.175817801439706,1.88818626939174
"Crlf1",11,8.04919678356247e-312,1.60395151832457e-309,-2.95468049611627,0.00110529493595712,0.610932729880311,-0.0820617894747919,-2.95468049611627
"Gdf15",11,0,0,1.81593808119585,1.69033215845911,1.81593808119585,0.0621425484783127,1.83661788712702
"Atad2",11,0,0,1.43238858612715,-0.217468543641886,0.0942311644630429,1.43238858612715,0.646644991853845
"Fth1",11,0,0,1.3386659251733,0.25128100725313,1.3386659251733,-0.228376112830949,1.27952779799992
"Sars",12,0,0,1.37866023362126,1.37866023362126,1.17340727530457,0.0125899741338764,1.1507164187145
"Ampd3",12,0,0,1.4963889419604,1.04245159528029,1.4963889419604,0.0370237949800305,1.34046698650771
"Fbxo5",12,0,0,1.24279817469008,-0.0838023929937675,0.0654400500806838,1.24279817469008,0.551488412627583
"Vgll2",12,3.36908550527191e-304,6.47375796062079e-302,1.16210002081916,0.105933119234058,0.438250506759698,0.259088894186182,1.16210002081916
"Mki67",13,0,0,1.46242651752106,-0.571587983058274,-0.46047154783908,1.46242651752106,0.00311359104702946
"Col4a1",13,1.59541180891094e-292,2.98563978604975e-290,-3.21268657661023,-0.522145451762813,-0.424871547707408,-0.010561190016143,-3.21268657661023
"Cbr3",13,0,0,1.8251517762353,0.00542181176064283,1.8251517762353,-0.130686036412679,1.09538819570151
"Slc3a2",13,0,0,1.37450021123787,1.37450021123787,1.53032482539173,0.0584110579284531,1.31881062520394
"Cebpb",14,0,0,1.41452801811987,1.41452801811987,1.35509820559391,0.0944106295722293,0.943330354048348
"Cdca8",14,0,0,1.43886328038339,-0.363645393761238,-0.304121659369413,1.43886328038339,0.292578394681842
"Purb",14,0,0,-1.53650577344256,-0.875941798192416,-1.53650577344256,-0.233173694832304,0.507483742156014
"Cxadr",14,1.05709023644702e-278,1.89580324821469e-276,1.07699804628943,0.396852001634166,0.75272182306725,0.0118398181522161,1.07699804628943
"Creg1",15,0,0,1.78000892404512,0.491085253845662,1.78000892404512,-0.172284209697676,1.38711128791501
"Dek",15,0,0,1.25569187810645,-0.573300732241528,-0.609220611251292,1.25569187810645,0.34063179839006
"Gal",15,0,0,-2.31607661724552,-2.31607661724552,-1.65008689556639,-0.18724833936377,0.249012968258832
"Ankrd1",15,3.42826400355692e-275,5.998347123622e-273,3.20985137208259,-0.459179507865587,0.0603606924362055,-0.467842827996424,3.20985137208259
"Mcm3",16,0,0,1.23343308436567,-0.372934754878484,-0.433680545041106,1.23343308436567,0.536945057061007
"Slpi",16,0,0,1.43027762449783,-0.0163998485919297,1.43027762449783,-0.208161964480629,1.43865445995617
"Ccnd2",16,0,0,2.1029297809379,0.875891956671459,2.1029297809379,-0.105924435862848,0.755496914436021
"Phf10",16,0,0,1.34081105679337,1.34081105679337,1.37761895247048,0.334164190753866,1.37162782831048
