"","gene","importance","pvalue","qvalue"
"1","mmu00260",165.960776138956,0,0
"2","mmu00520",123.538235621029,0,0
"3","mmu00240",67.4696352301596,0,0
"4","mmu00982",60.8803799636497,0,0
"5","mmu00980",56.6757217520632,0,0
"6","mmu00531",49.539531677191,0,0
"7","mmu00592",40.0658570671839,0,0
"8","mmu00511",37.6318076104019,0,0
"9","mmu00591",36.5584711142567,0,0
"10","mmu00760",34.0805101402732,0,0
"11","mmu00590",32.5147181373975,0,0
"12","mmu00670",31.0691693712163,0,0
"13","mmu00310",30.9756498707958,0,0
"14","mmu00860",29.3391776284524,0,0
"15","mmu00600",29.020399467653,0,0
"16","mmu00480",28.9849291096996,0,0
"17","mmu00450",26.111307227936,0,0
"18","mmu00564",25.7709137517444,0,0
"19","mmu00230",21.2189522075177,0,0
"20","mmu00100",21.1971774888021,0,0
"21","mmu00270",20.9859806571805,0,0
"22","mmu00500",18.8057342385298,0.545348837209302,0.988372093023256
"23","mmu00900",18.8054762085993,0.545348837209302,0.988372093023256
"24","mmu00020",17.7832163558571,0.85,0.988372093023256
"25","mmu00750",16.4608898914858,0.906976744186046,0.988372093023256
"26","mmu00190",15.3582733609034,0.937209302325581,0.988372093023256
"27","mmu00562",15.0513800914007,0.946511627906977,0.988372093023256
"28","mmu00010",14.6430406940258,0.961627906976744,0.988372093023256
"29","mmu00290",14.4588375011317,0.965116279069767,0.988372093023256
"30","mmu00052",14.3514510171396,0.965116279069767,0.988372093023256
"31","mmu00910",14.3295486470217,0.965116279069767,0.988372093023256
"32","mmu00340",12.7700902536434,0.965116279069767,0.988372093023256
"33","mmu00561",12.6249327067636,0.965116279069767,0.988372093023256
"34","mmu00983",12.4268584398421,0.965116279069767,0.988372093023256
"35","mmu00740",12.061710489273,0.965116279069767,0.988372093023256
"36","mmu00770",11.7223297374607,0.965116279069767,0.988372093023256
"37","mmu00510",11.6949879162809,0.965116279069767,0.988372093023256
"38","mmu00514",11.6231783490453,0.965116279069767,0.988372093023256
"39","mmu00512",11.1307685709951,0.965116279069767,0.988372093023256
"40","mmu00513",11.0045884101272,0.965116279069767,0.988372093023256
"41","mmu00515",10.7977656749807,0.965116279069767,0.988372093023256
"42","mmu00565",10.7384017907166,0.965116279069767,0.988372093023256
"43","mmu00532",10.3473311302216,0.965116279069767,0.988372093023256
"44","mmu00220",10.3220330407551,0.965116279069767,0.988372093023256
"45","mmu00730",10.2161607821165,0.965116279069767,0.988372093023256
"46","mmu00603",10.2067463563433,0.965116279069767,0.988372093023256
"47","mmu00534",10.0606634223599,0.965116279069767,0.988372093023256
"48","mmu00601",9.36064354907635,0.965116279069767,0.988372093023256
"49","mmu00280",9.14576235592333,0.965116279069767,0.988372093023256
"50","mmu00350",9.14299402052865,0.965116279069767,0.988372093023256
"51","mmu00330",9.13395893200683,0.965116279069767,0.988372093023256
"52","mmu00250",9.08162212823617,0.965116279069767,0.988372093023256
"53","mmu00563",8.29646737895073,0.975581395348837,0.988372093023256
"54","mmu00360",8.08904621416621,0.976744186046512,0.988372093023256
"55","mmu00533",8.0283395174394,0.976744186046512,0.988372093023256
"56","mmu00790",8.02599852257247,0.976744186046512,0.988372093023256
"57","mmu00524",7.97652375887386,0.976744186046512,0.988372093023256
"58","mmu00630",7.92976784711698,0.976744186046512,0.988372093023256
"59","mmu00130",7.84123431316301,0.976744186046512,0.988372093023256
"60","mmu00640",7.69864042261578,0.976744186046512,0.988372093023256
"61","mmu00380",7.50173424373351,0.976744186046512,0.988372093023256
"62","mmu00620",7.35992860646056,0.976744186046512,0.988372093023256
"63","mmu00410",7.15274266986921,0.976744186046512,0.988372093023256
"64","mmu00061",7.12900214339959,0.976744186046512,0.988372093023256
"65","mmu00071",7.08374344434403,0.976744186046512,0.988372093023256
"66","mmu01040",7.06771874505188,0.976744186046512,0.988372093023256
"67","mmu00030",6.89749273290078,0.976744186046512,0.988372093023256
"68","mmu00072",6.79699810499845,0.976744186046512,0.988372093023256
"69","mmu00062",6.79490320430488,0.976744186046512,0.988372093023256
"70","mmu00471",6.76972890649607,0.976744186046512,0.988372093023256
"71","mmu00604",6.74827279501908,0.976744186046512,0.988372093023256
"72","mmu00040",6.63922665291202,0.976744186046512,0.988372093023256
"73","mmu00051",6.56817851722574,0.976744186046512,0.988372093023256
"74","mmu00400",6.5386121214275,0.976744186046512,0.988372093023256
"75","mmu00053",6.40760074113706,0.976744186046512,0.988372093023256
"76","mmu00830",6.35729860765576,0.976744186046512,0.988372093023256
"77","mmu00120",6.2174284446043,0.976744186046512,0.988372093023256
"78","mmu00650",6.20012457393063,0.976744186046512,0.988372093023256
"79","mmu00440",6.1954027666661,0.976744186046512,0.988372093023256
"80","mmu00140",6.15534605163194,0.976744186046512,0.988372093023256
"81","mmu00430",6.04512341321646,0.976744186046512,0.988372093023256
"82","mmu00785",5.92577508285855,0.976744186046512,0.988372093023256
"83","mmu00920",5.9129920813905,0.976744186046512,0.988372093023256
"84","mmu00780",5.35404789729697,0.984883720930233,0.988372093023256
"85","mmu00232",4.8617303873876,0.988372093023256,0.988372093023256
"86","mmu00472",0.0738401230909589,0.988372093023256,0.988372093023256
