"","Top","p.value","FDR","summary.logFC","logFC.1","logFC.2","logFC.4","logFC.5"
"Cth",1,0,0,-2.05207518279149,0.000413171481827734,-2.05207518279149,-1.91657548036831,0.305521228982129
"Popdc3",1,0,0,1.99253112576155,1.99253112576155,0.171571704787155,-0.168294927491003,0.83339125509342
"Pclaf",1,0,0,3.20484668422567,1.15449241847693,1.36439262667383,3.20484668422567,-0.0510084896714189
"Gsta4",1,0,0,3.30707337598855,2.41874307791524,-0.529957932009022,-0.967239052748293,3.30707337598855
"Blvrb",2,0,0,2.77047705239969,1.50039849238734,-0.141691767218966,-0.415077703452545,2.77047705239969
"Hmgb2",2,0,0,3.17250853636412,1.40079236556827,0.695667978684928,3.17250853636412,-0.123039983173976
"Sox11",2,0,0,1.95830544852567,1.95830544852567,0.813673030729493,1.21898666518378,-0.0630517030522388
"Atf4",2,0,0,-1.980040910892,-0.58220945810541,-1.980040910892,-1.6355642143622,-1.02229894596569
"Sqstm1",3,0,0,-1.99785324090843,0.21213247684498,-1.8633677107243,-1.99785324090843,0.472089736791672
"Birc5",3,0,0,2.96457693462309,0.963443729207974,0.61522652442107,2.96457693462309,0.208196349868362
"Cbr3",3,0,0,1.74985895854929,1.00017994377619,-0.118373157211562,-0.290779987810924,1.74985895854929
"Gal",3,0,0,2.2928814244394,2.55674089295387,2.2928814244394,2.12660332823612,0.668012169457387
"Slc7a11",4,0,0,-1.8672695809843,0.128229750216862,-1.8672695809843,-1.86303321636117,0.500030645431799
"Myod1",4,0,0,4.14417487636128,4.14417487636128,0.674535083195847,0.413622663894103,0.240594128880524
"Cdk1",4,0,0,2.66681509825787,1.09379064413165,0.72055719284457,2.66681509825787,0.269859276002777
"Cryab",4,0,0,2.1408250906492,-2.01512699001409,-0.177067381565905,-0.219043623040085,2.1408250906492
"Ttn",5,0,0,1.59814029616954,1.59814029616954,0.996821602019135,0.860248456480864,-0.624231800482634
"Ube2c",5,0,0,2.93328455715043,1.13918654833703,0.73459988874503,2.93328455715043,0.00605178789917238
"Sct",5,0,0,-2.46660014643963,1.00968231089185,0.525438972279199,0.607127171783735,-2.46660014643963
"Hmox1",5,0,0,-2.26758928696267,-1.15253893276931,-1.88458460251462,-2.26758928696267,-0.76033798218643
"Smc2",6,0,0,2.3890550750644,0.801085469298714,0.352817310876615,2.3890550750644,0.332347974491499
"Psph",6,0,0,-1.62381266732688,0.25754950642717,-1.62381266732688,-1.49970912393105,0.299871719294638
"Iqsec3",6,0,0,1.28849297346738,1.28849297346738,0.732488837446348,0.667985772556888,0.111892471024814
"Taldo1",6,0,0,1.44894111203378,0.831675188587083,-0.222053703903093,-0.506433359289773,1.44894111203378
"Hes6",7,0,0,2.80540218602831,2.80540218602831,1.28466646149329,1.08509209290781,0.209807323909897
"Cdca8",7,0,0,2.23721123095657,0.771898643500821,0.407293159394436,2.23721123095657,0.167130222322143
"Eif4ebp1",7,0,0,-1.29392566488148,0.020808104058633,-1.29392566488148,-1.20772730470371,0.11130215227994
"Cyb5a",7,0,0,1.57116949047899,0.1598917924442,0.00758503199622718,-0.294360818434884,1.57116949047899
"Chrna1",8,0,0,3.663673289089,3.663673289089,0.20418430886536,0.0682586442395836,-0.221358974926183
"Smc4",8,0,0,2.27122594920982,0.551918639252982,0.208428278037444,2.27122594920982,0.119370967559469
"Nupr1",8,0,0,-1.43785553021783,-0.86655532766054,-1.43785553021783,-1.20342561127444,-0.198470443411276
"Nqo1",8,0,0,1.31593342122262,0.472887501782229,0.0225394954635385,-0.094340343602582,1.31593342122262
"Peg3",9,0,0,3.21758342061338,3.21758342061338,0.547004298883467,0.384946488349105,-0.110113603625198
"Mki67",9,0,0,2.42925337079784,0.716191584869497,0.720702972611494,2.42925337079784,0.223457713872615
"Gdf15",9,0,0,-1.69102823567954,0.0786785172864172,-1.69102823567954,-1.74873586776732,0.0725064492210142
"Fth1",9,0,0,1.02460813217413,0.946336761541676,-0.328366674488268,-0.611033928625507,1.02460813217413
"Sars",10,0,0,-1.47345865458782,-0.298354583615681,-1.43299675626141,-1.47345865458782,-0.274213033391341
"Capg",10,0,0,1.42828808958136,-1.33146344446346,-0.343250543269666,-0.70775561746662,1.42828808958136
