"","Top","p.value","FDR","summary.AUC","AUC.1","AUC.2","AUC.4","AUC.5"
"Tuba1b",18,0,0,0.946667142184956,0.611692575657756,0.683185056002743,0.946667142184956,0.49824314559578
"Dynap",18,5.4140318826534e-197,5.73967389884663e-195,0.226325907616002,0.754076988306017,0.691101484747735,0.693216944899757,0.226325907616002
"Ptgr1",19,8.36634374082283e-178,8.49302281350232e-176,0.764811339765495,0.888217750072574,0.515714493640939,0.494689282517241,0.764811339765495
"Asns",19,0,0,0.148460950240493,0.512071171260509,0.151665646835939,0.148460950240493,0.496797849192937
"Akap12",19,2.14534312426197e-233,2.63828167869948e-231,0.0515033040386476,0.0515033040386476,0.472288196708632,0.453802676785294,0.442011555420491
"Anln",19,0,0,0.938036171572143,0.678692018957271,0.610528377736449,0.938036171572143,0.645462548118861
"Cyb5r1",20,0,0,0.1567733184791,0.471982845377668,0.1567733184791,0.210118891177922,0.571929504311989
"Ccnd2",20,2.42092166462211e-322,4.14076417779549e-320,0.179829552414019,0.428990578637953,0.257813557470112,0.179829552414019,0.791189167068185
"Col1a1",20,1.92069118715562e-231,2.33532175360314e-229,0.0444995472103938,0.0444995472103938,0.499196876021432,0.500822699963361,0.478192392720442
"Cenpe",21,0,0,0.933918641141874,0.65940795999873,0.647447109167201,0.933918641141874,0.564512788748064
"Gadd45a",21,0,0,0.168114712726905,0.613177273921839,0.168114712726905,0.195123503485759,0.585992800067502
"Csrp2",21,2.49532271289831e-228,3.00010279912208e-226,0.0548101245523241,0.0548101245523241,0.46376503857185,0.559664841786816,0.410678169785751
"Esd",21,4.0413861823655e-175,4.00804940233582e-173,0.832975883410934,0.75567999769596,0.40822887785538,0.323980490827092,0.832975883410934
"Atp6v1g1",22,0,0,0.128924927487382,0.546990462781414,0.157115188919711,0.128924927487382,0.393772537533809
"Cenpa",22,0,0,0.924143399754393,0.72143244500169,0.749268354448664,0.924143399754393,0.55324240522891
"Itgb1",22,7.59000793853591e-226,9.02456137266446e-224,0.0514581396254561,0.0514581396254561,0.447988676559083,0.415554664324708,0.458237525758301
"Ctsb",22,5.424811807193e-168,5.23530829159634e-166,0.807979855868033,0.670847811309627,0.286781060106761,0.229878134637107,0.807979855868033
"Selenow",23,6.14848047884261e-167,5.8809532615633e-165,0.820481316518716,0.633696972315197,0.428548044103282,0.365958577275627,0.820481316518716
"Col4a2",23,4.54856276598225e-224,5.3785505102584e-222,0.0600567238847417,0.0600567238847417,0.627546752045893,0.628344534831605,0.563651524725604
"Mt2",23,0,0,0.138232335413036,0.653933738569394,0.174649463036698,0.138232335413036,0.718594699930362
"Cks2",23,0,0,0.925997105549032,0.737181079514568,0.612805640531742,0.925997105549032,0.612221329072193
"Tk1",24,0,0,0.930957724259804,0.735206609190042,0.73979027714002,0.930957724259804,0.59080940073925
"Hbegf",24,1.26956281205217e-208,1.40836398341104e-206,0.0701391882122191,0.0701391882122191,0.501897141422041,0.465225435347815,0.468485581989036
"S100a16",25,1.20916925356494e-138,9.93226393357696e-137,0.780938433096558,0.411937903513759,0.557472091816683,0.43672984504283,0.780938433096558
"Errfi1",25,4.18346040684428e-206,4.59348221508664e-204,0.931095142109172,0.931095142109172,0.773230212197012,0.66104954414389,0.583780615765319
"Sat1",26,0,0,0.163057934532361,0.314215204501517,0.187170040203812,0.163057934532361,0.52729842892384
"Vat1",26,1.59695168322743e-127,1.23182785572533e-125,0.78675984179451,0.379504782027705,0.345391623153501,0.284808746450041,0.78675984179451
"Rrm2",26,0,0,0.927577106027687,0.883721272733164,0.7949564216021,0.927577106027687,0.436929203208572
"Sox11",26,8.1396189356442e-266,1.12290217380771e-263,0.793763812888823,0.93694638820515,0.711966036200438,0.793763812888823,0.483192162263805
"Plk1",27,0,0,0.928144246277321,0.731084047372888,0.701681456833145,0.928144246277321,0.608885803979453
"Txnrd1",27,5.71650128103293e-121,4.31666049365308e-119,0.796790459767541,0.767720568430141,0.534857563835812,0.535359630937584,0.796790459767541
"Pck2",27,7.76204792280374e-298,1.1931930953333e-295,0.185124161333377,0.475618907917943,0.185124161333377,0.244478004660016,0.582260000778254
"Ppp1r14b",27,2.03612802312299e-204,2.2243406693213e-202,0.942210006012103,0.942210006012103,0.735386775026157,0.670899783171816,0.393007472777203
"Pgd",28,4.04726932983209e-116,2.95258587279038e-114,0.792720863344684,0.752018243804703,0.50027002799613,0.439208860524244,0.792720863344684
"Prc1",28,0,0,0.922608426089982,0.603486234508688,0.537184274734361,0.922608426089982,0.556140660931401
"Jund",28,0,0,0.139604030023773,0.245896174868753,0.191648194975327,0.139604030023773,0.449870326124342
"Cspg4",28,2.98936915797504e-202,3.23287505772767e-200,0.0598363019116656,0.0598363019116656,0.474067877044408,0.493668909977519,0.452847945508998
"Tuba4a",29,4.22004557612352e-201,4.51838810167921e-199,0.930043269471508,0.930043269471508,0.700066123005448,0.750033617198305,0.636096665078823
"Ghitm",29,1.350506905627e-292,2.04677881098593e-290,0.170727172542219,0.671117161396994,0.167255093271121,0.170727172542219,0.676827069613116
"Ctsl",29,7.02472598153621e-116,5.10740296785955e-114,0.791475571397147,0.849777107075333,0.371071846172018,0.256942763061752,0.791475571397147
"Ccnb1",29,0,0,0.918629473483002,0.684066911405422,0.61113954813869,0.918629473483002,0.519016147860066
"Ampd3",30,3.25550254131291e-289,4.79874453367075e-287,0.187760461622797,0.592563646640177,0.187760461622797,0.189168875897662,0.65848408872119
"Lgals3",30,0,0,0.122064164668847,0.911694081138196,0.190381269338052,0.122064164668847,0.722424268217569
"mt-Nd1",30,7.31925288515965e-121,5.50760983711613e-119,0.896208742063091,0.896208742063091,0.667095901247304,0.63896251946653,0.821100700776186
"Slpi",31,6.00621112274955e-115,4.32306587199651e-113,0.812579986826654,0.808713328051061,0.496375189026878,0.441712765435893,0.812579986826654
"Pmepa1",31,1.34741991499524e-185,1.40086106234842e-183,0.0820594841504001,0.0820594841504001,0.392976584197248,0.325471770759533,0.32797360704631
"Stbd1",31,5.89389496603217e-260,7.87841699155103e-258,0.20243899129131,0.621903987657679,0.20243899129131,0.256394301647285,0.484231837894808
"Rrm1",31,0,0,0.912307370003384,0.638871897687549,0.64217079561241,0.912307370003384,0.500597620491076
"Gclm",32,9.32991397835592e-101,6.29432848677742e-99,0.770307203538902,0.772690781190527,0.256479376005707,0.249808436077121,0.770307203538902
"Gars",32,2.83064721908707e-252,3.73732262588807e-250,0.179299768846134,0.405669541152471,0.179299768846134,0.211681044037416,0.448018981650581
"Spc24",32,0,0,0.909714791595484,0.749416708149198,0.650296927414844,0.909714791595484,0.334342756189584
"Oaf",32,2.14879491198047e-181,2.20210549051109e-179,0.091012183591376,0.091012183591376,0.490507536729632,0.44581974099121,0.681709132503678
"Trp53i11",33,2.60241064226678e-249,3.39433208680135e-247,0.810426135483376,0.861570255372029,0.810426135483376,0.81018846866267,0.428298132150387
"Bgn",33,6.0800999892252e-177,6.14318459474722e-175,0.0806932606513559,0.0806932606513559,0.513714874082647,0.51622116468544,0.424750125469253
"Slc48a1",33,1.0893553628421e-83,6.64136452230168e-82,0.758269504821329,0.625576869013056,0.422846835053475,0.385707720676166,0.758269504821329
"Neat1",33,0,0,0.0971093193021562,0.451295253187446,0.228113695808315,0.0971093193021562,0.574618326492845
"Klf4",34,5.10205915601301e-243,6.42113538576325e-241,0.189748767524955,0.317180837328584,0.189748767524955,0.208153943588287,0.5236321458578
"Akr1b3",34,2.54587905644723e-175,2.5365677395278e-173,0.92127662777618,0.92127662777618,0.383609109889877,0.326023917754407,0.688897015167807
"Cdca3",34,0,0,0.901690247951107,0.630130947343203,0.675942699840811,0.901690247951107,0.560895616589437
"Calm1",34,3.78536459271124e-83,2.29478398309125e-81,0.804867694246885,0.502895758897962,0.562023195645119,0.429314802297782,0.804867694246885
"Psap",35,6.21532485117299e-76,3.57647075192762e-74,0.766527914109923,0.477166279987288,0.352133542960675,0.302529220928212,0.766527914109923
"Cpe",35,4.44689743698945e-174,4.36993971422158e-172,0.0831614303766025,0.0831614303766025,0.463022953005781,0.441612784265288,0.42894531933456
"Prdx6",36,1.65261280579202e-75,9.45901068974743e-74,0.788042992440396,0.826438887476137,0.496800433978453,0.462292027010568,0.788042992440396
"Dmpk",36,1.05267131692578e-168,1.02047474826848e-166,0.912264527313506,0.912264527313506,0.6273674225878,0.596311242152576,0.528900828954515
"Pbk",36,0,0,0.902560264493561,0.670783337473405,0.640924953854261,0.902560264493561,0.585836237685169
"Ifrd1",36,1.25842560435504e-218,1.45605255007119e-216,0.202818122537642,0.373206146418446,0.202818122537642,0.271799808180439,0.291355927655189
"Cebpg",37,1.01881666553108e-212,1.15399755046814e-210,0.205207415281829,0.384182735215773,0.205207415281829,0.275106009054985,0.414270273731778
"Selenom",37,7.62620053460881e-168,7.32694025470163e-166,0.0930601279069273,0.0930601279069273,0.530283177464059,0.514674303063803,0.568694052663415
"Nrn1",37,6.37014965925826e-74,3.56083093030901e-72,0.23810426427958,0.495738672159707,0.589134355913119,0.562815762101337,0.23810426427958
"Met",38,2.1048851748338e-163,1.9695319064173e-161,0.911810428593917,0.911810428593917,0.679293988252202,0.660326668517926,0.609600817770674
"Idi1",38,5.08511057204222e-70,2.74277354939652e-68,0.253460510073177,0.411076179601198,0.648140198011406,0.678180717840025,0.253460510073177
"Bub1b",39,0,0,0.899473990827704,0.749877516075095,0.651038736327803,0.899473990827704,0.577568855115929
"Serpine1",39,6.01473177189087e-160,5.53175395140427e-158,0.100456782402112,0.100456782402112,0.537490456923771,0.521954030116305,0.408212055884566
"Aars",39,5.09308506340616e-209,5.67918568132468e-207,0.203783074024917,0.408265022158381,0.203783074024917,0.226543437168523,0.38893719267582
"Gbe1",39,4.58490322628229e-63,2.32716279086843e-61,0.763523631262773,0.755739071439302,0.455253325137412,0.405776254906409,0.763523631262773
"Ehd4",40,8.69406668243917e-202,9.35525045363875e-200,0.795242568282065,0.900302503384876,0.795242568282065,0.753036753580181,0.585250410648658
"Cavin3",40,1.35329403683599e-62,6.85276258041123e-61,0.747624972019032,0.287237322300125,0.457356689611984,0.530987544526124,0.747624972019032
"Asb5",40,9.6488685293482e-159,8.83631062213226e-157,0.912331946654937,0.912331946654937,0.516713822917315,0.428436003095637,0.446369664181096
"Atad2",40,0,0,0.886006472255594,0.716975568343412,0.585740317315875,0.886006472255594,0.591536578310903
"Nasp",41,0,0,0.892260133722894,0.822621676365561,0.695907997639537,0.892260133722894,0.453942429368459
"Igfbp3",41,9.2137387906321e-61,4.57941968852639e-59,0.755020436575456,0.749333252168301,0.577741751718569,0.595143054313567,0.755020436575456
"Ctsd",42,3.73047178923436e-58,1.82878094250828e-56,0.760345152824655,0.516494829165607,0.521686677131726,0.355623394282796,0.760345152824655
"Cnn2",42,1.4011297157444e-154,1.24602118233616e-152,0.107886164732942,0.107886164732942,0.502223155271238,0.458414216139938,0.429677425088917
"Nnmt",42,4.11059241259692e-215,4.7055350697606e-213,0.20460352204101,0.358568131008217,0.211583366706435,0.20460352204101,0.657841174527802
"Racgap1",42,0,0,0.892837483814421,0.604143409448461,0.604624338274882,0.892837483814421,0.572017015163249
"Snrpa1",43,5.58329290094011e-293,8.52184727100195e-291,0.825680578493719,0.691343127465429,0.7997234604633,0.825680578493719,0.524177123102415
"Mt1",43,4.30077583634869e-92,2.74649842059525e-90,0.240358498131317,0.709592004982486,0.340003381574647,0.240358498131317,0.747531137141411
"Fermt2",43,1.58877932913886e-153,1.40131639108186e-151,0.105064534382719,0.105064534382719,0.514149321390306,0.487669271258498,0.416435996380834
"Hist1h1b",43,0,0,0.893715483167202,0.698423794707451,0.660206234118655,0.893715483167202,0.464595593612141
"Thbs1",44,8.67529185160472e-155,7.7792064974327e-153,0.783017500318588,0.251992716092899,0.783017500318588,0.712746145408286,0.294239227889936
"Serpinh1",44,1.87317325736946e-153,1.64541068048357e-151,0.089333409261912,0.089333409261912,0.462509193619669,0.397865038938706,0.363750817636787
"Ccnd3",44,1.2321228512915e-176,1.23332632012301e-174,0.77903494775275,0.684854997687778,0.77903494775275,0.755373395874653,0.467580106755262
"Lmnb1",44,0,0,0.885759930451373,0.663085095972742,0.678371597661809,0.885759930451373,0.46984539008959
"Pak1",45,5.0964931196166e-175,5.03126735904901e-173,0.786347195226703,0.893638952408163,0.786347195226703,0.732563040755023,0.603515224295838
"Arl6ip1",45,0,0,0.881924166564019,0.68260986816246,0.690186534669935,0.881924166564019,0.606923219312278
"Hmgb1",46,0,0,0.898370026187696,0.814426135402256,0.724500897404446,0.898370026187696,0.375896395128357
"Ccnd1",46,6.0112575084743e-172,5.88037603817601e-170,0.804889928172699,0.830092623047662,0.804889928172699,0.691460961877517,0.771261077514958
"Cthrc1",46,3.77657124110229e-43,1.6757853542219e-41,0.234513698610235,0.282237163570123,0.549678831948437,0.545709399418833,0.234513698610235
"Tyms",47,0,0,0.884841091731022,0.621528272104462,0.664563840937625,0.884841091731022,0.476562018843434
"Shmt2",47,3.29640220250589e-169,3.21003944796973e-167,0.206521255462297,0.616395238361736,0.206521255462297,0.333519070902506,0.523774749803571
"Metrnl",47,8.75941172337838e-153,7.63203642505362e-151,0.0964176765658551,0.0964176765658551,0.454612072349622,0.435685727955297,0.487546254413074
"Prkar2b",47,3.62100124788283e-51,1.70147528069185e-49,0.804337780064363,0.804337780064363,0.652781607239249,0.565442608565358,0.737080797526952
"Pkia",48,6.10883483396191e-41,2.65592392851907e-39,0.261014901400168,0.593972416325561,0.605420371197418,0.610197552442124,0.261014901400168
"Six1",48,4.53002890963041e-151,3.91529125157251e-149,0.903615214908969,0.903615214908969,0.603195614250279,0.62721012886577,0.508507752544153
"Incenp",48,0,0,0.887899417719072,0.710196488106868,0.599585160117501,0.887899417719072,0.591274672462437
"Mcm3",49,0,0,0.877145113659065,0.7312733779021,0.63862305437148,0.877145113659065,0.480492087873885
"Tmsb4x",49,1.50122703510605e-40,6.5136909319591e-39,0.759817894248492,0.255170261655773,0.461477044548023,0.395866560409031,0.759817894248492
"Lonp1",49,6.33247792999001e-158,5.77462955641154e-156,0.212152165500763,0.69029076391023,0.212152165500763,0.268288281268943,0.609442688625054
"Npnt",50,1.44919737228201e-157,1.31595682062787e-155,0.770335750873816,0.80747719769871,0.770335750873816,0.743709380787047,0.451883389055982
"Rcn3",50,2.18594772224035e-148,1.88175123721343e-146,0.0895284671623625,0.0895284671623625,0.504878049561793,0.503989883881633,0.442609375317804
"Fdps",51,1.19924474417373e-38,5.12082264669897e-37,0.268348635483064,0.329242844795112,0.565463508115197,0.605478158889794,0.268348635483064
"Pdgfa",51,1.01197548415422e-147,8.67678262728427e-146,0.106695526072139,0.106695526072139,0.429194305768433,0.446774933649358,0.576685086675339
"H2afz",52,0,0,0.89464178714829,0.793981874670063,0.579437445994401,0.89464178714829,0.432244267626187
"Ddit3",52,5.57691439266478e-154,4.93912652858186e-152,0.192556592742626,0.377827316811667,0.192556592742626,0.226771143304368,0.471665940543099
"Tacc3",53,0,0,0.884729583319571,0.649797921978803,0.663256567628348,0.884729583319571,0.521323876236183
"Gnpnat1",53,1.88567173153461e-151,1.63635247315957e-149,0.22613428648775,0.366384029078027,0.22613428648775,0.262947969359684,0.506007198337248
"Cltb",53,7.18824941892652e-141,6.06660061743992e-139,0.104538925342243,0.104538925342243,0.493629203059655,0.505640474987565,0.545072788688812
"Prrx1",54,2.70858091642278e-32,1.09364671486557e-30,0.717420425089657,0.502394041177508,0.590945822235175,0.583031954797658,0.717420425089657
"Slc44a2",54,3.70257695899158e-140,3.08849452459138e-138,0.890563354053326,0.890563354053326,0.654386821387394,0.632309058783376,0.579853794207864
"Ugcg",55,9.64136297761583e-140,8.01126535294465e-138,0.894917792586032,0.894917792586032,0.654241520261841,0.595395775346215,0.538672275793182
"Prdx1",55,8.90308989289478e-31,3.54165245073917e-29,0.77674993358348,0.564018264750517,0.466644837280212,0.355641806501508,0.77674993358348
"Aldh1l2",55,5.61635716868199e-144,4.75864656012614e-142,0.225584693243537,0.535915854116327,0.225584693243537,0.276799227427067,0.66190085761204
"Tipin",55,0,0,0.878290466582874,0.710234125117861,0.637016646246755,0.878290466582874,0.544372331552863
"Prrc2c",56,6.6875670762312e-139,5.51429620871928e-137,0.902520796084965,0.902520796084965,0.696571295311994,0.664428358794107,0.575933125757138
"Kif23",56,0,0,0.888914599079583,0.691231525545876,0.672903228605862,0.888914599079583,0.529357412263108
"Purb",56,5.67234286606274e-139,4.69517272386668e-137,0.793624628090856,0.894120706148873,0.793624628090856,0.726344619709738,0.272962724878247
"Emp2",56,2.86190186619118e-72,1.57521713714325e-70,0.252747806053473,0.446775866363083,0.252747806053473,0.269177870595853,0.73038929395892
"Csrp1",57,7.16897536818623e-137,5.8220195810845e-135,0.11919837748482,0.11919837748482,0.437303022985622,0.503949028830743,0.43609332075137
"Srxn1",57,4.36081059621891e-79,2.57826936377001e-77,0.269838326604718,0.603307049608526,0.279652539419282,0.269838326604718,0.710783444884031
"Aurka",57,0,0,0.887325376808252,0.6997839635569,0.673223520103886,0.887325376808252,0.544912152721932
"Herpud1",57,1.06850688304855e-132,8.58034948883899e-131,0.227342372376717,0.260557427042291,0.227342372376717,0.248582549300598,0.382765455706776
"Knstrn",58,0,0,0.870157723707752,0.69274846072807,0.630286709887454,0.870157723707752,0.566906033913076
"Sfpq",58,9.52021169978942e-317,1.55215511322893e-314,0.833819594697193,0.717032678416614,0.787524077556991,0.833819594697193,0.498989722545593
"Plk2",58,6.5188099696703e-27,2.45264526848382e-25,0.696354836903075,0.615936066827622,0.404706676064718,0.356076422689713,0.696354836903075
"Cyba",59,1.42422146007592e-132,1.13521000156645e-130,0.11869355061998,0.11869355061998,0.512197839473169,0.501555816797859,0.631095385745382
"Id2",59,2.12993421666021e-129,1.67293117798339e-127,0.767271162448609,0.85276483119146,0.767271162448609,0.700206075699689,0.568337998584671
"mt-Nd2",59,4.03487117048853e-25,1.48944189468411e-23,0.77979868402139,0.76381122846222,0.50371746064362,0.445830687949184,0.77979868402139
"Wincr1",60,6.80678739624731e-23,2.46614261876496e-21,0.714454997972039,0.716456504870066,0.599457491987544,0.563058288975413,0.714454997972039
"Cars",60,3.46225779024697e-129,2.70949999650561e-127,0.228217440724596,0.419277611574919,0.228217440724596,0.257456454553829,0.389059143832801
"Gmnn",60,0,0,0.868893036395373,0.673301908065546,0.599825746398442,0.868893036395373,0.536718550460232
"Tuba1a",60,1.15041021188159e-130,9.06885647249211e-129,0.112325859277507,0.112325859277507,0.475076729012047,0.50972742294212,0.266450572976729
"Plagl1",61,7.201545138012e-23,2.60478072126313e-21,0.296174436929488,0.594656264451385,0.454440663906892,0.501281672348891,0.296174436929488
"Eea1",61,2.56369880890801e-115,1.85145510290294e-113,0.238049007904474,0.279423878817988,0.238049007904474,0.295830890264023,0.523623799282468
"Igfbp2",62,2.61025610856095e-21,9.16400027933771e-20,0.25385584718053,0.556494953531383,0.531288884322657,0.52264658988301,0.25385584718053
"Fbln2",62,7.95388918898991e-128,6.17962632621849e-126,0.12874983267894,0.12874983267894,0.382427946716727,0.436610306771089,0.656899635251809
"Lars",62,1.21832487499251e-112,8.56848680872991e-111,0.218349209727286,0.552254407866724,0.218349209727286,0.249086846483469,0.499920209018757
"Knl1",63,0,0,0.883817645260408,0.690792481630684,0.584392827380807,0.883817645260408,0.539672070176866
"Fstl1",63,8.48624505381959e-128,6.5695136619875e-126,0.125749181067733,0.125749181067733,0.411078739785094,0.42809606711558,0.427164080396265
"Hmgb3",64,0,0,0.865020683320409,0.766615185781195,0.693736824031615,0.865020683320409,0.429726108697251
