"","Top","p.value","FDR","summary.AUC","AUC.2","AUC.3","AUC.4","AUC.5"
"Chchd10",19,5.15762287081268e-243,3.9641857786698e-240,0.0528856253501802,0.0585013780768497,0.109790924767542,0.0528856253501802,0.29039389654217
"Csrp2",19,6.23570692437786e-244,4.97032032294577e-241,0.951741475624924,0.936122970321083,0.945189875447676,0.951741475624924,0.916507935857559
"Gstm1",21,8.41231054074834e-239,6.2428046602564e-236,0.0510811137751668,0.0932249092626452,0.117814153676171,0.0510811137751668,0.398404428858465
"Itgb1",22,7.59000793853591e-226,4.80425178956556e-223,0.948541860374544,0.935266515455195,0.948541860374544,0.921407098882835,0.936912121946235
"Oaf",22,2.97646802948662e-220,1.77934912396058e-217,0.949016551880262,0.905676870299512,0.908987816408624,0.887591716531943,0.949016551880262
"Gsta4",23,1.3000141392577e-233,9.02503364224653e-231,0.0633292061305175,0.0853535877120782,0.119209341309761,0.0633292061305175,0.660980185580601
"Sqstm1",24,9.41905735628353e-227,6.1426525261995e-224,0.057973476682902,0.0619451303413567,0.440886492338577,0.057973476682902,0.570853182153655
"Sox11",24,1.85689192563309e-205,1.02467105465509e-202,0.0630536117948501,0.165419878863275,0.0630536117948501,0.286629159970889,0.0611129407052718
"Hbegf",24,2.31764317526662e-216,1.34805402094362e-213,0.931304413615734,0.931304413615734,0.929860811787781,0.9121134201578,0.918962010625532
"Errfi1",25,4.18346040684428e-206,2.36926977409728e-203,0.0689048578908285,0.225824620871791,0.0689048578908285,0.175199900518527,0.112643133020942
"Cyba",26,5.65916955503172e-193,2.83234855799622e-190,0.938198187216481,0.887253731593354,0.88130644938002,0.871120314212569,0.938198187216481
"Ctsl",26,3.35592869004322e-223,2.06351260966919e-220,0.0584473389693009,0.0959345947553495,0.150222892924667,0.0584473389693009,0.395364684780844
"Cth",28,3.25108323362587e-198,1.66587053025865e-195,0.0790924222527997,0.0790924222527997,0.471247941828236,0.10837798673524,0.578263294590895
"Cspg4",28,2.98936915797504e-202,1.60835534121952e-199,0.940163698088334,0.929120931479422,0.940163698088334,0.935563047370156,0.91885752742556
"Dynap",28,2.9807423139872e-188,1.45792171225727e-185,0.0677604282172247,0.430412878526086,0.245923011693983,0.439714453208602,0.0677604282172247
"Tuba4a",29,4.22004557612352e-201,2.21511221570138e-198,0.0699567305284924,0.163707230924212,0.0699567305284924,0.229843511244818,0.133078049462552
"Asb5",29,4.26032291773551e-186,1.99318281549096e-183,0.0668121407429677,0.098840624784021,0.087668053345063,0.0792989714326319,0.0668121407429677
"Gclm",30,5.17517557738921e-186,2.36967986385096e-183,0.0815580298720755,0.0839688351480804,0.227309218809473,0.0815580298720755,0.455021006757092
"Selenom",30,1.61275428416833e-183,6.94161698991743e-181,0.915634679785623,0.915634679785623,0.906939872093073,0.901370379842708,0.92651501920391
"Pmepa1",31,1.34741991499524e-185,6.04121333137755e-183,0.9179405158496,0.874220904881282,0.9179405158496,0.830347150298515,0.849162879577478
"Slc7a11",31,7.99629221833521e-188,3.82418232957319e-185,0.0847899479974952,0.0847899479974952,0.456543488911646,0.101778879869072,0.612933534856159
"Tmsb10",31,5.75067178299417e-179,2.38000398926578e-176,0.0671640032840504,0.273384110648262,0.154779425842488,0.235543957529758,0.0671640032840504
"Bgn",32,1.59817043317318e-183,6.94161698991743e-181,0.922379245492453,0.922379245492453,0.919306739348644,0.921674976997729,0.902148666277074
"Fth1",33,4.12938756906099e-180,1.74252058576001e-177,0.076603694631356,0.120501877577349,0.189952685368006,0.076603694631356,0.530916015481952
"Pdgfa",34,5.34648606572255e-172,2.05467368965028e-169,0.915094083536367,0.865200313313521,0.893304473927861,0.868102032800124,0.915094083536367
"Ckap4",35,5.18142469772307e-176,2.10395171546603e-173,0.911730636430465,0.871262254516971,0.847320228453384,0.911730636430465,0.856023943042315
"Cpe",35,4.44689743698945e-174,1.77225332854536e-171,0.916838569623397,0.904020900483165,0.916838569623397,0.880372401335556,0.883839265913329
"Arhgap22",35,4.75315950156711e-166,1.6769302562824e-163,0.0843571235775048,0.18154709546219,0.117907100729405,0.149665758606853,0.0843571235775048
"Serpine1",36,1.76923167935018e-172,6.92284272205353e-170,0.909184892675459,0.909184892675459,0.899543217597888,0.90269341575332,0.87434025773547
"Dmpk",36,1.05267131692578e-168,3.83975244263719e-166,0.0877354726864938,0.151668823838635,0.0877354726864938,0.157658536612876,0.103999452999718
"Ghitm",37,2.55149228222736e-171,9.63345007119575e-169,0.0822167874054667,0.0822167874054667,0.328882838603006,0.0887836895501312,0.495000683750353
"mt-Co2",37,4.77944973414673e-170,1.77342306428573e-167,0.0784486699005664,0.101196104733841,0.167379969844572,0.0784486699005664,0.413205703348635
"Met",38,2.1048851748338e-163,7.07800528868707e-161,0.0881895714060827,0.201000126707674,0.0881895714060827,0.211883552537525,0.15180794348893
"Mt2",38,4.29948551466213e-168,1.5421537960174e-165,0.0987792089361883,0.119904073913508,0.346066261430606,0.0987792089361883,0.541608641784983
"Cltb",38,4.96874062323108e-157,1.59600398436647e-154,0.916391416602688,0.894168724357404,0.895461074657757,0.889430347319485,0.916391416602688
"Ttn",39,1.14044516073611e-154,3.45683384566223e-152,0.0831909066836981,0.319909911891044,0.134569005495985,0.316590199213905,0.0831909066836981
"Park7",39,2.05588567627448e-165,7.13624445791965e-163,0.0833186940293352,0.0919989339800661,0.117325854368332,0.0833186940293352,0.164935694175625
"Psph",39,1.02093161061292e-161,3.38022602953849e-159,0.0948883401713591,0.0948883401713591,0.428185637520238,0.121028883182302,0.504177791481239
"Ehd4",41,5.85040578444853e-155,1.82473308532051e-152,0.0996974966151236,0.300993293917822,0.0996974966151236,0.282463655284291,0.139265349939333
"Rhoc",41,3.92148216448459e-153,1.12525623549166e-150,0.914758354430574,0.750043981176057,0.870529500380134,0.735869217956631,0.914758354430574
"Ftl1",41,4.02647124383169e-164,1.37545535934132e-161,0.0836658076708449,0.120421376317603,0.148826068899294,0.0836658076708449,0.281829859352296
"Fermt2",41,7.99652734080656e-161,2.60747371062882e-158,0.89909697221018,0.89909697221018,0.894935465617281,0.880570208175133,0.860681384115583
"Cnn2",42,1.4011297157444e-154,4.18801564062984e-152,0.892113835267057,0.88884451502376,0.892113835267057,0.861131421285144,0.864217167306797
"Hsp90aa1",42,1.34081284846825e-151,3.74748484569934e-149,0.0815248093821817,0.245499259650203,0.166493372776921,0.293242224696727,0.0815248093821817
"Fxyd5",43,1.70198353357021e-148,4.57854845324554e-146,0.911766498486274,0.883722802354878,0.883309392921558,0.867169957948775,0.911766498486274
"Rcn3",43,6.72723394081365e-155,2.06824002343219e-152,0.91288258387315,0.91288258387315,0.910471532837637,0.910986358236505,0.885270788187457
"Rapsn",44,5.22436177695086e-155,1.65343367355526e-152,0.0906553116423494,0.0915596458049288,0.118241742848886,0.0906553116423494,0.107069671343997
"Serpinh1",44,1.87317325736946e-153,5.52226872217111e-151,0.910666590738088,0.894120947186985,0.910666590738088,0.855747212164261,0.839034155250767
"Rrm2",44,6.62516726897662e-148,1.76024968883513e-145,0.0909833559286789,0.342668207055,0.116278727266836,0.565925790994727,0.0909833559286789
"G0s2",45,5.12488004285017e-143,1.29755933414328e-140,0.104984104724945,0.164748380550267,0.138764386747452,0.156465351093746,0.104984104724945
"Ptgr1",46,3.09934210470886e-153,9.01364073451898e-151,0.111782249927426,0.129678497603026,0.111782249927426,0.133699236039814,0.299517994414246
"Gabarap",46,1.17787947051564e-142,2.91369472241004e-140,0.90666244295038,0.660401967005741,0.824712166867452,0.534641151887173,0.90666244295038
"Fbln2",47,3.31826081956482e-140,7.84750451624766e-138,0.911825910501945,0.833204269525024,0.87125016732106,0.847075574619705,0.911825910501945
"Metrnl",47,8.75941172337838e-153,2.48041183814247e-150,0.903582323434145,0.884969459261912,0.903582323434145,0.864298727522559,0.895780056717988
"Lonp1",47,2.17112082389631e-149,5.91451787988246e-147,0.102144972427991,0.102144972427991,0.30970923608977,0.14227641130175,0.406753865750356
"Ttll7",48,2.87167028274448e-138,6.43762668280656e-136,0.0994211425852524,0.168980390678504,0.117351545719314,0.182359718575712,0.0994211425852524
"Actn4",48,1.95437113564981e-147,5.12927087930739e-145,0.904907854200307,0.904907854200307,0.796029328068079,0.887244179924988,0.834950347432248
"Six1",48,4.53002890963041e-151,1.24988143800203e-148,0.0963847850910309,0.149959971893934,0.0963847850910309,0.200629006011467,0.101592754192516
"Rps20",49,2.41258123825475e-147,6.25556154560002e-145,0.0901084173225216,0.115413019894152,0.288577690809009,0.0901084173225216,0.328037042367425
"Sh3bgrl3",50,3.43800740011029e-137,7.62776878946108e-135,0.890783045244811,0.783864196600046,0.793282644461485,0.728604786446157,0.890783045244811
"mt-Co3",50,9.1216002892718e-144,2.33697571220738e-141,0.0923302548028431,0.130414266027474,0.19578773118534,0.0923302548028431,0.412458187513541
"Mif",51,6.5882648744109e-142,1.611205095025e-139,0.0939160420292495,0.0939160420292495,0.141708091924636,0.0955710160391317,0.182183360845535
"Atp6v1g1",52,3.23669215866607e-139,7.41030339858016e-137,0.10558979852464,0.12964079945212,0.453009537218586,0.10558979852464,0.347608948064167
"Gadd45a",52,7.68080481546816e-143,1.92207674922895e-140,0.108544233544234,0.108544233544234,0.386822726078161,0.132807060928736,0.471120382572407
"Pak1",52,7.1502212429718e-142,1.72898776820217e-139,0.106361047591837,0.322756907662568,0.106361047591837,0.288918671922341,0.159576576710387
"Col5a2",54,4.13511416403115e-141,9.88797688045722e-139,0.882668693989449,0.882668693989449,0.866174734569071,0.862213507880833,0.83837703787055
"Cdh15",54,6.72435519241254e-130,1.37823664853251e-127,0.0970851235897969,0.411752948309552,0.179240046565165,0.375205032499255,0.0970851235897969
"Slc44a2",54,3.70257695899158e-140,8.66121290591915e-138,0.109436645946674,0.208339223669412,0.109436645946674,0.206587743194557,0.153827952021724
"Ugcg",55,9.64136297761583e-140,2.23109432947597e-137,0.105082207413968,0.196748874814913,0.105082207413968,0.165910451447938,0.12876862963625
"Slc38a1",55,7.56288205293145e-131,1.61149291743697e-128,0.111104042707816,0.111104042707816,0.132294420918585,0.165344382694623,0.105743400528664
"Prrc2c",56,6.6875670762312e-139,1.51498032681658e-136,0.0974792039150346,0.229605431256375,0.0974792039150346,0.212611476067628,0.137355202418274
"Cdkn2a",56,1.5078305351972e-128,3.0046315692573e-126,0.1146915671302,0.171902913648197,0.152175599238489,0.139072448059138,0.1146915671302
"Gdf15",56,3.6916173533998e-136,8.02497950126414e-134,0.116510585850208,0.116510585850208,0.45368503974632,0.133749286950755,0.483009187863354
"Csrp1",57,7.16897536818623e-137,1.57432162141563e-134,0.88080162251518,0.84923697895396,0.88080162251518,0.870531546313729,0.853335037160679
"Uqcrq",57,6.18937417484085e-132,1.33201521616751e-129,0.100187824855085,0.110307669269933,0.243120036210077,0.100187824855085,0.390266007056713
"Ctgf",58,4.71079265837279e-129,9.474856897275e-127,0.896872257721314,0.896872257721314,0.898304632657864,0.897052325619102,0.890134890884199
"Cyc1",58,5.74826727614932e-127,1.11449063108119e-124,0.0999174377851201,0.19793060712872,0.157556219057877,0.219933853844009,0.0999174377851201
"Trp53i11",59,3.54693503144572e-126,6.75518485059686e-124,0.102097244153166,0.42086765435822,0.138429744627971,0.434402994144184,0.102097244153166
"Hmgb1",60,4.32301998093435e-125,8.16102745699028e-123,0.0973788545465814,0.375891796882363,0.185573864597744,0.622059649970717,0.0973788545465814
"Tpt1",60,1.93702540822781e-126,3.72202891164918e-124,0.101290213792114,0.135104806095372,0.321619713677257,0.101290213792114,0.449124620288077
"Tuba1a",60,1.15041021188159e-130,2.42725276175523e-128,0.887674140722493,0.865553733478262,0.887674140722493,0.877677265522761,0.735728183882237
"Tmsb4x",61,1.69449484303368e-124,3.17106291451546e-122,0.884392924438672,0.713600602751546,0.744829738344227,0.663871758005114,0.884392924438672
"Snai2",62,1.17632400646569e-130,2.45783193622792e-128,0.119155739438758,0.119155739438758,0.217336229092231,0.160845158272259,0.299165619700615
"Prss23",63,3.04798205812149e-130,6.30727133392634e-128,0.875969418422249,0.875969418422249,0.826267229978174,0.85838454269963,0.805992879777225
"Fstl1",63,8.48624505381959e-128,1.6755273376445e-125,0.874250818932267,0.846274270802573,0.874250818932267,0.846136309355798,0.850363155945785
"Creg1",64,2.71278917915173e-122,4.94762168851894e-120,0.131315402794222,0.159763192782061,0.275587358284381,0.131315402794222,0.630373522318175
"Col5a1",64,8.75914697635997e-130,1.77835473658721e-127,0.891482338416301,0.891482338416301,0.885382210392201,0.884854002197728,0.802385392429168
"Myl6",64,2.51795371557039e-119,4.51574015939919e-117,0.896679943886376,0.768509922991055,0.86734540925013,0.70769520771692,0.896679943886376
"Ier3",65,4.42202796393657e-119,7.8649970092462e-117,0.88000334960847,0.767910155881854,0.86722709812427,0.771905591856957,0.88000334960847
"Cd9",66,2.77662400082465e-118,4.85818903428825e-116,0.874769970503983,0.806700898682031,0.759489681404338,0.693460305679947,0.874769970503983
"Fez1",67,2.12505743582691e-117,3.60105205326225e-115,0.898343480325148,0.844924467565977,0.883097152907394,0.847969864558005,0.898343480325148
"St3gal1",67,1.05911008942784e-123,1.96492312367039e-121,0.117103959642651,0.21026588715268,0.117103959642651,0.213124392163409,0.179037340964021
"Iqsec3",68,9.6519272425706e-123,1.77537714690048e-120,0.105495887256534,0.279213841713842,0.105495887256534,0.284853410046106,0.123836920163055
"Blvrb",68,8.54171733202712e-118,1.4824701508271e-115,0.1409666283084,0.178941210780833,0.195523617551676,0.1409666283084,0.759557523891569
"Cavin3",68,4.77283691687789e-117,8.02470494438491e-115,0.875851422840949,0.680632522613655,0.712762677699875,0.729366406223344,0.875851422840949
"Mmp14",68,1.80463908256192e-127,3.53069433598312e-125,0.883528290367913,0.883528290367913,0.866844018808033,0.865504038051099,0.80995709530558
"Thbs1",69,1.91642499717823e-117,3.2994705891419e-115,0.87212551599344,0.87212551599344,0.748007283907101,0.841382882701249,0.631103880372882
"mt-Nd1",69,7.31925288515965e-121,1.32367765833212e-118,0.103791257936909,0.258070938495467,0.103791257936909,0.234789387176646,0.393405368695092
"Ahsa2",70,9.68319512273439e-115,1.56685746042377e-112,0.116504401866971,0.317646975665844,0.194726367475339,0.303377040702529,0.116504401866971
"Birc5",71,9.51917369179436e-117,1.57586259247002e-114,0.863864905964912,0.439081227996322,0.287665075112019,0.863864905964912,0.34247416217534
"Col8a1",71,1.99436468032694e-114,3.20303897651604e-112,0.867498198866123,0.867498198866123,0.821172487803154,0.859471422903692,0.790818231498919
"Rgs16",72,2.31337452111094e-114,3.68786170880215e-112,0.871283067037784,0.871283067037784,0.820117178742747,0.862581346829127,0.840584757642511
"Cald1",72,2.65505704514474e-118,4.68356415316065e-116,0.863161973658674,0.816961078753531,0.863161973658674,0.777484506070823,0.806508381447676
"Sh3kbp1",73,7.98184921522998e-115,1.30134376485582e-112,0.871535226769537,0.867251328336234,0.871535226769537,0.856142261889488,0.858263929684855
"Anxa5",73,3.78197438617875e-110,5.69173921433239e-108,0.879452251945872,0.711460185516789,0.809804801369856,0.638017854217346,0.879452251945872
"Neat1",73,6.92388319919644e-115,1.13747244526649e-112,0.134650062359205,0.279439507033847,0.548704746812554,0.134650062359205,0.619402274148552
"Hexa",74,4.48795021495973e-108,6.61542305316081e-106,0.883151930352728,0.590850318444658,0.755969639041428,0.536422682339698,0.883151930352728
"Pclaf",74,7.67440388788713e-114,1.20555362095779e-111,0.873675025497767,0.557410095145944,0.254601451872245,0.873675025497767,0.242146986351114
"Smyd4",74,2.06885932487296e-117,3.53364456591997e-115,0.124038660737692,0.202555175432534,0.124038660737692,0.170724503149542,0.184177248578337
"Smc4",75,1.1461195352999e-112,1.7618313227992e-110,0.853622374759227,0.432590732119034,0.380881478434156,0.853622374759227,0.410535491765034
"Calr",75,4.63887954467947e-114,7.34068578537119e-112,0.876768147994563,0.876768147994563,0.693273742490189,0.807120848840891,0.727431756849155
"Rbm24",75,6.05058073911649e-117,1.00941510144594e-114,0.11339164124532,0.19502889667984,0.11339164124532,0.142591943523398,0.165242997704955
"Esd",76,3.20853099673218e-112,4.89721954472855e-110,0.115980085658962,0.171515460430555,0.24432000230404,0.115980085658962,0.507004983951073
"Reep5",76,2.41912240859251e-106,3.47079555702124e-104,0.878292181122652,0.730154803268011,0.828193917662656,0.712765012524007,0.878292181122652
"Stbd1",79,3.89253310390248e-111,5.89938062880881e-109,0.132267889343361,0.132267889343361,0.378096012342321,0.179652316765025,0.364200777785233
"H19",79,3.27617982531432e-105,4.63859644872302e-103,0.130510272388727,0.483555490630962,0.210936464470825,0.534381310115726,0.130510272388727
"Ctsb",79,6.5632831059557e-110,9.80891775856049e-108,0.128122295664689,0.162305723626478,0.329152188690373,0.128122295664689,0.643555051122503
"Gal",79,8.00974114648789e-114,1.24911332763455e-111,0.124974349558812,0.456132703774213,0.124974349558812,0.443309941464402,0.202812390683172
"Nid1",80,6.22540602085663e-103,8.64367503063571e-101,0.865855095118125,0.773663574371122,0.817455751148011,0.778500751045641,0.865855095118125
"Sdc4",81,4.51984060485558e-113,6.99794889619407e-111,0.12983721501828,0.274825279542261,0.12983721501828,0.271998926231725,0.197247379853283
"Eva1b",81,7.39415434117205e-109,1.09744548673353e-106,0.87789006067308,0.87789006067308,0.871835177383233,0.861979185024542,0.850449457020272
"Cox6a2",82,7.87340777629072e-107,1.1372054278762e-104,0.121791861178654,0.121791861178654,0.267289542834682,0.148832657669534,0.536999857103859
"Tspo",82,1.19166032914686e-101,1.61293848701698e-99,0.876921351295566,0.758314929305495,0.792365119589148,0.712086152985473,0.876921351295566
"Tuba1b",83,5.35917361104226e-108,7.84590308049258e-106,0.86102737178578,0.561812401435043,0.388307424342244,0.86102737178578,0.386526379191044
"Eif4ebp1",84,2.36984239469513e-105,3.3775747136579e-103,0.122625409182013,0.122625409182013,0.508829970057303,0.148878760902992,0.543612260796213
"Mt1",84,6.26390911358587e-108,9.10848567793781e-106,0.144872009246589,0.196149500394783,0.290407995017514,0.144872009246589,0.483717010325911
"Emp1",86,9.84585872817471e-99,1.307979788204e-96,0.852352434125647,0.821253170309774,0.813901344557672,0.811332033795503,0.852352434125647
"Anxa2",86,3.61099358989358e-103,5.04624630182459e-101,0.878240996654233,0.867506838025706,0.878240996654233,0.776462339579781,0.86284684965226
"Plpp3",87,3.62485599729823e-98,4.72791066168824e-96,0.864533946028281,0.842239390588447,0.84583651202437,0.810159291606194,0.864533946028281
"Tpm1",87,5.50671331626433e-104,7.74575014897542e-102,0.857159480980236,0.857159480980236,0.595819084451889,0.795870954934724,0.423067329691104
"Id2",87,2.5339541847467e-101,3.40832675062084e-99,0.14723516880854,0.344236607208305,0.14723516880854,0.300596888835376,0.19289288884268
"Pkig",88,5.6064525359259e-98,7.26846174853375e-96,0.13936778444911,0.39262846692092,0.196527707549297,0.393997810166905,0.13936778444911
"Npm1",89,2.17634547031429e-97,2.78792445634727e-95,0.116765097694353,0.306306769750166,0.227157198012897,0.356527019455565,0.116765097694353
"Ampd3",90,6.45255385339227e-103,8.90162894095222e-101,0.135249708362916,0.135249708362916,0.407436353359823,0.140136629117674,0.562654067904861
"Ifi27",90,1.00706972506534e-96,1.28243476645747e-94,0.874763056174573,0.677222672505691,0.772922985184436,0.66900162390533,0.874763056174573
"Ncl",91,1.08447792762169e-96,1.37288526354979e-94,0.119167955207438,0.291836962827529,0.197770547107956,0.403223391455365,0.119167955207438
"Rpl22l1",91,2.2642153042524e-102,3.10370557724938e-100,0.129680218385518,0.144011125143201,0.268969462638394,0.129680218385518,0.291935535914307
"Taldo1",92,1.02856585041298e-101,1.40099782700873e-99,0.139580147581103,0.197872489146074,0.240504754863602,0.139580147581103,0.691145356105891
"Jsrp1",92,7.90516413800342e-96,9.94894955637249e-94,0.122206931026235,0.245967214127591,0.130864705418388,0.211075688538398,0.122206931026235
"Atf4",92,2.25776480616805e-98,2.96276563375258e-96,0.146860607945514,0.146860607945514,0.668056617846554,0.22370994834464,0.375174842903875
"1190002N15Rik",93,3.20743980898252e-95,3.96708690397202e-93,0.133878611803032,0.293117129202035,0.133878611803032,0.305343830019775,0.163599435995589
"Vat1",93,8.8801048456457e-96,1.11109730455314e-93,0.863927789816678,0.467211116975268,0.620495217972295,0.397219819935151,0.863927789816678
"Hspa9",93,1.63759082030998e-95,2.03714404877982e-93,0.127759426108483,0.127759426108483,0.264422584432089,0.140101804962738,0.235811668007705
"Myf5",94,2.49357706758211e-93,3.01484674558624e-91,0.127068276483446,0.209070672514069,0.127068276483446,0.233353560480816,0.173065152957771
"Phf10",94,9.75321124064745e-94,1.18586926050831e-91,0.148372591768818,0.148372591768818,0.4919870803596,0.227139352169206,0.495901851350112
"Maoa",95,2.6610335797998e-99,3.55702507272495e-97,0.146562602128531,0.191798374581393,0.285924445173184,0.146562602128531,0.486085040105671
"Pax7",95,6.98844843089446e-93,8.35546659340446e-91,0.125146661613489,0.200831532199457,0.125146661613489,0.202460728363414,0.158571438083205
"Spc24",96,4.30208616239243e-91,5.05930034430863e-89,0.139454597696145,0.382124950521177,0.250583291850802,0.71828710837982,0.139454597696145
"Bin1",96,7.88542124688614e-93,9.37580942841087e-91,0.135195252631073,0.241387543274336,0.135195252631073,0.152500754993319,0.150855558634282
"mt-Nd3",96,1.63028888207061e-98,2.15248141294731e-96,0.12431870841016,0.138368706764933,0.140432688169509,0.12431870841016,0.341357113846226
"Vcam1",97,1.84236843592755e-92,2.17855006096683e-90,0.142095262220328,0.271472892935157,0.142095262220328,0.254273854334649,0.216827480310807
"Ahnak2",97,6.09314991179335e-98,7.85213648213792e-96,0.151528639413217,0.23586044458686,0.289831330553431,0.151528639413217,0.426352148333365
"Shmt2",98,2.51861789314599e-88,2.86789289303673e-86,0.146687432064791,0.146687432064791,0.383604761638264,0.247842100796049,0.404253183280434
"Sptbn1",98,5.27451868423701e-90,6.10284497868092e-88,0.865182612561441,0.846803484775183,0.833252986496822,0.823293496567917,0.865182612561441
"Cyb5a",99,1.03742527389017e-89,1.18757602762716e-87,0.846134147209659,0.460952045857706,0.458154025703788,0.371088450815745,0.846134147209659
"Prune2",100,1.40661381698934e-94,1.7298134831673e-92,0.138839958053107,0.16780088360277,0.29618363981315,0.138839958053107,0.269309545308576
"Atp5g3",101,1.92614129847286e-87,2.18170983602284e-85,0.125058195605867,0.284798011213106,0.151047634382948,0.264053802332457,0.125058195605867
"Tubb5",101,7.65891033886217e-94,9.36519371605971e-92,0.862928601459118,0.592117656976147,0.509813441518467,0.862928601459118,0.477714604139276
"Slc3a2",101,3.15414396403039e-83,3.4282996085807e-81,0.152139003554098,0.152139003554098,0.537770867840745,0.16424255771152,0.567198831017374
"Tgfb1",102,1.09122410126902e-84,1.20431968632876e-82,0.836192273416194,0.821291522942466,0.836192273416194,0.831862212520961,0.845442714268666
"Fam19a5",102,6.10571945355705e-85,6.7732571319589e-83,0.174532801964194,0.300042724571026,0.174532801964194,0.251391908783836,0.199680711633026
"Anxa1",102,4.13281733193897e-83,4.46946541711851e-81,0.831790457969703,0.831790457969703,0.683090312789744,0.777157130816727,0.816907276793923
"1110008P14Rik",103,5.30498856916128e-93,6.37813737412968e-91,0.150808188272635,0.231986305099513,0.230544856280619,0.150808188272635,0.404746917617558
"Msn",103,1.72570900451427e-83,1.8852275881295e-81,0.864227922930324,0.814470775555681,0.83974324358379,0.744392394630144,0.864227922930324
"Cdon",104,5.22868635450413e-84,5.74115097118791e-82,0.138205395314618,0.241077057114793,0.138205395314618,0.238443103675316,0.144118440926274
"Rars",105,1.4413376784141e-90,1.68581674875816e-88,0.146066463662052,0.173542914108952,0.369378462400462,0.146066463662052,0.446054914116346
