"","Top","p.value","FDR","summary.AUC","AUC.cap50","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h"
"Pgls",33,2.50500108080647e-127,8.07340973334918e-126,0.807802435400381,0.807802435400381,0.676391573172941,0.806419574472245,0.801033566698259
"Eprs",34,9.87895904522917e-140,3.39616658732663e-138,0.81937072277993,0.805352241294405,0.606020997716798,0.81937072277993,0.80620299398458
"Gm3776",34,8.28963880682274e-109,2.46616754502978e-107,0.816929734515,0.788719458569826,0.733812974199871,0.7878890563914,0.816929734515
"Chka",35,9.0116083588992e-123,2.84509349616671e-121,0.771195392377959,0.771195392377959,0.504285452396018,0.749501204831055,0.640643160669289
"Hgsnat",36,1.78150637621293e-152,6.2636144636394e-151,0.794237780967312,0.766186080128627,0.57653411873618,0.78681944152537,0.794237780967312
"Hmgcs1",36,0.0678671924413782,1,0.301790714357095,0.301790714357095,0.356489223469403,0.305637673681057,0.32123798122297
"Lpl",37,1,1,0.655809155064736,0.605711825877699,0.655809155064736,0.593523587945684,0.589923040325889
"Tyms",38,2.68540945229098e-113,8.30865684538826e-112,0.229642211456592,0.229642211456592,0.498046510227637,0.237139903543691,0.254961577664569
"Pgm2",39,1.14007167845386e-05,0.000212492877899773,0.701164238034587,0.701164238034587,0.64837184097474,0.676242239819684,0.700812454201831
"Shmt2",39,5.87551566510841e-109,1.78223975174956e-107,0.780228900138273,0.780228900138273,0.530741242304878,0.768052775161278,0.738985938852773
"Lypla1",40,1,1,0.490577792290374,0.490577792290374,0.479977979761379,0.481207847496528,0.483265339745848
"Gnpnat1",40,4.78186342032283e-101,1.3699153168962e-99,0.769997542158613,0.753097664893541,0.488975446036169,0.769997542158613,0.713072675553084
"Atp6v1h",41,0.00237470384945526,0.0417462142625828,0.689949907516735,0.631566445943655,0.530969132420877,0.689949907516735,0.679682232273062
"Rdh10",42,1,1,0.491560866868782,0.491560866868782,0.487173264763801,0.490450134098988,0.482442910262215
"Scd2",42,1.66725385536386e-89,4.52498546359277e-88,0.234708490934266,0.279588431041934,0.39996142695017,0.234708490934266,0.293291066722635
"mt-Atp8",42,8.13527143306398e-93,2.2882299830818e-91,0.790388831496238,0.790388831496238,0.598923045824783,0.530437083799125,0.527567841291516
"Gsta3",43,1,1,0.643103058317511,0.643103058317511,0.59640754537239,0.629524470534182,0.637844081595305
"B3gat2",44,1,1,0.501118997561502,0.501118997561502,0.500871804686505,0.503358793870199,0.501161064050059
"Hs6st1",45,1,1,0.462700505628193,0.462700505628193,0.527991024172265,0.46482504289003,0.45507938724269
"Rrm1",45,7.01547346099907e-85,1.871196111063e-83,0.239472443897326,0.264755268613519,0.519956889576782,0.239472443897326,0.266224395839182
"Cox5b",46,1,1,0.588981921208908,0.588981921208908,0.52793116202455,0.643640405236599,0.579229363229511
"Inpp4a",47,1,1,0.501366364129954,0.501366364129954,0.495198367620787,0.502078307385185,0.502142279269389
"Mgat4a",48,1,1,0.500196896044193,0.500196896044193,0.500016934509681,0.497879623028577,0.500791616113155
"Atp6v1f",48,1.53712895040992e-73,3.96323081047352e-72,0.771055182030386,0.73070668069551,0.527930651301242,0.771055182030386,0.752143623057351
"Lipt1",49,1,1,0.501346393397023,0.501346393397023,0.496178472528731,0.512273007525045,0.508774060367205
"Dut",49,1.04110538348666e-62,2.5977258520224e-61,0.240303476073199,0.257884593881752,0.484614971074245,0.269244758408855,0.240303476073199
"Chst10",50,1,1,0.499983768806702,0.499983768806702,0.499533978421671,0.499934573938083,0.499990437229852
"Tk1",50,1.86770379622698e-64,4.73661929961164e-63,0.2492985376542,0.265993321447432,0.609901527170211,0.2492985376542,0.268221014743667
"mt-Nd4",50,3.4492594419655e-59,8.33750680737594e-58,0.796410816382345,0.796410816382345,0.608584748081696,0.650030548454737,0.629410093335137
"Uxs1",51,1,1,0.560268462876291,0.560268462876291,0.531981332256693,0.54741937128138,0.547061516987855
"Gls",52,1,1,0.492764335591485,0.492764335591485,0.537162243892421,0.534106913307326,0.530995531873775
"Dctpp1",52,2.42269831443262e-60,5.9490703054401e-59,0.23729791760785,0.252950788507127,0.467487649904011,0.23729791760785,0.288492399910298
"Inpp1",53,1,1,0.48748906516177,0.48748906516177,0.491135644347341,0.483968415341678,0.496412054890551
"Hibch",54,1,1,0.533454001116451,0.533454001116451,0.530699094191893,0.512339236574914,0.542486543994868
"Pgap1",55,1,1,0.478951377922225,0.478951377922225,0.483700373150577,0.482628856873332,0.481312940840579
"Chac1",55,1.75599514986011e-52,4.05451417437851e-51,0.772973503690846,0.772973503690846,0.447491327111827,0.734499539503865,0.636877960552386
"Mars2",56,1,1,0.47620560105594,0.47620560105594,0.483836951315166,0.470529399483714,0.472609288712406
"Ogt",56,1.30933185741543e-41,2.93555997597342e-40,0.735333459949405,0.719204201566384,0.493049055780124,0.735333459949405,0.617372253266155
"Aox1",57,1,1,0.541866718776223,0.541866718776223,0.515323688368465,0.526837149155361,0.542566483753166
"Aox3",58,1,1,0.499167223088947,0.499167223088947,0.49916856933499,0.499198827497938,0.499419608603943
"Fasn",58,1.4540190530863e-33,3.21338210732075e-32,0.267960990146989,0.288187276993482,0.419421732190675,0.267960990146989,0.322527580154139
"Cbr1",58,7.53004882862389e-15,1.57418723484881e-13,0.715049012634607,0.664528047820278,0.633918855205641,0.674930925579775,0.715049012634607
"Aox4",59,1,1,0.499799523545521,0.499799523545521,0.499903150732727,0.49960042621204,0.499717710775329
"Gsta2",59,2.37848789483636e-11,4.8414747017261e-10,0.770644926969187,0.750647815567815,0.721809444295409,0.726633050565199,0.770644926969187
"Aox2",60,1,1,0.500563742229979,0.500563742229979,0.500068625084471,0.499997870336298,0.500453387808206
"Gss",60,3.49249398193977e-06,6.75361023757602e-05,0.706999472735105,0.658448643761801,0.577113144566415,0.670816973908477,0.706999472735105
"Ndufb3",61,1,1,0.436196080877596,0.436196080877596,0.465010399939358,0.418145712288718,0.423149047710598
"Gstp1",61,1.1719596068407e-05,0.000215835894259829,0.691877514289779,0.54657161658654,0.551405591183733,0.650996787349937,0.691877514289779
"Ndufs1",62,1,1,0.477258109072346,0.477258109072346,0.517609443972847,0.494992811512194,0.492462724571969
"Idh1",63,1,1,0.437097018191879,0.437097018191879,0.465481367469721,0.430022567452734,0.424059260924121
"mt-Atp6",63,5.36537802694753e-42,1.22062350113056e-40,0.788011332979854,0.788011332979854,0.664901185792,0.711558418071837,0.684776563687924
"Pikfyve",64,1,1,0.512575355701827,0.512575355701827,0.505750072442069,0.509546898336837,0.521619798259301
"Ezh2",64,2.09720943067906e-18,4.5695535060007e-17,0.292106977546362,0.30799869492719,0.515388899670825,0.292106977546362,0.33751753487036
"Rpe",65,1,1,0.514665970528821,0.514665970528821,0.501236219206745,0.505849348287995,0.50251235222395
"Sms",65,0.0778504263502811,1,0.302487107760794,0.336211028427503,0.476146560386042,0.326980744348885,0.302487107760794
"Ak2",65,4.85264459921446e-16,1.02836180753216e-14,0.272036293658979,0.276353861867665,0.495707504998368,0.272036293658979,0.300615648642074
"Acadl",66,1,1,0.683864506672313,0.614896373908983,0.621960645274707,0.665891445804248,0.683864506672313
"Atp5k",66,0.12341052938548,1,0.280302387292441,0.322905162941024,0.403493831268846,0.3026293316836,0.280302387292441
"Cps1",67,1,1,0.500099561927519,0.500099561927519,0.5,0.500131061598951,0.5
"Acot2",67,2.97448621806454e-13,6.13537357246114e-12,0.76502488215279,0.756971271000035,0.5165996633527,0.76502488215279,0.702915201104431
"Atic",68,1,1,0.470809843189699,0.470809843189699,0.543068409505475,0.440181552084941,0.468136162346586
"Phgdh",68,1.42140784127712e-10,2.81912555186628e-09,0.744680414285924,0.699876245107568,0.587411449986479,0.744680414285924,0.703799944848442
"Plcd4",69,1,1,0.499364888258312,0.499364888258312,0.499878555373427,0.498930280396411,0.49960636387978
"Inppl1",69,0.000793573618112659,0.0141110159450607,0.312017612648194,0.312017612648194,0.399413125158929,0.325366633825623,0.322636395728179
"Dhfr",69,1.5025110927007e-07,2.94225906380757e-06,0.310826302533741,0.32060826343842,0.527744291054224,0.310826302533741,0.349200739920903
"Cyp27a1",70,1,1,0.506697807218829,0.506697807218829,0.50186360247018,0.509540125308016,0.505923042325946
"Dnmt1",70,4.91332613110021e-06,9.38384632692843e-05,0.321014962807693,0.337803780573786,0.535077632630811,0.321014962807693,0.340969226130638
"Gmppa",71,1,1,0.538720917255498,0.538720917255498,0.517238255648734,0.531429751471737,0.548269144853342
"Atp6v0d1",71,8.59853407805733e-06,0.000162218685594569,0.693651332855265,0.667002509151529,0.490685267030338,0.693651332855265,0.655236572933185
"Chpf",72,1,1,0.522147914121923,0.522147914121923,0.527879525210109,0.504496278674525,0.529343766461402
"Fh1",72,1.45382512850804e-05,0.000264596173388463,0.298174234752279,0.298174234752279,0.419646584847001,0.303697305661205,0.311667335852238
"Hacd1",72,3.82696696792151e-11,7.68872454464232e-10,0.288867979292816,0.288867979292816,0.444026069468047,0.340515979111141,0.361559995319868
"Sgpp2",73,1,1,0.500298685782557,0.500298685782557,0.500302724520686,0.5,0.500117315814172
"Cers2",73,0.0918125964729478,1,0.700296651679886,0.677944640810058,0.581561678978682,0.700296651679886,0.693172800881625
"Cox7a2l",73,0.000284906037988646,0.00512499582288879,0.736373573736289,0.692393532389293,0.524455340472349,0.736373573736289,0.687479671300714
"Mogat1",74,1,1,0.499033978783178,0.499033978783178,0.499539596378058,0.50011381481422,0.499403889409876
"Acsl3",75,1,1,0.324374430714764,0.324374430714764,0.387160012837971,0.363810554892606,0.329116641295117
"Idh3a",75,0.00802224302815872,0.139442808590579,0.291415779481354,0.30314678812267,0.504680080231944,0.291415779481354,0.34327100990603
"B3gnt7",76,1,1,0.495998374334601,0.495998374334601,0.501068943883336,0.49624061987877,0.49710194938007
"Adh7",76,0.504720014515959,1,0.750222224131774,0.750222224131774,0.659470369177687,0.741819472946638,0.746089358274371
"Pde6d",77,1,1,0.539524891754914,0.539524891754914,0.459602646514421,0.521161316090273,0.546965826784607
"Pycr2",77,0.0119553774849449,0.205499655213442,0.315254536707372,0.339196613218302,0.49167389295347,0.315254536707372,0.383745059547932
"Alpi",78,1,1,0.5,0.5,0.5,0.5,0.5
"Neu2",79,1,1,0.499966370664866,0.499966370664866,0.499866808737347,0.499866808737347,0.50010144036569
"Inpp5d",80,1,1,0.500862428012536,0.500862428012536,0.500976798646529,0.500391090045673,0.502330472085836
"Elovl6",80,0.340202010461959,1,0.292301649756206,0.322554415340748,0.411433508932551,0.292301649756206,0.342001099031048
"Ldha",80,0.553021217756877,1,0.269460936730834,0.286227970398547,0.445366933192553,0.269460936730834,0.274910453720318
"Dgkd",81,1,1,0.52985584790799,0.52985584790799,0.496140867165168,0.5332109882268,0.525272245190927
"Lbr",81,0.902018326640167,1,0.319620591683419,0.33343931347781,0.463228755120001,0.319620591683419,0.330297549655778
"Atp6v1d",81,0.381046035977923,1,0.677969850944488,0.619105292069184,0.462787409541494,0.677969850944488,0.629563378915454
"Ugt1a7c",82,1,1,0.502620356420031,0.502620356420031,0.499939492728106,0.502481058212437,0.502384411109614
"Uqcrfs1",82,0.924549030447235,1,0.296787581630702,0.296787581630702,0.467898325203873,0.308610265258342,0.34423097452503
"Ugt1a6b",83,1,1,0.5,0.5,0.5,0.500131061598951,0.5
"Ugt1a6a",84,1,1,0.503847084548816,0.503847084548816,0.499769959470074,0.502874696872048,0.502634355670548
"Gaa",84,1,1,0.691535535878889,0.67363966156795,0.606874685165961,0.684010170715239,0.691535535878889
"Ugt1a5",85,1,1,0.500862428012536,0.500862428012536,0.499967716910909,0.500653178331056,0.500336071994034
"Sdhd",85,1,1,0.308151165624295,0.318109853140587,0.50776304803971,0.308151165624295,0.319409992082276
"Nt5c",85,1,1,0.668724047704348,0.662585184591102,0.563418287227563,0.655314209186043,0.668724047704348
"Ugt1a2",86,1,1,0.500298685782557,0.500298685782557,0.5,0.500262123197903,0.500234631628343
"Ndufa13",86,1,1,0.721356616725471,0.698983396868377,0.583911516918113,0.721356616725471,0.668418007808721
"Oxct1",86,1,1,0.657085042010235,0.637552175860418,0.562841143009515,0.657085042010235,0.65125977308859
"Scly",87,1,1,0.523388486503816,0.523388486503816,0.49597031246052,0.528491793113994,0.522674109293588
"Srm",87,1,1,0.314445788188536,0.356061539137226,0.404305101803283,0.314445788188536,0.3455846690169
"Gclc",87,1,1,0.654059352176699,0.609337190204337,0.545576195347902,0.62428340307691,0.654059352176699
"Ndufa10",88,1,1,0.537574920748281,0.537574920748281,0.484846086811135,0.559561980545348,0.526550187542798
"Atp6v0e",88,1,1,0.693899351395209,0.665087413993241,0.568552319839665,0.693899351395209,0.691435126792332
"Agxt",89,1,1,0.5,0.5,0.5,0.5,0.5
"Dtymk",89,1,1,0.318105955243236,0.319891597906876,0.397757225794,0.32765029665168,0.318105955243236
"Pign",91,1,1,0.534138787735668,0.534138787735668,0.493982523586009,0.533980669636093,0.519482925392642
"Kdsr",92,1,1,0.535770553093294,0.535770553093294,0.520789986812587,0.544850019306623,0.557503186965032
"Mgat5",93,1,1,0.475393723132336,0.475393723132336,0.488776962830633,0.467911588931614,0.486213673036263
"Hsd17b10",93,1,1,0.674524229637797,0.65761960639038,0.583623468972484,0.674524229637797,0.65485587467846
"Ndufa5",93,1,1,0.300770215508588,0.346712902228596,0.443491691606988,0.339223831844547,0.300770215508588
"Acmsd",94,1,1,0.499666358804425,0.499666358804425,0.499870921403984,0.499598296548339,0.499467234949387
"Hk2",94,1,1,0.661883158959396,0.661883158959396,0.482037350539512,0.659029075844656,0.614209695173889
"Lct",95,1,1,0.500926848876133,0.500926848876133,0.499737568860286,0.499989246943933,0.500037844819116
"G6pdx",95,1,1,0.324464389579032,0.355898935467109,0.444015075476841,0.324464389579032,0.346696044163248
"Amdhd2",95,1,1,0.670326999237729,0.651943833918187,0.542443364817185,0.665488380764319,0.670326999237729
"Pfkfb2",96,1,1,0.501563843648416,0.501563843648416,0.497759725650191,0.502214047261776,0.502220531480014
"Pik3c2b",97,1,1,0.479626696345351,0.479626696345351,0.502743202407173,0.478540845204172,0.481155217634898
"Gys1",97,1,1,0.66755116061519,0.66755116061519,0.511916518780909,0.630695890307656,0.604233913358052
"Mthfd1",97,1,1,0.33860560094571,0.371068391246868,0.461441169782168,0.33860560094571,0.381162705346426
"Etnk2",98,1,1,0.501558141513515,0.501558141513515,0.499870948284158,0.502481686637792,0.501696235418651
"Mgat4b",98,1,1,0.663097885627982,0.630518287462708,0.540661478076261,0.663097885627982,0.657326475722939
"Ndufb10",98,1,1,0.301540514931736,0.308514486180889,0.431413838021146,0.301540514931736,0.332234291868745
"Chit1",99,1,1,0.499866808737347,0.499866808737347,0.499866808737347,0.499866808737347,0.499866808737347
"Car6",99,1,1,0.740721125076895,0.724227596762842,0.550177543549914,0.740721125076895,0.721475287926884
"Atp5j2",100,1,1,0.287648032306913,0.350433770684428,0.421105345015099,0.353015987839271,0.287648032306913
"B3galt2",101,1,1,0.495435666445371,0.495435666445371,0.496345855372836,0.496120241510846,0.49599154301109
"Gsr",101,1,1,0.64310166762211,0.582952908110016,0.623907280602675,0.533175761494423,0.64310166762211
"Pla2g4a",102,1,1,0.680372185505778,0.680372185505778,0.604018774188797,0.682746023289444,0.689600918725954
"Ptgs2",103,1,1,0.606530228104492,0.606530228104492,0.508684043444813,0.650241908848997,0.600072170788825
"Acot7",103,1,1,0.350750491126205,0.350750491126205,0.421580694013839,0.377021382521815,0.382663904005288
"Sirt2",103,1,1,0.635044977799129,0.619430393323187,0.531958403468188,0.635044977799129,0.636606109122583
"Colgalt2",104,1,1,0.49960042621204,0.49960042621204,0.49960042621204,0.499731417985953,0.499834932836853
"Atp6v1e1",104,1,1,0.644141884508237,0.585705023628586,0.488545927734265,0.636466022088453,0.644141884508237
"Impdh2",104,1,1,0.326922728062587,0.326922728062587,0.474927141288109,0.345423352705127,0.344967432829977
"Nmnat2",105,1,1,0.474016140383485,0.474016140383485,0.491757060212128,0.468056964663642,0.477867155997157
"Atp6ap1",105,1,1,0.633525615848648,0.598628421731807,0.547516890157394,0.625077313774874,0.633525615848648
"Npl",106,1,1,0.506125684176623,0.506125684176623,0.516775594092168,0.496940406423624,0.515137927646456
"Ppat",106,1,1,0.348860455357012,0.361560492384388,0.528552954211774,0.348860455357012,0.419829453932074
"Glul",107,1,1,0.514338959722665,0.514338959722665,0.532367439077429,0.515386366381757,0.536742381722284
"Soat1",108,1,1,0.460900964896703,0.460900964896703,0.456720285445945,0.469898774640384,0.424505648534571
"Cox6a1",108,1,1,0.702186606021292,0.680659599626322,0.586550424249788,0.702186606021292,0.657296506126298
"Pafah1b3",108,1,1,0.342230308114727,0.342230308114727,0.3721559566197,0.355589040541116,0.369881636656236
"Pigc",109,1,1,0.512415430709036,0.512415430709036,0.492735606069973,0.519895423038492,0.514816012302348
"Fmo4",110,1,1,0.500961989940055,0.500961989940055,0.502288604902836,0.500391055133153,0.501157282693236
"Hmgcr",110,1,1,0.33682408489049,0.339067188016839,0.374562699887695,0.33682408489049,0.360718846557415
"Fmo1",111,1,1,0.526223587976356,0.526223587976356,0.604899933175887,0.518192250677477,0.527089484027924
"Fmo2",112,1,1,0.49966641184754,0.49966641184754,0.499669266337904,0.499598261635819,0.499701804075965
"Uck2",112,1,1,0.350419857961905,0.385333302780499,0.456361058799306,0.350419857961905,0.410603474548156
"Nme7",113,1,1,0.484475155347372,0.484475155347372,0.513905786064995,0.474761285646555,0.509974094268163
"Gmps",113,1,1,0.339539266460031,0.34562785226092,0.487043003440125,0.339539266460031,0.407939899302155
"Ctps",113,1,1,0.348009323039261,0.367952506043202,0.486056769852487,0.348009323039261,0.392325364441545
"Adcy10",114,1,1,0.500197850820269,0.500197850820269,0.500508680414621,0.499862549409943,0.500187099035548
"Gm4847",115,1,1,0.5,0.5,0.5,0.500131061598951,0.5
"Prps1",115,1,1,0.357664834224883,0.363509773830521,0.459774948430386,0.357664834224883,0.373091821093946
"Gpt2",116,1,1,0.678659688526583,0.678659688526583,0.486180176731769,0.642957970214035,0.621768314954897
"Aldh9a1",117,1,1,0.52885784169261,0.52885784169261,0.533971782268439,0.52311854685714,0.532904398299252
"Pgp",117,1,1,0.352315677606621,0.389461621926921,0.458451933141481,0.352315677606621,0.450716138980926
"Mgst3",118,1,1,0.495445081598346,0.495445081598346,0.513437533432217,0.499760465202343,0.51997775187149
"Mthfd1l",118,1,1,0.632684647858427,0.632684647858427,0.546198229456692,0.621161351002792,0.620581781435326
"Hsd17b7",119,1,1,0.395870105473052,0.395870105473052,0.43119121641927,0.396041862904121,0.410314435132793
"Mat2a",119,1,1,0.333735653572843,0.540408510492034,0.521495134419687,0.333735653572843,0.656201506442557
"Sqle",119,1,1,0.352764617697436,0.357689352782758,0.418357922420592,0.352764617697436,0.371795409470318
"Uap1",120,1,1,0.396235201236032,0.396235201236032,0.44846965792828,0.399783542377864,0.436406265977014
"Pigf",120,1,1,0.355381415786464,0.35828343567472,0.484338266562085,0.355381415786464,0.389145337105773
"Sdhc",121,1,1,0.55481504714366,0.55481504714366,0.538383463962019,0.56894681496574,0.554560103822933
"Ndufs2",122,1,1,0.544874236895221,0.544874236895221,0.501663694615417,0.594910313228144,0.570796937513485
"Pmvk",122,1,1,0.317252265997091,0.316637429301484,0.352150628969194,0.317252265997091,0.322238165728182
"B4galt3",123,1,1,0.497136997848783,0.497136997848783,0.490234271469329,0.499039696233149,0.491250534077588
"Atp6v1b2",123,1,1,0.644800268966052,0.586745703030268,0.454615809735677,0.644800268966052,0.583383668088624
"Psat1",123,1,1,0.646474399164719,0.646474399164719,0.417910609443435,0.606132349172678,0.568048422367932
"Ppox",124,1,1,0.498200538833183,0.498200538833183,0.495556653461333,0.503140869922236,0.504518971410942
"Atp6v1c1",124,1,1,0.636815496410644,0.594175054374497,0.485358691731175,0.636815496410644,0.614279415893499
"Pigm",125,1,1,0.522329003317741,0.522329003317741,0.496243038706913,0.518597654856227,0.51168251753112
"Nsd2",125,1,1,0.375469908958919,0.375469908958919,0.491990191962075,0.380897370458841,0.408056902607499
"Kmo",127,1,1,0.5,0.5,0.500100908173562,0.500131061598951,0.500234631628343
"Aldh18a1",127,1,1,0.636525393754958,0.636525393754958,0.422212915708612,0.630224710941793,0.607231716796
"Adss",128,1,1,0.445607892136613,0.445607892136613,0.546868029634854,0.441236608430256,0.476130950699357
"Smyd3",129,1,1,0.529723744029202,0.529723744029202,0.506250258721676,0.532025149582691,0.539973035488253
"Akr1a1",129,1,1,0.678235465394361,0.670002229932569,0.581023215331161,0.678235465394361,0.673753721042619
"Itpkb",130,1,1,0.494155338248521,0.494155338248521,0.493897797277253,0.492899805956216,0.497162232333063
"Gpd2",130,1,1,0.373198985302527,0.397902425916272,0.427682305372755,0.373198985302527,0.397822019722057
"Ephx1",132,1,1,0.563846671873379,0.563846671873379,0.547064443066985,0.55395335408068,0.556907826396096
"9130409I23Rik",133,1,1,0.500298685782557,0.500298685782557,0.500605449041372,0.500786369593709,0.50070389488503
