"","gene","importance","pvalue","qvalue"
"201","Rpl11",0.709341640599278,0,0
"202","Gnas",0.708686690774596,0,0
"203","Rps10",0.707993291719997,0,0
"204","Tsc22d1",0.706566625802659,0,0
"205","Arpp19",0.693998120361751,0,0
"206","Rps9",0.68887466893195,0,0
"207","Rpl28",0.677400205421191,0,0
"208","Ndufb7",0.674211645519762,0,0
"209","Atp5j2",0.671298266976893,0,0
"210","Birc5",0.665516921092698,0,0
"211","Rps8",0.648151931310844,0,0
"212","Exosc2",0.635561808676262,0,0
"213","Banf1",0.633210944583602,0,0
"214","Rpl22",0.630305866740846,0,0
"215","Fkbp3",0.618383335945398,0,0
"216","Cks2",0.612298070848611,0,0
"217","Pgam1",0.611114164977557,0,0
"218","Atp5e",0.605531564813693,0,0
"219","Tomm7",0.60548697883943,0,0
"220","Nutf2",0.602274519546603,0,0
"221","Ndufa7",0.599827054555768,0,0
"222","Mt2",0.590717683789299,3.57168369169226e-06,0.000418410041841004
"223","Cenpa",0.590465462598288,3.57168369169226e-06,0.000418410041841004
"224","Rpl17",0.587078922529104,3.57168369169226e-06,0.000418410041841004
"225","Rpl26",0.580396879633088,3.57168369169226e-06,0.000418410041841004
"226","Snrpd2",0.571781878551368,3.57168369169226e-06,0.000418410041841004
"227","Tpt1",0.56615245580626,3.57168369169226e-06,0.000418410041841004
"228","Wdr89",0.565399344278274,3.57168369169226e-06,0.000418410041841004
"229","Cox4i1",0.553016206279913,3.57168369169226e-06,0.000418410041841004
"230","Ndufb9",0.551168704014774,3.57168369169226e-06,0.000418410041841004
"231","Ndufs7",0.543907531077809,3.57168369169226e-06,0.000418410041841004
"232","Ptges3",0.542449650565267,3.57168369169226e-06,0.000418410041841004
"233","Eif5a",0.537680678729178,3.57168369169226e-06,0.000418410041841004
"234","Minos1",0.536880975798739,3.57168369169226e-06,0.000418410041841004
"235","Ybx1",0.534234121287147,3.57168369169226e-06,0.000418410041841004
"236","H2-D1",0.529801477502565,3.57168369169226e-06,0.000418410041841004
"237","Rps13",0.528130055397855,3.57168369169226e-06,0.000418410041841004
"238","Tceb2",0.523513444018222,3.57168369169226e-06,0.000418410041841004
"239","Tomm22",0.52303536559594,3.57168369169226e-06,0.000418410041841004
"240","Atp5c1",0.514879955465212,1.07150510750768e-05,0.00123456790123457
"241","Rps3a1",0.51039153159181,1.07150510750768e-05,0.00123456790123457
"242","Rpl21",0.509796951210015,1.07150510750768e-05,0.00123456790123457
"243","Gng5",0.50719150336481,1.07150510750768e-05,0.00123456790123457
"244","Ywhaz",0.502847184700371,1.42867347667691e-05,0.00163934426229508
"245","Rps5",0.495919103468014,1.78584184584613e-05,0.00196850393700787
"246","Gm9843",0.495782483229113,1.78584184584613e-05,0.00196850393700787
"247","Glrx5",0.494833064003713,1.78584184584613e-05,0.00196850393700787
"248","Rpl23",0.494458414518756,1.78584184584613e-05,0.00196850393700787
"249","Chchd2",0.494330425481912,1.78584184584613e-05,0.00196850393700787
"250","Hint1",0.487236277695027,1.78584184584613e-05,0.00196850393700787
"251","Rps7",0.484544196786072,1.78584184584613e-05,0.00196850393700787
"252","Ndufab1",0.482146885614767,1.78584184584613e-05,0.00196850393700787
"253","Rpl30",0.481071136823399,1.78584184584613e-05,0.00196850393700787
"254","Oaz1",0.478208469202607,1.78584184584613e-05,0.00196850393700787
"255","mt-Nd2",0.460796759373776,2.50017858418458e-05,0.00274509803921569
"256","Gnb1",0.448410649750693,2.85734695335381e-05,0.003125
"257","Asb5",0.440136517619234,5.00035716836917e-05,0.00544747081712062
"258","Tbca",0.438933735773096,5.3575255375384e-05,0.00581395348837209
"259","Cox5a",0.436443934749986,5.71469390670762e-05,0.00617760617760618
"260","Hspe1",0.434273152358593,6.07186227587685e-05,0.00651340996168582
"261","Usp50",0.433521446562204,6.07186227587685e-05,0.00651340996168582
"262","Rpl36al",0.432788716162911,6.42903064504607e-05,0.00687022900763359
"263","Polr2k",0.424497592798772,0.000121437245517537,0.0128787878787879
"264","Eif1",0.423001951636856,0.000121437245517537,0.0128787878787879
"265","Fkbp1a",0.419680723307646,0.00015715408243446,0.0166037735849057
"266","Cox7a2",0.414535059167019,0.000178584184584613,0.018796992481203
"267","Btf3",0.412348539029248,0.000192870919351382,0.0202247191011236
"268","Rpl10",0.411579920130449,0.000196442603043075,0.0205223880597015
"269","Cdk6",0.410464615164184,0.000203585970426459,0.0211895910780669
"270","Nap1l1",0.404697115612508,0.000239302807343382,0.0248148148148148
"271","Ndufc1",0.402566349637426,0.000260732909493535,0.0269372693726937
"272","Mrpl33",0.397074334975704,0.000296449746410458,0.0305147058823529
"273","Wtap",0.389847797989705,0.000353596685477534,0.0362637362637363
"274","Pde4b",0.383811560785028,0.000442888777769841,0.0452554744525547
"275","Pdcd5",0.38323718303962,0.00045717551253661,0.0465454545454545
"276","Rpl6l",0.381233742094613,0.00048932066576184,0.0496376811594203
