"","Top","p.value","FDR","summary.logFC","logFC.cap50","logFC.cap50_r16h","logFC.cap50_r4h","logFC.cap50_r8h"
"Qdpr",528,1,1,-0.137602642027986,-0.137602642027986,-0.0049801761323337,-0.146367628985391,-0.173400244407703
"Lap3",529,1,1,0.136599832526266,0.136599832526266,0.202969256515114,0.0311004640929706,0.0857509174228199
"Sepsecs",530,1,1,-0.00376578974182104,-0.00376578974182104,0.00570478178664285,-0.00739416919065922,0.0123358070120461
"Pi4k2b",531,1,1,-0.0593274381840216,-0.0593274381840216,0.030790930243565,-0.165453099528197,-0.151341119470627
"G6pd2",532,1,1,2.40022809251e-06,2.40022809251e-06,0.000210356643152944,0.000210356643152944,0.000210356643152944
"Pgm1",533,1,1,0.0834115739080313,0.0834115739080313,0.0104279288519459,0.0660771923536447,0.0221666452426881
"Lias",534,1,1,0.00175283304189922,0.00175283304189922,-0.00210922945417524,-0.00473448396495724,0.0340441728159366
"Ugdh",535,1,1,0.320607475115854,0.320607475115854,0.18632135414973,0.405373712421263,0.316936279846005
"Gnpda2",536,1,1,-0.26201109129948,-0.26201109129948,-0.0194964368034651,-0.373485222973369,-0.335862310712185
"Cox7b2",537,1,1,9.58577126701428e-05,9.58577126701428e-05,0.000125168342302385,-0.00104392958829104,-0.000409721682295443
"Srd5a3",538,1,1,-0.217518305824227,-0.217518305824227,-0.0874983231120494,-0.220651511704572,-0.23569726350771
"Paics",540,1,1,0.382229572066017,0.382229572066017,-0.0696063828539768,0.334295267472511,0.318277210667763
"Dck",541,1,1,0.213221047983803,0.213221047983803,-0.0323855029024288,0.212475756341194,0.197741057132353
"Mthfd2l",542,1,1,0.154899749943849,0.154899749943849,0.210327248215681,0.186158988357919,0.206676608475118
"Enoph1",543,1,1,0.28158040604528,0.28158040604528,0.102725044079925,0.299955808071895,0.269070754570831
"Coq2",544,1,1,0.0315467874485789,0.0315467874485789,-0.131017058392753,0.103077660020172,0.0491758470600924
"Hpse",545,1,1,-0.0118586169851012,-0.0118586169851012,-0.00758357762807273,-0.0142058298565272,-0.00939945854315383
"Gpat3",546,1,1,-0.321974165779721,-0.321974165779721,-0.048509496357078,-0.390040981029058,-0.282365865482123
"Cds1",547,1,1,-0.00718733803218865,-0.00718733803218865,0.00106229707394367,-0.00852428483365342,-0.00472606697805595
"Nudt9",548,1,1,-0.00734696062400997,-0.00734696062400997,0.166693293388488,-0.0135826099692223,-0.0429586009917926
"Lpcat2b",549,1,1,-0.000190905679711578,-0.000190905679711578,0,0,0
"Pigg",550,1,1,0.000430079318247678,0.000430079318247678,0.00747218718342142,0.00887953042188996,0.00904119185384918
"Pde6b",551,1,1,4.00698343653273e-05,4.00698343653273e-05,-0.000143537372641379,0.000313873068021103,5.81091083419658e-05
"Dgkq",553,1,1,-0.0194269310213946,-0.0194269310213946,0.00649107756007142,-0.015877754147979,-0.0176345181784398
"Idua",554,1,1,-0.0310830483991958,-0.0310830483991958,-0.00395036043852219,-0.0274112209245089,-0.0210599969349229
"Dao",555,1,1,-0.000892732489883632,-0.000892732489883632,0.000100611489071564,-7.8845423191992e-05,0.00012904634763919
"Acacb",556,1,1,-0.00472689469176747,-0.00472689469176747,-0.00401506631765061,-0.00452815126135529,-0.00417531373818027
"Mmab",557,1,1,0.0246887144559796,0.0246887144559796,0.0148828732824598,0.0580319285626759,0.0256491151813141
"Mvk",558,1,1,0.0984671713235785,0.0984671713235785,0.156734138292224,0.150111764416811,0.117798323265705
"Acads",559,1,1,-0.00391702144313877,-0.00391702144313877,-0.106549568089882,0.0186424214324568,-0.118732697668153
"Coq5",560,1,1,-0.0173170681860676,-0.0173170681860676,-0.0130786135423036,0.0162063166641691,0.0212014649465962
"Pla2g1b",562,1,1,-0.00857936207907676,-0.00857936207907676,-0.00367096192883288,-0.0096317783536843,-0.0100928345743196
"Sirt4",563,1,1,-0.0715161603342739,-0.0715161603342739,-0.0174740360874921,-0.0620359512383157,-0.0706236327249077
"Nos1",564,1,1,0.00384335904543781,0.00384335904543781,0.00350382680646547,0.00398089123466169,0.00289644146670469
"Sdsl",565,1,1,-0.0503449472647657,-0.0503449472647657,-0.0244630085221703,-0.0667213863730319,-0.0589664736923605
"Sds",566,1,1,0,0,0,-0.000193958713688897,0
"Setd1b",567,1,1,0.056698724159248,0.056698724159248,0.0121268693678002,0.0167209254878511,0.0190740360088657
"B3gnt4",568,1,1,0.000739087091896815,0.000739087091896815,0.00168222357983091,0.0018648873343559,0.000495288791395655
"Kmt5a",569,1,1,-0.0915828819627267,-0.0915828819627267,-0.0446090510531909,-0.0356952984782013,-0.0106620584063664
"Atp6v0a2",570,1,1,0.0851567465237791,0.0851567465237791,-0.0162933857398948,0.0509872248109006,-0.00840455488866265
"Aacs",571,1,1,0.0106892641818627,0.0106892641818627,0.0694032393575294,0.00448280680421159,-0.00695411243359662
"Vkorc1l1",573,1,1,0.123752521688337,0.123752521688337,0.0767434055112257,0.105468674856234,0.083651851246253
"Gusb",574,1,1,0.0541539920094379,0.0541539920094379,-0.123984034715331,0.0867549100217424,-0.0119926699802148
"Asl",575,1,1,-0.0956405069246037,-0.0956405069246037,-0.0469476652381614,-0.1112020351538,-0.165089847900699
"Galnt17",576,1,1,0.232482468974071,0.232482468974071,0.124134099881041,0.227419627489836,0.229115308247783
"Mdh2",577,1,1,0.219294177221552,0.219294177221552,0.0769095990632209,0.0946129315308237,0.107861777192173
"Plod3",578,1,1,0.108183647807521,0.108183647807521,0.165022070153468,0.117876454102219,0.119618503938309
"Ache",579,1,1,0.00242192226683401,0.00242192226683401,0.00139898828458124,0.00312716309053599,0.00255370028752422
"Cyp3a13",580,1,1,-0.00568042263261243,-0.00568042263261243,-0.000358212666992688,-0.00592735450249192,-0.00398130036743688
"Chst12",581,1,1,0.0658308711052529,0.0658308711052529,0.00360497978972382,0.074374763701466,0.0161074622769257
"Lfng",582,1,1,0.071436174715482,0.071436174715482,0.0556403104199593,0.0798806694972078,0.0663634373578972
"Cyp3a25",584,1,1,-0.000528061451773374,-0.000528061451773374,-0.000196624758406522,-0.00026870601428055,-0.00111478066712515
"B3glct",585,1,1,-0.153074192124362,-0.153074192124362,-0.074785862940657,-0.156234554376545,-0.147382881480167
"Kl",586,1,1,0,0,0,-0.000235973927797921,-0.000254652186522262
"C1galt1",588,1,1,0.00800655579556125,0.00800655579556125,-0.0013275885697801,0.0131151812203963,0.0049022803194364
"Ndufa4",589,1,1,0.121043826259304,0.121043826259304,0.109092885154775,0.0798262217850265,0.187261189782407
"Aass",590,1,1,0.000469198882411911,0.000469198882411911,0.000288982578234031,0.000469198882411911,2.75387993807563e-05
"Hyal6",592,1,1,-0.00523954008596525,-0.00523954008596525,-0.000194447761436314,-0.00448011718648869,-0.00343745549737775
"Impdh1",593,1,1,-0.10765898738659,-0.10765898738659,-0.0719340268183599,-0.0662077361424163,-0.191347275209493
"Ahcyl2",595,1,1,-0.0712837901857901,-0.0712837901857901,0.0540037912654306,-0.0777495584036334,-0.0644175544850606
"Akr1b10",596,1,1,-0.0706647738752869,-0.0706647738752869,-0.0315188891881968,-0.0753820194664391,-0.0678747151157169
"Akr1b7",597,1,1,-0.0247565242025159,-0.0247565242025159,-0.00165257744150296,-0.0335726847038129,-0.0255568860989401
"Bpgm",598,1,1,0.193354653979125,0.193354653979125,0.218046704230605,0.230736487536409,0.183277744830215
"Dgki",599,1,1,0.00248699072125943,0.00248699072125943,0.00154813298016245,0.00232977655898478,0.00243119757444747
"Atp6v0a4",600,1,1,-0.000926205100365406,-0.000926205100365406,-0.000482803917343532,-0.000777348792113105,-0.000859943012811959
"Tbxas1",601,1,1,-0.000474829744988837,-0.000474829744988837,0.000133886811063313,-0.000270310757026651,0.000133886811063313
"Ndufb2",602,1,1,-0.27502355490082,-0.27502355490082,-0.0419133679790118,-0.241830422172249,-0.0126266155896926
"Agk",603,1,1,-0.00303503592402937,-0.00303503592402937,-0.000649769846982284,-0.0235049775279288,-0.0135177796809783
"Mgam",604,1,1,-0.0033634567913356,-0.0033634567913356,0.000424778905503323,-0.00380572464541615,-0.000962984452645509
"Gstk1",605,1,1,0.0588653917959976,0.0588653917959976,0.0422227014831415,0.0558122474208223,0.0495303025919465
"Tpk1",606,1,1,-0.0203544344267608,-0.0203544344267608,0.00143709063671724,-0.0233454251700775,-0.0076266741934431
"Atp6v0e2",608,1,1,0.0074755871350292,0.0074755871350292,0.0152004514914577,0.00853763108947937,0.00205386339414488
"Aoc1",609,1,1,0.00040275645435724,0.00040275645435724,0.00040275645435724,0.00040275645435724,0.00040275645435724
"Hibadh",610,1,1,-0.165325978551467,-0.165325978551467,0.010555315036386,-0.135556799972242,-0.133483269030154
"Ggct",611,1,1,0.074869908242278,0.074869908242278,-0.0061049522615278,0.048877398238945,0.010014051047062
"Inmt",612,1,1,0.00118214303939514,0.00118214303939514,0.00103167658679562,0.00118214303939514,0.00097855321913855
"Pde1c",613,1,1,-0.00864931416146029,-0.00864931416146029,0.00494395411554905,-0.00622147195806193,-0.00267165103894668
"Nt5c3",614,1,1,0.0438680719324522,0.0438680719324522,-0.0153349380005662,0.057383527532142,0.0420009312515089
"Hpgds",615,1,1,0.00744161562007633,0.00744161562007633,-0.00293872007415311,0.00138589319314564,0.000752737871991448
"Rpia",616,1,1,0.0925886734189922,0.0925886734189922,0.0865642267078834,0.0926068051910987,0.149928724312382
"Smyd1",617,1,1,0.0898818662231046,0.0898818662231046,-2.65952063395469e-05,0.0558503712776305,0.0777473724392452
"St3gal5",618,1,1,-0.00144011759053658,-0.00144011759053658,-0.279453422895416,0.0328359233372167,-0.0354083943659255
"Ggcx",619,1,1,-0.0203651664733044,-0.0203651664733044,0.0124211934452603,-0.0176100278591323,-0.0185473234837767
"Retsat",621,1,1,-0.00667615520258263,-0.00667615520258263,-0.0635481072547961,-0.00977778428976378,-0.0128059610497726
"Suclg1",622,1,1,0.217222682193737,0.217222682193737,0.0378942352583014,0.167304850134855,0.167649917953164
"Mogs",624,1,1,0.260893510125127,0.260893510125127,0.143463349902075,0.286885942129411,0.236242733139993
"Dguok",625,1,1,-0.0482705587348995,-0.0482705587348995,0.0268026147342678,-0.0516246078029576,-0.0607368250011043
"Atp6v1b1",626,1,1,0.000288759537696715,0.000288759537696715,0.000108543233518835,-0.000290746496541041,0.000288759537696715
"Nagk",627,1,1,-0.378744732959283,-0.378744732959283,0.00626216616444147,-0.363117722113542,-0.389230969847204
"Cyp26b1",628,1,1,0.0210355666807207,0.0210355666807207,-0.0220549235005258,0.0231267594336577,0.0250111209005263
"Spr",629,1,1,-0.176125817402211,-0.176125817402211,-0.197319604867106,-0.0671545852434345,-0.211142804826425
"Nat8f3",630,1,1,0.000318043401980808,0.000318043401980808,0.000318043401980808,0.000318043401980808,0.000318043401980808
"Nat8f5",631,1,1,0,0,0,-0.00024512355205619,0
"Nat8f2",632,1,1,0.00038264606866703,0.00038264606866703,0.00038264606866703,0.00038264606866703,0.00038264606866703
"Nat8f1",633,1,1,-0.00502794610691642,-0.00502794610691642,0.0130064927003899,-0.00505225504861194,-0.00186633446218832
"Pcyox1",634,1,1,-0.0189457045553482,-0.0189457045553482,-0.0620095319966949,0.0369555696043935,-0.0262078610082065
"Gfpt1",635,1,1,0.152883741779841,0.152883741779841,0.213701314678809,0.167198008660021,0.0669273371245941
"Rpn1",636,1,1,0.394523846074133,0.394523846074133,0.160018291233283,0.425970904876546,0.362571375458252
"Mgll",637,1,1,0.0424794992871604,0.0424794992871604,0.0367112233310564,0.0484252026841426,0.0335482241648353
"Txnrd3",638,1,1,-0.109223636641032,-0.109223636641032,-0.0863897638575313,-0.14676291542049,-0.161601974000164
"Chst13",639,1,1,5.78049762055929e-05,5.78049762055929e-05,-0.00203553731014786,0.000472848516253836,-0.000291682143959241
"Uroc1",640,1,1,-0.000588371290385973,-0.000588371290385973,0,0,-0.000690996940037017
"Aldh1l1",641,1,1,0.00287858756271084,0.00287858756271084,0.00198253461299911,0.00131578884173418,0.00112681149166705
"Suclg2",642,1,1,-0.0601860468421057,-0.0601860468421057,-0.0296960365636426,-0.0880423593906074,-0.012295187058773
"Eogt",643,1,1,-0.0241503626807637,-0.0241503626807637,-0.0255398856662861,-0.0150026807694294,-0.0244622472364314
"Gxylt2",644,1,1,-0.104513425242946,-0.104513425242946,-0.37129868814668,-0.00646237204200611,-0.117668840463213
"Setmar",645,1,1,-0.00713690738742821,-0.00713690738742821,-0.000210283426578649,-0.0156402054122213,-0.00321002719959537
"Mtmr14",646,1,1,-0.00849174016170551,-0.00849174016170551,-0.00944526467236273,-0.0343145882716147,-0.0536844101562909
"Alox5",647,1,1,0.434053148095124,0.434053148095124,0.360889396272398,0.445632638683083,0.446188064153601
"Csgalnact2",648,1,1,-0.0785407590671021,-0.0785407590671021,-0.00222806855007823,-0.101297954662925,-0.0731441988931598
"B4galnt3",649,1,1,0.000258753436563149,0.000258753436563149,-0.00622820041018676,0.00133158737656168,0.000561680448061111
"Rimklb",651,1,1,0.000308218262528376,0.000308218262528376,0.000308218262528376,0.000308218262528376,-2.87145823923499e-05
"Lpcat3",652,1,1,0.0819996141848529,0.0819996141848529,0.0867799833070092,0.0937925892368471,0.044220410568438
"Eno2",653,1,1,-0.00772042570984741,-0.00772042570984741,0.00543167347686812,-0.0090364822740397,-0.00391532926870151
"Tpi1",654,1,1,0.0554382429014617,0.0554382429014617,-0.214548537854017,0.186672864525436,0.120541308310822
"Gapdh",655,1,1,0.00220365079930485,0.00220365079930485,0.0121943247884353,-0.124341081477771,-0.0550327849066612
"Ndufa9",656,1,1,0.0706295143036269,0.0706295143036269,0.0206948145085764,-0.103921782180294,-0.0620569968399123
"Tigar",657,1,1,-0.0118487597674659,-0.0118487597674659,0.0309701708278656,0.021206944722382,0.00391422570953587
"Gucy2c",658,1,1,-1.39718675384849e-05,-1.39718675384849e-05,0.000184463713687284,0.000184463713687284,-0.000333540895430135
"Pde6h",659,1,1,0.00135883493937487,0.00135883493937487,0.00187822324630088,-0.000888209987520401,0.000855062334919525
"Dera",660,1,1,-0.088791157683242,-0.088791157683242,-0.125499660228252,-0.0899112009696794,-0.160041408210195
"Pik3c2g",661,1,1,-0.000182677832315671,-0.000182677832315671,-0.000169856479071086,0,0
"Pde3a",662,1,1,-0.0189889294182143,-0.0189889294182143,-0.00274115947605155,-0.0370215567124765,-0.0236766875062474
"Gys2",663,1,1,-0.000369161442001401,-0.000369161442001401,-0.000520261199997668,-0.000226739914494053,0
"Ldhb",664,1,1,0.0255661774112756,0.0255661774112756,-0.161837039284613,-0.0303194501068706,-0.0382481567041426
"Cmas",665,1,1,0.00843790745615713,0.00843790745615713,-0.0382914790110852,-0.0125941915908192,-0.141818438216227
"St8sia1",666,1,1,0.000133857746673676,0.000133857746673676,-0.000325276963560566,0.000133857746673676,-7.26361140771171e-05
"Etnk1",667,1,1,0.0550546003593959,0.0550546003593959,0.0379121953779367,0.101702922598627,0.0465030108107461
"Bcat1",668,1,1,-0.230184328625082,-0.230184328625082,0.22642451635724,-0.237854658122457,-0.112039655395607
"Ndufa3",669,1,1,0.234116424941564,0.234116424941564,0.103879950424806,0.291043332781339,0.353411644790253
"Mboat7",670,1,1,-0.0503274397479139,-0.0503274397479139,-0.084451404829443,-0.0479826756252987,-0.111816375127092
"Tmem86b",671,1,1,0.00734001003568384,0.00734001003568384,0.00913740819646194,0.0113566523783272,0.0122804512775841
"Kmt5c",672,1,1,0.0439651472563976,0.0439651472563976,0.0246382525349556,0.0517006929294707,0.031950769386388
"Cox6b2",673,1,1,0.0512703502656527,0.0512703502656527,0.0530325694174696,0.0442525382958582,0.0471269976487195
"Slc27a5",674,1,1,0.00031880333470223,0.00031880333470223,5.10478870097702e-05,0.00031880333470223,-0.000138954503599973
"Pla2g4c",675,1,1,0.00139529643829884,0.00139529643829884,-0.00576193437146252,0.00296840985116418,0.00263025228852775
"Sult2a8",676,1,1,0.000234486622181895,0.000234486622181895,0.000234486622181895,0.000234486622181895,0.000234486622181895
"Fkrp",677,1,1,-0.0314320728292897,-0.0314320728292897,-0.0611518592224592,-0.049451188117184,-0.0560778873438844
"Ckm",678,1,1,0.00143067719119431,0.00143067719119431,0.0019549686833165,0.0016005439010869,0.000613801695760465
"Ethe1",679,1,1,-0.247484728655906,-0.247484728655906,-0.20273895987021,-0.197239750883708,-0.225468190491009
"Pafah1b3",680,1,1,0.45525765927695,0.45525765927695,0.374273431449439,0.412979189892199,0.379699650804137
"Bckdha",681,1,1,-0.0373342694759328,-0.0373342694759328,0.00136733208527079,-0.0676828303742584,-0.0501731031168539
"Cyp2s1",682,1,1,0.00148877801341507,0.00148877801341507,-0.00121546856564557,0.00177842140546609,0.000558443259949127
"Cyp2f2",683,1,1,0,0,-0.000207246784643612,0,0
"Itpkc",684,1,1,0.0171794708884782,0.0171794708884782,0.0140231953819337,-0.00235314773424711,0.010381424040129
"Pld3",685,1,1,-0.352272435774461,-0.352272435774461,-0.101636056146137,-0.350184477409756,-0.312866314849782
"Sirt2",686,1,1,-0.374103991996376,-0.374103991996376,-0.092277044725021,-0.424896712551303,-0.418794480450748
"Cox7a1",687,1,1,0.0386831935434264,0.0386831935434264,0.0118936029735313,0.0398460963553637,0.0438319484945113
"Prodh2",688,1,1,0,0,-0.000517062615603448,0,0
"Kmt2b",689,1,1,0.0656843624041589,0.0656843624041589,-0.00362319463059446,0.0923054367924936,0.0658620060630243
"Cox6b1",690,1,1,-0.0999350056368824,-0.0999350056368824,-0.039987918289536,-0.136327437267552,0.0223224635357919
"Atp4a",691,1,1,-0.000357834718636142,-0.000357834718636142,-0.000630092925021749,-0.000848399889553096,-0.000495520115118467
"Gapdhs",692,1,1,-0.000256352739901087,-0.000256352739901087,-0.000261542090499538,-0.000248278544721303,0
"Gpi1",693,1,1,-0.114853697138791,-0.114853697138791,-0.191830752428751,-0.214842007574097,-0.162497395041457
"Chst8",694,1,1,-0.0204950109251586,-0.0204950109251586,-0.00930018941382532,-0.00884589031272452,-0.008722328956891
"Il4i1",695,1,1,-0.0105838821526472,-0.0105838821526472,-0.00301881438854103,-0.00310312005689404,-0.0062293536333337
"Cpt1c",696,1,1,0.0961736188336975,0.0961736188336975,0.0704262227115671,0.106650255355588,0.101757375461231
"Dhdh",698,1,1,-0.00529632108804482,-0.00529632108804482,0.000198376548165052,-0.00491033507354189,-0.00516210169684647
"Bcat2",699,1,1,-0.173845231005196,-0.173845231005196,-0.0944297213943923,-0.146988168832218,-0.215513102659952
"Fut1",700,1,1,-0.00217506519880389,-0.00217506519880389,0,-0.000800202043487864,-0.00158779756904438
"Fut2",701,1,1,-0.000732707466590072,-0.000732707466590072,-0.000400714812947208,0.000630991501648079,-0.00107816738998546
"Sec1",702,1,1,-0.0204422530185485,-0.0204422530185485,-0.0161360391345287,-0.0062714685342198,-0.0245335494791877
"Sphk2",703,1,1,-0.0999567051835555,-0.0999567051835555,-0.0288038259278094,-0.163399231523221,-0.108786535824599
"Sult2b1",704,1,1,-0.0261780376844682,-0.0261780376844682,-0.019990056405281,-0.0175669940497062,-0.0362946609970293
"Tph1",705,1,1,0.00336635788011355,0.00336635788011355,0.00182332581164224,0.0027402960664519,0.00359945854314051
"Ldhc",707,1,1,0,0,-0.000177747261284852,-0.000295717551308956,-0.000280345880019862
"Mcee",708,1,1,-0.0727808502858575,-0.0727808502858575,-0.0477124023391282,-0.0548671427421975,-0.0696112781222353
"Chsy1",709,1,1,0.179727380004601,0.179727380004601,0.145392250153506,0.152659374250561,0.186983046024683
"Aldh1a3",710,1,1,0.0664883901778008,0.0664883901778008,0.0517297064213485,0.0623626161960113,0.0676093185166379
"Cers3",711,1,1,0.000219941851022208,0.000219941851022208,0.00179294796827718,-0.00178727907649484,0.000575236083958517
"Anpep",712,1,1,-0.307450085541173,-0.307450085541173,-0.0719735507037507,-0.328138313962295,-0.326159549684212
"Idh2",713,1,1,0.197301111561142,0.197301111561142,0.0176883834786947,0.189041977959485,0.175122570922229
"Hddc3",714,1,1,-0.0474233788637202,-0.0474233788637202,-0.0278481128689371,-0.0379855103084877,-0.0513200368692351
"Man2a2",715,1,1,-0.131310547678382,-0.131310547678382,-0.0879668437925217,-0.0302276589049025,-0.0391927261518832
"Pde8a",716,1,1,-0.281134303640702,-0.281134303640702,-0.0307502058728121,-0.293746735136218,-0.232152119603425
"Fah",717,1,1,-0.0749040238265795,-0.0749040238265795,-0.0531796667702413,-0.0587105360565564,-0.0708174430111297
"Folh1",718,1,1,0,0,0,-0.000125373061593365,0
"Tyr",719,1,1,0,0,-0.00028502858198384,0,0
"Me3",720,1,1,-0.0182291072228325,-0.0182291072228325,-0.00221576596680358,-0.0121934224261314,-0.00734088864908584
"Alg8",721,1,1,0.146872294672684,0.146872294672684,-0.0374854318221566,0.0845590763382589,0.0456623870933391
"Ndufc2",722,1,1,-0.0182157152936342,-0.0182157152936342,-0.0357239753919028,-0.0758637003699238,-0.0514971775422777
"B3gnt6",723,1,1,0.000279843834727094,0.000279843834727094,0.000279843834727094,-0.000251703465467019,-0.000393448908532299
"Acer3",724,1,1,-0.0380746301481912,-0.0380746301481912,-0.0216291642580905,-0.0288494186502129,-0.0679556735728111
"Dgat2",725,1,1,-0.10738419048908,-0.10738419048908,0.00731000947745665,-0.0780576047312932,-0.0402085731668088
"Mogat2",726,1,1,-0.00402975797042086,-0.00402975797042086,-0.00386565103925045,-0.00319124616888966,-0.00447671461976524
"Neu3",727,1,1,-0.00286747040283953,-0.00286747040283953,0.00421054396822605,1.89461143718529e-05,0.00150223502408178
"Lipt2",728,1,1,-0.000340862504552925,-0.000340862504552925,-0.0312839403098725,0.0193930298907912,-0.045053295614004
"Pgm2l1",729,1,1,0.00409637113261319,0.00409637113261319,0.00494714543712593,0.0238901688233362,-0.0162344373412583
"P4ha3",730,1,1,0.0908834205089209,0.0908834205089209,0.061908862200657,0.100769181752224,0.0976052147711029
"Pde2a",731,1,1,-0.00247920539951862,-0.00247920539951862,-0.00749467183696409,-0.0018806683491474,-0.00126733131276308
"Tomt",733,1,1,0.00289848496244357,0.00289848496244357,0.00152682932231345,0.000560263298902977,0.00144998019830651
"Smpd1",735,1,1,-0.0768012814667734,-0.0768012814667734,0.0136302003964619,-0.0775705204116288,-0.0814534904108679
"Cyb5r2",736,1,1,-0.318578170496447,-0.318578170496447,-0.0411372299747473,-0.331042683443289,-0.242930512976277
"Galnt18",738,1,1,-0.0745947945825765,-0.0745947945825765,-0.151941045460821,-0.0594765985264735,-0.0852843924419921
"Pde3b",739,1,1,-0.0464396477705811,-0.0464396477705811,0.0882489717939848,0.0360345103885834,0.0336695537242645
"Cyp2r1",740,1,1,-0.00279152960405645,-0.00279152960405645,0.000245311757427378,-0.00258990099303734,-0.00161722284497466
"Pik3c2a",741,1,1,-0.110718371798454,-0.110718371798454,0.0767733631903857,-0.126441842778467,-0.0606911109584728
"Xylt1",742,1,1,0.00972540094695749,0.00972540094695749,0.0140010600071934,0.00551251260202119,0.00993278783965799
"Coq7",743,1,1,0.416482093557212,0.416482093557212,-0.064069654267467,0.378162601202606,0.337573151885738
"Acsm4",744,1,1,-0.000157667286124417,-0.000157667286124417,0,0,0
"Acsm3",745,1,1,0.000109194222807586,0.000109194222807586,-0.000315270229762723,0.000218517447779194,0.000218517447779194
"Uqcrc2",746,1,1,0.187773028019641,0.187773028019641,0.0644446304715425,0.0885966047868703,0.0977720387196386
"Ears2",747,1,1,0.0082493440369035,0.0082493440369035,0.0104802171202777,0.00283119927756811,0.0265881577537469
"Ndufab1",748,1,1,0.237589515121573,0.237589515121573,0.0442035038583382,0.218428821744908,0.176335577340435
"Gdpd3",749,1,1,-0.010980962304963,-0.010980962304963,-0.00274140351762822,-0.0121759874825923,-0.00894594648223507
"Aldoa",750,1,1,-0.0802012297143939,-0.0802012297143939,-0.107759021271321,-0.0873831939706449,-0.0833259767045282
"Cdipt",751,1,1,-0.176552248650951,-0.176552248650951,-0.14006188062147,-0.113524644974682,-0.153348812475584
"Qprt",752,1,1,-0.000224765542415113,-0.000224765542415113,0,0,0
"Sephs2",754,1,1,0.243466725809549,0.243466725809549,0.141403880274881,0.311218264886736,0.178637262172071
"Setd1a",755,1,1,-0.0286137105297246,-0.0286137105297246,-0.0282398763709799,-0.00406170709887305,-0.0121934708715994
"Hsd3b7",756,1,1,-0.00225669346552906,-0.00225669346552906,0.000137369072751377,-0.00761741991979549,-0.00497909507686015
"Vkorc1",757,1,1,0.0201634290416861,0.0201634290416861,0.028856551255362,0.0119061679381064,0.0382681800739889
"Inpp5f",758,1,1,0.0382887510841971,0.0382887510841971,0.13417914688209,0.0141539029068085,0.0413598008081229
"Plpp4",759,1,1,-0.000421460843539873,-0.000421460843539873,-0.000371066635372458,-0.000468491139436133,-0.00111478409539617
"Pstk",760,1,1,-0.0169316791095894,-0.0169316791095894,0.0509568751807483,0.0667226285585102,-0.0395574377263018
"Acadsb",761,1,1,-0.215162360303924,-0.215162360303924,-0.025868023897048,-0.200046586087194,-0.189378097387162
"Chst15",762,1,1,0.0499473253526837,0.0499473253526837,0.0299087048360766,0.0383239363239097,0.0601723200214943
"Oat",763,1,1,0.0280024688772427,0.0280024688772427,-0.140015982430148,0.00702452256948405,-0.12268010206765
"Lhpp",764,1,1,-0.017049828023532,-0.017049828023532,-0.0325245497856148,-0.0158122010452161,-0.0180918813335172
"Uros",765,1,1,-0.033061128959099,-0.033061128959099,-0.0286433629974003,-0.0342343943096352,-0.0333641250473939
"Inpp5a",766,1,1,0.0142091384805362,0.0142091384805362,0.0580924345043779,0.00339229700001452,0.0306515706155876
"Echs1",767,1,1,-0.130522825444889,-0.130522825444889,0.169050724040854,-0.101800784549413,-0.0600394294074624
"Cyp2e1",768,1,1,-0.000135454416956245,-0.000135454416956245,0.000152403177088919,-0.000195145065265605,0.000144796215046096
"Urah",769,1,1,0.000657477433378983,0.000657477433378983,0.00174547476924711,0.00106345845530074,0.000900661034809201
"Sirt3",770,1,1,-0.0974211591958115,-0.0974211591958115,-0.0284902554523156,-0.0691873781563261,-0.0543758971574814
"Cox8b",771,1,1,-0.0111468484936651,-0.0111468484936651,-0.00329220143626465,-0.0154657704202025,-0.0149879236153043
"B4galnt4",772,1,1,0.0114789540454921,0.0114789540454921,0.0101334762664716,0.0115047369282386,0.0116732761557141
"Ptdss2",773,1,1,-0.0123352514349115,-0.0123352514349115,0.0393739794331205,-0.0348940067745619,-0.0385869782541168
"Pnpla2",774,1,1,-0.126442324908231,-0.126442324908231,-0.0492142611595909,-0.142130968367472,-0.185205280126087
"Nadsyn1",775,1,1,-0.0144797081370963,-0.0144797081370963,-0.0379395141347674,0.00100974380694029,-0.0017253615783239
"Dhcr7",776,1,1,0.141674728834892,0.141674728834892,0.0784229638379074,0.142432201312805,0.120043872617354
"Mthfd1l",777,1,1,-0.431126276100837,-0.431126276100837,-0.144320991871509,-0.396113582289903,-0.387664314955266
"Ust",778,1,1,-0.0314252880075007,-0.0314252880075007,0.0193696059816253,-0.0734310953976064,-0.022863480360227
"Fuca2",779,1,1,-0.111870583104171,-0.111870583104171,-0.0401264441157664,-0.125184431906974,-0.123461843911322
"Pde7b",780,1,1,0.00314365379308031,0.00314365379308031,0.00331062069236624,0.00470334466034096,0.0033613417637823
"Aldh8a1",781,1,1,-0.00279800271678992,-0.00279800271678992,-0.000911494743505786,-0.00377684733613391,-0.00148538086680391
"Vnn1",782,1,1,-9.6125491502706e-05,-9.6125491502706e-05,1.66606402465283e-05,-0.000381153675097803,0.000415436998190287
"Enpp1",783,1,1,0.0183728479708414,0.0183728479708414,0.0154700106453963,0.0168518984621348,0.0133057464825224
"Enpp3",784,1,1,0.00431679005073267,0.00431679005073267,0.00169258529553294,0.00581999567475236,0.00526208935406934
