"","Top","p.value","FDR","summary.AUC","AUC.cap50","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h"
"Fam129a",77,8.39790709810648e-249,1.92267402828023e-246,0.844095728395486,0.844095728395486,0.617181242799473,0.842432292404921,0.808779285514816
"Scpep1",78,4.11872893515777e-246,9.33043846458236e-244,0.829665202901091,0.820033753456024,0.626830150093516,0.829665202901091,0.795089273771984
"Hmga2",79,3.1973335297401e-239,7.02140968301414e-237,0.839383242409494,0.788448381728811,0.626125862651987,0.839383242409494,0.787724315711919
"Snai2",80,2.40374375445114e-242,5.38864263953595e-240,0.814599353680248,0.814599353680248,0.614198564921265,0.731264999291276,0.628789013289625
"Atp6v0b",81,1.09886176623551e-184,1.8620948087523e-182,0.817017549495773,0.761139902914125,0.503062028152144,0.808830737820244,0.817017549495773
"Id3",82,3.21401969057759e-232,6.91689177609172e-230,0.167184081846118,0.289157329487071,0.421800735119001,0.167184081846118,0.275705351176171
"Uap1l1",83,9.77350770336211e-185,1.66933062923856e-182,0.819254743389489,0.773904702102438,0.656002020313885,0.819254743389489,0.815352189949366
"mt-Cytb",83,6.27588990671214e-230,1.33726165032029e-227,0.847068078929004,0.847068078929004,0.661612584652388,0.784366906841527,0.69709838052925
"Ptgs1",86,6.82313971492908e-219,1.42563873597073e-216,0.81781802337882,0.806915952335032,0.629560772579212,0.81781802337882,0.765735663282488
"Rars",86,7.88531766814811e-219,1.63173001477134e-216,0.819803175033582,0.819803175033582,0.586794415590071,0.826955956459899,0.817182366651858
"Gabarap",86,1.573863498783e-206,2.94531446585293e-204,0.820658121943845,0.78946866605264,0.58512709215115,0.820658121943845,0.808551622833345
"Igfbp5",87,3.60513916222979e-218,7.38916189622373e-216,0.801699745414264,0.801699745414264,0.686094805298835,0.762797044445732,0.766211207966625
"Atp6v1g1",87,9.12420689753372e-214,1.83515940786754e-211,0.828956269276075,0.758906999930195,0.377716927036993,0.828956269276075,0.815076713417154
"Mgst1",87,1.68076873962419e-83,1.79068435868577e-81,0.801036598033894,0.7848491941796,0.741567770026133,0.782845000282791,0.801036598033894
"Trp53i11",88,1.89473793295926e-212,3.7756162088163e-210,0.180520706228768,0.180520706228768,0.476292734772785,0.17986856832834,0.192920168744767
"Hexa",89,2.51786050610289e-192,4.4782542108959e-190,0.817790198100619,0.786345779157748,0.640015681893568,0.817790198100619,0.809244579909382
"Ccnd3",89,1.96078813646663e-210,3.87138729219249e-208,0.186633672008049,0.253059076027122,0.489625032323409,0.186633672008049,0.246233237338955
"Cenpa",90,2.44104688480444e-209,4.7757972734432e-207,0.197111093732435,0.215095720545105,0.580357527819636,0.197111093732435,0.24660765416623
"Gsto1",91,2.70781874362721e-205,5.02370406737942e-203,0.822666709027191,0.801537619132185,0.666113239722231,0.822666709027191,0.810347923578841
"Slc27a1",92,1.50555732725992e-207,2.86735391504082e-205,0.827756814749283,0.799394942487472,0.569286793716706,0.827756814749283,0.80714092673118
"Rhob",93,1.00164034278998e-206,1.89090366817398e-204,0.812986863815338,0.763215851319723,0.589949449144592,0.812986863815338,0.741123874249447
"Tubb4b",94,5.16078654586918e-205,9.49275959432887e-203,0.175229706923362,0.183844546966178,0.678280658048166,0.175229706923362,0.312719209317663
"Akr1b3",97,8.40995055457697e-201,1.52092895701725e-198,0.829548420522696,0.769665443280254,0.695656997151239,0.829548420522696,0.808976353581989
"Hnrnph1",97,3.90245615586991e-163,6.17534992135845e-161,0.19188182691161,0.205327777809604,0.311748840254889,0.225379411807833,0.19188182691161
"Hmgb3",103,4.46373702951232e-188,7.747103597753e-186,0.19370649463639,0.21099392295636,0.470731979396884,0.19370649463639,0.24997565556227
"Anp32a",103,1.35423250633655e-168,2.17495804245284e-166,0.198172765457984,0.198172765457984,0.379450295063671,0.193341623893011,0.2122871221112
"Rps5",104,6.77921508456732e-188,1.16716390267982e-185,0.843889156939457,0.763145781364341,0.505768109038889,0.843889156939457,0.721963739225633
"Tex264",109,8.10134697382012e-177,1.33090907040906e-174,0.803845614044888,0.770892144887482,0.579011771903444,0.803845614044888,0.757183796692257
"Sfpq",110,1.97831932787442e-175,3.20115866580333e-173,0.18315411573221,0.214548076900636,0.534243487068217,0.18315411573221,0.256020920090993
"Tuba1b",118,2.90137440138543e-151,4.42840272994446e-149,0.186564754694163,0.243609551113089,0.53008353820506,0.186564754694163,0.211447848401717
"Mrpl18",119,4.53838782095481e-150,6.78268363158107e-148,0.185509104836012,0.207127159411748,0.462366304734082,0.185509104836012,0.261988338670567
"Eprs",120,9.87895904522917e-140,1.41736718408253e-137,0.81937072277993,0.805352241294405,0.606020997716798,0.81937072277993,0.80620299398458
"Lyar",121,1.41792868472897e-148,2.10449953269329e-146,0.197837239229662,0.227786948932422,0.447449770362673,0.197837239229662,0.259498174573432
"Ppp1r14b",122,1.86813699950896e-128,2.52856455134797e-126,0.198475800776,0.198475800776,0.442854282038614,0.20300450162029,0.224272648202312
"Gm3776",123,8.28963880682274e-109,9.85642634042167e-107,0.816929734515,0.788719458569826,0.733812974199871,0.7878890563914,0.816929734515
"Pgls",124,2.50500108080647e-127,3.34845517143082e-125,0.807802435400381,0.807802435400381,0.676391573172941,0.806419574472245,0.801033566698259
"Cdh15",124,5.70591211026321e-142,8.35353296088242e-140,0.195732572892104,0.212357953189239,0.419854744915212,0.195732572892104,0.220808862850375
"Lsm6",136,5.16812519071409e-121,6.62042989460469e-119,0.19236159455253,0.201709919083788,0.465669824370318,0.19236159455253,0.238534113588709
"Bri3",153,2.68631690235725e-101,3.14196880737124e-99,0.800504206609499,0.720465089461457,0.557475376416518,0.800504206609499,0.759386827677882
"Eef1a1",178,1.3422110293205e-77,1.38209203645963e-75,0.808283658636554,0.685134475966907,0.437423492304475,0.808283658636554,0.615940150309246
