"","Top","p.value","FDR","summary.logFC","logFC.1","logFC.2","logFC.4","logFC.5"
"Akap12",45,3.7651126108089e-156,3.05769767914038e-154,-2.82900227466049,0.147303820916158,-0.015207186242742,0.0513885167614282,-2.82900227466049
"Tpm1",45,0,0,-1.47245106496249,-0.850635020178578,-1.47245106496249,0.319882587032668,-1.18551951011872
"Cdkn2a",46,1.38527054104578e-153,1.10826792988274e-151,1.59826705044926,0.230245145999029,0.0202617494398347,0.362592465378853,1.59826705044926
"Kif20b",46,9.25597701894419e-267,1.02152759704972e-264,-1.08901790427457,-1.08901790427457,-1.00270644204849,-0.885256412845958,-0.659248864288177
"Dnajc9",47,0,0,-1.21474134382309,-1.21474134382309,-1.1775343866465,-0.947876190473566,-0.458460152750418
"Ctsl",47,0,0,1.59875521093986,0.576042924581019,1.59875521093986,0.327533011964137,1.97794547403847
"Spc25",48,3.04205777837602e-173,2.58767294262575e-171,-0.961616425811895,-0.961616425811895,-0.865011038497179,-0.878903784712908,-0.633006491795368
"Jsrp1",48,1.56910004651188e-152,1.24607387826502e-150,1.01862656894954,-0.275073437947882,-0.25199914544772,0.235440076110165,1.01862656894954
"Cenpa",49,0,0,-1.59000424865513,-1.59000424865513,-1.59461564572202,-0.441972421541084,-0.784463471478491
"Psph",49,0,0,1.76490744234549,1.3818987835461,1.76490744234549,-0.164721916879934,1.72996958766049
"Sgo1",49,6.89195670617406e-122,4.7387156636924e-120,-0.862427848106932,-0.77565868713075,-0.738383328766989,-0.862427848106932,-0.4924346594065
"Hbegf",49,1.80551392263513e-148,1.40784293945761e-146,-2.28528467352411,0.122355739122595,0.0339872544347937,0.160104008166562,-2.28528467352411
"Ckap4",50,4.25724966369252e-138,3.18125937542797e-136,-1.67276719674923,-0.481471394916559,-0.408683160737948,-0.354469438206795,-1.67276719674923
"Mcm5",50,0,0,-1.2423076861874,-1.2423076861874,-1.25971081364343,-0.797542862769395,-0.771071558494272
"Hjurp",51,6.23736728933182e-140,4.72656272653907e-138,-0.995858825677136,-0.867797883262308,-0.995858825677136,-0.881080730892046,-0.784492457714948
"Slc3a2",51,0,0,1.47191376746328,1.31608915330941,1.47191376746328,-0.0584110579284531,1.26039956727549
"Knl1",52,3.19344840667949e-282,3.67519802995459e-280,-1.09646211829438,-1.09646211829438,-1.02332023223726,-0.889633024680117,-0.522050019849175
"Pax7",52,2.89391893213472e-135,2.13287771707098e-133,0.910761466673523,-0.304730029020637,-0.121923497662016,0.0612811041943584,0.910761466673523
"G0s2",53,1.2622970047591e-133,9.24009994538094e-132,1.57404097772481,-0.140864367689023,-0.593428547873774,-0.028589147163917,1.57404097772481
"Rfc5",53,8.20908741373625e-296,1.00953011560579e-293,-1.0935609317722,-1.0935609317722,-0.888074837454881,-0.865240798588416,-0.629503368264315
"Emp2",53,0,0,1.51445572342023,0.750148466716421,1.51445572342023,-0.0503077932102944,0.59657656749878
"Mcm7",54,0,0,-1.40715410850732,-1.26562534000361,-1.40715410850732,-0.80163189230983,-0.374657578933049
"Itgb1",54,1.40067666048908e-133,1.02182923425035e-131,-1.56416079361459,0.22152387373328,0.108055943996363,0.0727057025258939,-1.56416079361459
"Ghitm",54,0,0,1.54511439047266,0.959203097468977,1.54511439047266,-0.0504700733490342,1.58957231044161
"Gsta2",55,1.55961199111929e-225,1.53965181930634e-223,1.10510284885356,0.271027907644749,1.10510284885356,0.12813380639494,1.06158078164108
"Dynap",55,0,0,-2.3274995949431,-0.757477668984823,-2.3274995949431,0.0056217404530241,0.301061864379163
"Fen1",55,7.72843601481032e-192,6.81654391289888e-190,-0.972291633843183,-0.972291633843183,-0.906946638430733,-0.850005371055463,-0.519838531396885
"H2afz",56,0,0,-1.19309693374297,-0.946314204036221,-1.19309693374297,-0.746482046054536,-0.137451746122387
"Pbk",56,0,0,-1.20740205419799,-1.20740205419799,-0.983558421159773,-0.82669633222316,-0.698713020880883
"Trip13",56,7.053343803299e-167,5.90642070003108e-165,-0.958668213807627,-0.958668213807627,-0.932447262233201,-0.861117475017983,-0.468041471146748
"Serpine1",57,1.8209194614062e-126,1.29333358841327e-124,-2.96179103399268,-0.0187054433070057,-0.276204080779603,0.090275655374663,-2.96179103399268
"Eif4ebp1",57,0,0,1.29046755159424,1.13386961417195,1.29046755159424,-0.124742319219632,1.20523384747295
"Cks1b",58,0,0,-1.20772462189928,-1.03606377720322,-1.20772462189928,-0.879121926240669,-0.649337331593083
"Plin2",58,0,0,1.65598787854592,1.040071044586,1.65598787854592,0.285151130354061,1.07946661117052
"Nupr1",58,0,0,1.21548235539162,1.21548235539162,1.03573952461344,-0.230143719807622,0.369618910230262
"Cebpb",59,0,0,1.32011738854764,1.32011738854764,1.26068757602168,-0.0944106295722293,0.848919724476118
"Atf5",59,0,0,1.58988327710229,1.18827403430217,1.58988327710229,-0.043968234283061,0.684746582644279
"Selenom",59,4.26156437578943e-123,2.96806236023825e-121,-1.84811970723961,-0.00314259262161781,0.195118515904315,0.0848495398424882,-1.84811970723961
"Srxn1",60,0,0,1.655293799639,0.765033446259297,1.655293799639,0.0112707259589309,1.27807397468628
"Stbd1",60,1.18734681519527e-122,8.216363604443e-121,1.27380434124271,0.948686832931225,0.897543292628137,-0.279460843590505,1.27380434124271
"Gal",60,0,0,-2.12882827788175,-2.12882827788175,-1.46283855620262,0.18724833936377,0.436261307622602
"Chrnd",61,4.59684520978908e-122,3.17079185127799e-120,0.885649101514934,0.309956181675507,0.420542616693269,0.116638581126166,0.885649101514934
"Lsm3",61,0,0,-1.32389089416516,-1.18588327214331,-1.32389089416516,-0.859668343032982,-0.489256851357589
"Hat1",62,5.32368574345878e-214,5.04718241784023e-212,-1.12984873707324,-1.03184199858496,-1.12984873707324,-0.852112072580039,-0.649025058463563
"Slc7a3",62,0,0,1.04634139206551,0.684273147048528,1.04634139206551,-0.0212461960177275,1.01047374534133
"Jund",62,0,0,1.33621268742815,1.33621268742815,1.23958160113201,0.205512563664552,0.356486428682371
"Purb",62,0,0,-1.30333207861025,-0.642768103360112,-1.30333207861025,0.233173694832304,0.740657436988318
"1700012B09Rik",63,3.0833779520599e-120,2.10658339385025e-118,1.22030153260564,-0.0227158000326408,0.345328653575452,0.191092897548006,1.22030153260564
"Mis18bp1",63,4.23563749097711e-100,2.56053804616065e-98,-0.861331951659618,-0.861331951659618,-0.657672848100167,-0.801863746455258,-0.413782235041749
"Actn4",64,4.33905262310246e-119,2.92729628532245e-117,-1.364125285153,-0.467566271765613,-0.327677233195371,0.036799117726515,-1.364125285153
"Dhfr",64,6.49609335013888e-299,8.12804796443872e-297,-1.0731739025473,-1.0731739025473,-1.03752468835325,-0.817337101973196,-0.633599433779275
"Uhrf1",64,0,0,-1.18812616110709,-1.18812616110709,-1.07214336399429,-0.803287572190485,-0.496226533953168
"Sat1",65,0,0,1.42667716361842,1.30198833383364,1.42667716361842,0.0988010700998916,0.673854642828249
"Cspg4",65,1.19683957228569e-118,7.99912560098147e-117,-1.80329085172401,0.0366158088317531,-0.0595578507430609,-0.0222568346986873,-1.80329085172401
"Topbp1",65,4.72734249968538e-76,2.41083265250546e-74,-0.845323848861922,-0.845323848861922,-0.789997307668021,-0.827682985742585,-0.534727605123762
"Aurka",66,0,0,-1.26159574003442,-1.26159574003442,-1.17348255458314,-0.730715759028662,-0.605262371198565
"Slc38a1",66,2.72406238459695e-116,1.80383220242801e-114,1.13396796208324,-0.0882394838504772,-0.286621791144526,-0.222950767122032,1.13396796208324
"Hmgb3",67,0,0,-1.5014581739651,-1.23262976280895,-1.5014581739651,-0.598555340729186,-0.283316154122677
"Oaf",67,4.22969048281901e-116,2.79224444419468e-114,-2.20589598537539,0.129120003431878,0.739943967663009,0.174184470228506,-2.20589598537539
"Snai2",68,2.60763358616771e-115,1.71617377394236e-113,1.35815821942072,0.401921561515407,0.739808196786553,-0.236081771218858,1.35815821942072
"Kif11",68,9.4112883200357e-314,1.22012250564545e-311,-1.13618052238921,-1.13618052238921,-0.9527837777237,-0.79297248823277,-0.581063674094311
"Igfbp5",69,0,0,1.77806926628522,0.749754434735227,1.77806926628522,0.350284137295433,0.290910188516445
"Atp6v1g1",70,0,0,1.20663727287178,1.20663727287178,1.00386899636302,0.0541880535072883,1.44509463250571
"Ctgf",70,5.86628396156323e-114,3.82570597384241e-112,-2.83933950102477,0.0246074258508811,-0.0296408706164145,0.0184508533848923,-2.83933950102477
"Nqo1",70,0,0,1.36700912325492,0.00100693182370537,1.36700912325492,0.0808793930630769,0.523739245859989
"Rad51ap1",71,1.40881424568062e-260,1.52357243122082e-258,-1.13940153133167,-0.966342811740118,-1.13940153133167,-0.761430162829919,-0.476583118753599
"Vgll2",71,2.12427234213644e-113,1.38116208686157e-111,0.903011126632974,-0.153155774952124,0.179161612573516,-0.259088894186182,0.903011126632974
"Gpx4",71,0,0,1.17183137874467,0.456143075371892,1.17183137874467,0.059425743602187,0.61883290784698
"mt-Co2",72,0,0,0.941754845396959,0.316130121194783,0.941754845396959,0.121462740435508,1.16083646901998
"Mt1",73,0,0,1.69193897027229,0.700029131850069,1.69193897027229,0.303657458011792,1.84710126528669
"Rangap1",73,7.39871601954472e-306,9.47784330098894e-304,-1.16314211584855,-1.16314211584855,-1.09740241545586,-0.830906463435243,-0.678034792945503
"Dmpk",74,2.59705963089341e-109,1.65358935847507e-107,1.27630628084775,-0.301256950615126,-0.218225401101618,0.0929387626626976,1.27630628084775
"Racgap1",74,5.78043915562109e-271,6.41241397258347e-269,-1.10653421440232,-1.10653421440232,-0.957481172937038,-0.806611643323673,-0.838429133176833
"Rcn3",75,2.36344155759477e-108,1.4959889929705e-106,-1.75769350603791,0.00934003092526085,-0.120662407130374,0.020919185501583,-1.75769350603791
"Arl6ip1",75,0,0,-1.29844307903375,-1.29844307903375,-1.01215092526012,-0.672236267000668,-0.657519573438619
"Bub1b",76,0,0,-1.15987727943645,-1.15987727943645,-0.970350392629677,-0.687281667549027,-0.382771166952341
"Ccne1",77,0,0,-1.20615759602064,-1.20615759602064,-0.792962704235325,-0.540330950523654,-0.257983770396737
"Psap",77,0,0,1.45098503738891,0.487484132022475,1.45098503738891,0.0758135612852504,0.468871056113435
"Fermt2",77,1.03954897584147e-106,6.48467637944467e-105,-1.73944911926639,0.0304059775244581,-0.223628170491421,0.0745077258462752,-1.73944911926639
"Esco2",77,3.14158288219113e-59,1.45085848085053e-57,-0.763472743717779,-0.763472743717779,-0.621739911640254,-0.734461778390193,-0.380685340691722
"Rnh1",78,0,0,1.43597115427787,0.881188646496016,1.43597115427787,0.284233066929312,1.04299523536282
"Hist1h2bc",78,1.60251733758349e-40,6.13661487938334e-39,0.814257876201037,0.451742763563473,0.537983259955575,0.814257876201037,0.306168014975742
"Park7",79,2.74959715371782e-105,1.70040460761958e-103,1.36068890941774,0.155602635114658,0.362516385192447,0.0428990757673979,1.36068890941774
"Cenpq",79,2.79169816967674e-39,1.05774887869037e-37,-0.745643608792949,-0.61506585842236,-0.566335154750371,-0.745643608792949,-0.542571444098622
"Cstb",80,0,0,1.39387907331646,0.695335413729202,1.39387907331646,0.318636903312747,0.655026110905417
"Cnn2",80,2.02070534826897e-104,1.24606303152138e-102,-1.81481268570873,0.112485496009149,-0.10105957481425,0.0791180575354034,-1.81481268570873
"Kif23",80,0,0,-1.15417024971227,-1.15417024971227,-1.11686174194872,-0.625075755053731,-0.573275904861027
"Cdca3",81,3.0138004396316e-322,4.05035016460654e-320,-1.18681424590346,-1.18681424590346,-1.09822989130238,-0.625407845576717,-0.831219082315147
"H19",81,0,0,-2.09730188844658,-1.20422410305306,-2.09730188844658,-0.111083156823978,0.0643727084986216
"Cyba",81,1.34926673215541e-100,8.22594032371577e-99,-1.72221027543158,0.00433798552598919,0.416456499929492,0.0631974455882133,-1.72221027543158
"Kif15",81,1.18813908450447e-91,6.8005162866013e-90,-0.833970829032997,-0.833970829032997,-0.816674590869763,-0.718862949202947,-0.445743079447996
"Thbs1",82,0,0,-1.79526375354773,-0.828530397197409,-1.79526375354773,0.262191324423442,-2.53358272270226
"Rad51",82,1.37280678402323e-54,6.02942342835995e-53,-0.810952898289691,-0.723075510283186,-0.810952898289691,-0.712195706544009,-0.358229579620265
"Cpe",82,5.01532149215259e-100,3.02338190007331e-98,-1.59309392374049,0.156298216634125,-0.0112996579398945,0.0798983189640798,-1.59309392374049
"Srsf7",82,2.63386395797969e-320,3.52081060539389e-318,-1.11837357778111,-1.11837357778111,-1.03881226027769,-0.495163294904505,-0.361213685816301
"Ncapg",83,7.95401209632911e-91,4.52852630489674e-89,-0.843086626730589,-0.843086626730589,-0.83232588222318,-0.719739839563078,-0.452643576363181
"Tuba1a",83,8.43640670275378e-99,5.02936035041453e-97,-1.50505033341027,0.0160107745593607,-0.714762743941884,-0.0360279368455498,-1.50505033341027
