"","Top","p.value","FDR","summary.AUC","AUC.1","AUC.2","AUC.3","AUC.4"
"Pmepa1",32,5.93523150525287e-180,2.55464234449097e-177,0.916207460759889,0.916207460759889,0.857246753056424,0.834084621437092,0.876473826425237
"Bgn",32,3.1178003275607e-180,1.38926655426357e-177,0.921072742963019,0.92253406016954,0.904647104575293,0.921072742963019,0.923543235435754
"Selenom",32,3.16314581845253e-180,1.38926655426357e-177,0.916900700587212,0.906165774565666,0.929169418905183,0.901041270082997,0.916900700587212
"Tmsb10",33,8.1598765945582e-178,3.37709046522098e-175,0.0659846349197044,0.156466293382008,0.0659846349197044,0.239953425213838,0.267727953571956
"Pdgfa",34,5.2355685005984e-175,2.12593716417697e-172,0.919750482317805,0.89574356823956,0.919750482317805,0.865103429021041,0.872136033723139
"Ckap4",34,3.49919874807645e-171,1.39456030106209e-168,0.911337470494175,0.853628672208382,0.86233974644163,0.911337470494175,0.877252892016347
"Ghitm",35,4.90473126332147e-179,2.0697004219204e-176,0.0741937497952268,0.311827039293555,0.491024910942621,0.0962367065153938,0.0741937497952268
"Fth1",35,5.04850978371098e-164,1.87325825957318e-161,0.0860223609736288,0.168938769805053,0.52359091494353,0.0860223609736288,0.119984291960587
"Cpe",36,2.19739532328008e-170,8.59820813678359e-168,0.916045320375258,0.916045320375258,0.887227920940706,0.885311048503769,0.905298480567097
"Arhgap22",36,1.73374456170114e-162,6.0180510826402e-160,0.084882699681665,0.120115438691695,0.084882699681665,0.157958196908551,0.174594147163497
"mt-Co2",36,1.8866220447985e-163,6.88169373323865e-161,0.0816560064976268,0.15968476357268,0.410451405499731,0.0816560064976268,0.10328700461103
"Serpine1",37,2.09732448753543e-168,8.06009291004466e-166,0.910309474958319,0.900167895874958,0.875619580794382,0.902587121500546,0.910309474958319
"Dmpk",38,1.14114019325551e-165,4.30850492965827e-163,0.0876245446996045,0.0876245446996045,0.104642027545764,0.155664864590472,0.148946646447949
"Cltb",38,5.69943268119849e-157,1.83070881689656e-154,0.918331007669978,0.895398896590283,0.918331007669978,0.893382573161755,0.893584987540514
"Rapsn",39,1.52553334325126e-162,5.38213165247711e-160,0.0827234439242775,0.109458408360261,0.103350525446386,0.0921027183431052,0.0827234439242775
"Park7",39,1.29663993897848e-158,4.29307509642391e-156,0.0871024645295566,0.10941515996152,0.159156762969717,0.0871024645295566,0.0885369948746417
"Hsp90aa1",39,2.27620455948104e-156,7.09944903254939e-154,0.0768976313825327,0.164033283178346,0.0768976313825327,0.281659813700855,0.254477502143551
"Ttn",40,3.51431911946446e-155,1.06523467281683e-152,0.0805316330343992,0.141499551893967,0.0805316330343992,0.321118937028859,0.303206269863004
"Psph",40,1.03518611102417e-160,3.53622861830976e-158,0.09200361266361,0.406361790121934,0.502088386373462,0.12894324729054,0.09200361266361
"Met",40,1.41807869516514e-162,5.08641193310819e-160,0.0865384014536724,0.0865384014536724,0.147954323483198,0.20949694154674,0.194299205696189
"Rhoc",41,1.92721624284389e-154,5.68159188523896e-152,0.917347791178112,0.86392409330472,0.917347791178112,0.743595649635778,0.74798194039105
"Fermt2",41,5.48397348175734e-159,1.84407177032652e-156,0.901643471396346,0.89612770610822,0.86328475436075,0.88311695728318,0.901643471396346
"Rcn3",42,1.33263185668644e-158,4.34538942238629e-156,0.918119294553866,0.916019009562336,0.892102392694102,0.913987410847991,0.918119294553866
"Ptgr1",43,6.40469857102904e-157,2.02699291098697e-154,0.106286639862526,0.106286639862526,0.291722452927562,0.13422498032945,0.124737812978513
"Mt2",43,3.49248087514248e-154,1.01569839072895e-151,0.109642376710069,0.323289016057818,0.534362068622597,0.109642376710069,0.118168841950913
"Rrm2",43,7.20620616062135e-150,1.93855953478414e-147,0.0874863783821129,0.118034582274734,0.0874863783821129,0.551209802279246,0.331930469207359
"Fxyd5",44,4.88965818385794e-149,1.28329675335133e-146,0.914840942422298,0.880381835672529,0.914840942422298,0.868696286707784,0.881677848573511
"Serpinh1",44,2.52888721888818e-156,7.77488311967053e-154,0.914876133626041,0.914876133626041,0.846882808549927,0.85885910809919,0.905822545518387
"Lonp1",44,6.34336589836607e-153,1.77292957790564e-150,0.0957705130241963,0.296284419887686,0.40448720431537,0.143790197720754,0.0957705130241963
"Gadd45a",45,3.49045284357236e-152,9.63051739057985e-150,0.0989561664718359,0.381851623459379,0.469364052327949,0.133762532043961,0.0989561664718359
"Ftl1",45,5.31798093384113e-152,1.44871224907839e-149,0.0897138252239905,0.13148499872557,0.273541714863553,0.0897138252239905,0.113844494737096
"Cnn2",45,6.67446629023484e-155,1.99501651433531e-152,0.894600034532942,0.894600034532942,0.868778676057252,0.871948526612351,0.887050171144066
"Gabarap",45,7.72773193675418e-147,1.93381998849868e-144,0.911573586047276,0.813087985002837,0.911573586047276,0.558748953019112,0.658055732939839
"Fbln2",46,3.07681238020843e-142,7.52455445846216e-140,0.915017329943064,0.872700558282562,0.915017329943064,0.852632681032514,0.833371763732789
"Ttll7",47,3.34146184058855e-139,7.81647829035923e-137,0.0965645782453995,0.117659324305436,0.0965645782453995,0.180259651260184,0.161278631935476
"Metrnl",47,1.18401530869141e-153,3.39749246111309e-151,0.905518528567787,0.905518528567787,0.90118242447526,0.873222416812609,0.887725845566667
"G0s2",48,6.68186295062843e-139,1.52979119745188e-136,0.106006282954894,0.142006857255618,0.106006282954894,0.167699307089012,0.146170384936602
"Ehd4",48,4.16530828549426e-153,1.17949473173846e-150,0.0989656561670079,0.0989656561670079,0.138697642478721,0.283069621056372,0.301939303047706
"Rps20",48,5.63986218239508e-142,1.36376937109351e-139,0.0928490570826671,0.278999202453483,0.325764197625206,0.0928490570826671,0.114509814588262
"Gdf15",48,4.58872089865197e-149,1.21918348715913e-146,0.104287534394177,0.437085584141158,0.47971726702977,0.141898017716186,0.104287534394177
"Mif",49,4.19025637571256e-148,1.07355366025846e-145,0.0875537742258335,0.130343438329921,0.173238192242508,0.0959855580090865,0.0875537742258335
"Actn4",50,4.33500054516218e-147,1.09757113802865e-144,0.907576795374505,0.800219201960156,0.835552919920066,0.88730906875809,0.907576795374505
"Six1",50,5.79545232238513e-149,1.50269794494036e-146,0.0957065686588885,0.0957065686588885,0.101722212161213,0.198897560851798,0.139049376160253
"Sh3bgrl3",51,2.12673908072176e-136,4.67036242410349e-134,0.891832315659339,0.787832235679107,0.891832315659339,0.741470595700399,0.784792132751169
"mt-Co3",52,1.03667536313989e-136,2.30002994743641e-134,0.0961742683824462,0.187758894288087,0.410087638950971,0.0961742683824462,0.133361470979691
"Csrp1",53,2.42555706876469e-140,5.73630919526201e-138,0.884968303692558,0.884968303692558,0.856936635531042,0.873872687124039,0.846683106223067
"Snai2",53,1.34589559170464e-144,3.32931253207766e-142,0.105515246565528,0.214746881757562,0.29961671044078,0.163470773369882,0.105515246565528
"Slc38a1",54,1.03224230275886e-141,2.46832073307483e-139,0.100775325581726,0.128941236443765,0.102326745058794,0.164558491332267,0.100775325581726
"Prrc2c",55,2.33053953608774e-138,5.27953066906794e-136,0.0960865954630292,0.0960865954630292,0.134885421388217,0.20706020457372,0.241843224988455
"Cyc1",55,1.51597969134622e-130,3.19856852328056e-128,0.0954520806923184,0.156149248086299,0.0954520806923184,0.21233216579101,0.195356299257624
"Hmgb1",56,3.85216960436326e-130,8.04879049082519e-128,0.092542471707337,0.199423135426687,0.092542471707337,0.563514302393462,0.396749159116072
"Pak1",56,8.26354970410195e-138,1.85249847064558e-135,0.107310952698092,0.107310952698092,0.15778256286357,0.299268636259804,0.317676551624802
"Ctgf",56,7.1921420903756e-130,1.48828932622093e-127,0.898044874235387,0.900829283934782,0.893737771948208,0.898044874235387,0.900029085527524
"Col5a2",57,4.73219718636325e-139,1.095071135997e-136,0.885073529820857,0.87208291194922,0.847405428548399,0.867019594405949,0.885073529820857
"Tmsb4x",57,5.20352581083424e-129,1.06652456166635e-126,0.890359715393239,0.743401165897898,0.890359715393239,0.678954541993452,0.718763194351288
"Tuba1a",57,1.80852894886369e-134,3.93144964732266e-132,0.892329904705524,0.892329904705524,0.742033250879582,0.869164445798117,0.87421158438543
"Trp53i11",58,5.61784763942981e-128,1.11946017637193e-125,0.0992313272611362,0.147230869161261,0.0992313272611362,0.428608721033529,0.41976242594936
"Ugcg",58,1.04592793494521e-133,2.25094150879562e-131,0.108308954720735,0.108308954720735,0.124023980328342,0.17130206350415,0.188372836280935
"Col5a1",60,1.40673363528881e-128,2.82937519299542e-126,0.892549994034531,0.891783626452234,0.810569747394228,0.888420137566943,0.892549994034531
"Cdh15",60,1.66383113715261e-126,3.25520999115095e-124,0.0976166225087226,0.18263535679929,0.0976166225087226,0.379547577349679,0.407332922035332
"Slc44a2",60,1.02720273781048e-130,2.18875545746721e-128,0.114988283466121,0.114988283466121,0.154089678137264,0.211835579583238,0.200722439994486
"Cdkn2a",61,5.38656679721164e-126,1.0350384289535e-123,0.114943425142078,0.147814804765546,0.114943425142078,0.141726947384451,0.172675151439471
"Uqcrq",62,8.70662169161432e-122,1.58792546970533e-119,0.106807025559024,0.232863685322677,0.386792447892405,0.106807025559024,0.109544102128838
"Atp6v1g1",63,3.18176674350129e-121,5.70623350724094e-119,0.117654128277367,0.429979526898695,0.347857388857543,0.117654128277367,0.119148044407821
"Myl6",63,1.18753369117055e-122,2.20318211790358e-120,0.90043029133775,0.863232447810036,0.90043029133775,0.71948539303028,0.769015165892598
"Mmp14",63,6.94496863961958e-129,1.410025189559e-126,0.887427417545157,0.875136939559129,0.822693379867537,0.868543744765096,0.887427417545157
"Fstl1",64,3.1293102130648e-126,6.06719685543864e-124,0.874578985882604,0.874578985882604,0.851800199522026,0.846528465189472,0.8443034093431
"Ier3",64,1.48557990321342e-121,2.68665252916439e-119,0.8840942945703,0.868399069254993,0.8840942945703,0.767187111348004,0.784647941480289
"St3gal1",65,2.9723321185057e-124,5.61118943178613e-122,0.114914119862197,0.114914119862197,0.176951228065401,0.220205335160791,0.200368684561427
"Stbd1",66,1.63916174982966e-126,3.23636697413615e-124,0.117156875775434,0.377663764255116,0.36345381421003,0.180260666514379,0.117156875775434
"Cavin3",66,9.7226934056104e-121,1.72927342795158e-118,0.881649731022116,0.717108441659883,0.881649731022116,0.737249041853854,0.679355704565222
"Prss23",67,1.39139982781892e-125,2.64993944199039e-123,0.874760531217333,0.831734458120586,0.811006528955294,0.861316403969644,0.874760531217333
"Fez1",67,6.918433381405e-120,1.22042299017391e-117,0.901992655579551,0.884796296753081,0.901992655579551,0.852493718114673,0.845133784153858
"mt-Nd1",67,4.1613037599276e-122,7.65430924935039e-120,0.101411903998421,0.101411903998421,0.386635164658012,0.234983882839666,0.260950345657231
"Cd9",70,2.37488852172311e-119,4.15528259154509e-117,0.877833322690763,0.755859664701578,0.877833322690763,0.699066219954821,0.825316988977172
"Calr",70,3.04709810772221e-123,5.70231290228604e-121,0.887399290201855,0.696932488098468,0.735734070427297,0.826366405238712,0.887399290201855
"Tpt1",70,1.15114026107924e-112,1.83508811545827e-110,0.110217898931445,0.307988127245669,0.449052532076882,0.110217898931445,0.134762429040276
"Rgs16",72,1.8162719897798e-117,3.15225721710097e-115,0.877683920370564,0.822638645650905,0.844657290038659,0.864115459783243,0.877683920370564
"Ahsa2",73,1.34893655490631e-113,2.19927754531353e-111,0.116138097296822,0.192674411912221,0.116138097296822,0.303207187999695,0.322123917329102
"Col8a1",73,1.938863244214e-111,3.06810852049486e-109,0.867286076099609,0.828013780288268,0.796618122587757,0.866083403132059,0.867286076099609
"Anxa5",74,7.19262801747003e-111,1.12987260995599e-108,0.881807275959061,0.801556777912073,0.881807275959061,0.647477981674662,0.717577982286574
"Cald1",74,7.01988189462331e-116,1.20859902603354e-113,0.863522360079919,0.863522360079919,0.811214059079875,0.781973146526562,0.819572210926638
"Ampd3",75,3.5958937234788e-115,6.14184355738002e-113,0.12170948719835,0.383505751379262,0.55666331338462,0.152044595040483,0.12170948719835
"Creg1",76,9.48867752661998e-108,1.43806921866471e-105,0.144212797279119,0.25329156491782,0.626063951729487,0.144212797279119,0.161485877910021
"Iqsec3",76,6.54504003759465e-115,1.10910083975648e-112,0.108869703921133,0.108869703921133,0.123750239457836,0.285337318206046,0.269986950149075
"Esd",77,2.05568454976849e-107,3.07224911080328e-105,0.122749435264854,0.223889231477599,0.497390040438279,0.122749435264854,0.179826760292599
"Rbm24",77,9.60255111273425e-115,1.61450392575898e-112,0.11288802282463,0.11288802282463,0.16156625837579,0.149406964643773,0.188411163649829
"Atf4",77,1.46665538517683e-114,2.44681322049539e-112,0.127198800971537,0.664374008205685,0.376183811498791,0.215899642122897,0.127198800971537
"Reep5",77,3.43656961870465e-108,5.24527764284695e-106,0.881015625736038,0.823189363853876,0.881015625736038,0.71172808954542,0.738071533706757
"Thbs1",78,2.96845212616197e-114,4.87664566466666e-112,0.872030324366996,0.753930095458918,0.634754308409131,0.844279042615295,0.872030324366996
"Smyd4",78,1.4974392214614e-114,2.4789530373131e-112,0.124752061698856,0.124752061698856,0.185249554320552,0.171405873245514,0.203934520781161
"Nid1",78,1.53728646816115e-107,2.31356238330743e-105,0.87247339270143,0.822244476784819,0.87247339270143,0.782695626792558,0.777944361024033
"Cox6a2",79,3.76162382473014e-113,6.08675987458778e-111,0.114921215620505,0.249663961586213,0.530651911527788,0.158049823599584,0.114921215620505
"Hexa",79,1.09012857026161e-106,1.60689431236986e-104,0.884007409322682,0.741959497792358,0.884007409322682,0.549773979035001,0.58874918631614
"Blvrb",80,4.72398293590883e-105,6.86924572727652e-103,0.154432345998629,0.172088502996966,0.751912522257802,0.154432345998629,0.184070898214254
"Tspo",80,4.12222870662161e-105,6.03499891123837e-103,0.881394047627771,0.786812691678383,0.881394047627771,0.716743825985431,0.761586301798357
"H19",81,4.31758763856293e-104,6.23616131339013e-102,0.129848170646814,0.228661190728727,0.129848170646814,0.524441356379604,0.476103040040355
"Ncl",82,8.43562553232629e-104,1.21028731387461e-101,0.111524542988832,0.201234141568618,0.111524542988832,0.383220893931318,0.292535188542837
"Sh3kbp1",82,5.33558240941138e-113,8.56918425618973e-111,0.871455234618452,0.871455234618452,0.859431445969414,0.856758800984797,0.866255255331368
"Rpl22l1",83,2.52601892156775e-100,3.50725504587476e-98,0.133095256224777,0.259832761895365,0.282625672183008,0.133095256224777,0.146849923005261
"Eif4ebp1",83,8.40399173773062e-111,1.31059642165002e-108,0.115075297825293,0.491528904894633,0.540595300031509,0.154601132008427,0.115075297825293
"Gal",83,1.34694435106646e-110,2.08543808484184e-108,0.125059733767462,0.125059733767462,0.200691836869284,0.443445138201477,0.455167178419466
"Sdc4",84,3.14013982666901e-107,4.66061718687883e-105,0.13385708295306,0.13385708295306,0.195672643604042,0.254515089215462,0.294547684501463
"Mt1",84,4.06355099085485e-100,5.60587697911455e-98,0.152473539937562,0.268216209105186,0.474111598343109,0.152473539937562,0.195455208596705
"Eva1b",85,4.57539855576467e-109,7.03336802275789e-107,0.880826300982355,0.874004259062842,0.853810860237228,0.863933221655372,0.880826300982355
"Npm1",85,2.36480802046677e-102,3.37039956347455e-100,0.110578749962053,0.227529990215666,0.110578749962053,0.340300007614406,0.314802153503585
"Emp1",87,7.69465196297297e-100,1.05475544519197e-97,0.855637020652519,0.8188084490598,0.855637020652519,0.806454605446839,0.833481800372517
"Ctsb",87,2.21734186112793e-96,2.96393876977232e-94,0.141300667529633,0.309621042072634,0.641868168909109,0.141300667529633,0.15763057732763
"Anxa2",87,1.51726652471428e-101,2.13418907701803e-99,0.878456377494388,0.878456377494388,0.868205024060933,0.794189573339425,0.863361693525704
"Bin1",88,2.85542002337329e-101,3.99035677422191e-99,0.125409832021904,0.125409832021904,0.144758673607716,0.158159724866113,0.240697731205216
"Plpp3",89,1.23171790596026e-98,1.66715729900447e-96,0.866793923894804,0.841565164483691,0.866793923894804,0.816625168151476,0.845635594503855
"Tpm1",89,2.88643038798197e-102,4.08676765656318e-100,0.858423026588685,0.609891550117988,0.424963335472316,0.797778750729714,0.858423026588685
"Id2",90,4.84732889119468e-99,6.60249145996211e-97,0.147702819368047,0.147702819368047,0.192662802541236,0.31412840427422,0.336779654101678
"Ifi27",90,5.11044495204303e-98,6.87386786330734e-96,0.877547543502815,0.771674601021188,0.877547543502815,0.677524937181147,0.676678043301272
"mt-Nd3",90,9.86427310418721e-96,1.29444525289763e-93,0.126126551435316,0.136873453211975,0.334070898362056,0.126126551435316,0.134969056831452
"Pclaf",91,1.62799001216103e-94,2.11060078624802e-92,0.850161552323663,0.269675472566866,0.240912902249909,0.850161552323663,0.541360640141243
"Pkig",92,7.30127387349047e-96,9.63992116756971e-94,0.140111883075487,0.204631525287158,0.140111883075487,0.386712860732506,0.391040235700955
"Pax7",92,2.40207246326467e-95,3.1330303928436e-93,0.121649194642461,0.121649194642461,0.157843016153328,0.212419350744943,0.187074496659646
"Taldo1",93,5.34249008093813e-89,6.38754050177055e-87,0.152064138683723,0.213344186543664,0.684844962173513,0.152064138683723,0.200564957781167
"Phf10",93,2.63807235970106e-96,3.50456513908188e-94,0.141371272895194,0.485924537299688,0.495772456957781,0.227441051803345,0.141371272895194
"Jsrp1",94,1.02291956624447e-92,1.31821868174534e-90,0.123022706360314,0.130222737475642,0.123022706360314,0.221730246960583,0.236277720115007
"1190002N15Rik",94,9.36862136309584e-91,1.15874770319073e-88,0.135926592831948,0.135926592831948,0.159634108426508,0.30562806162593,0.287603939806249
"Ahnak2",94,1.27671443194783e-87,1.50967974120599e-85,0.161162212238889,0.278114172483823,0.425172697514768,0.161162212238889,0.23188058180946
"Vcam1",95,1.89306498566929e-90,2.32803723180509e-88,0.14250807824178,0.14250807824178,0.214005169148828,0.266382395492271,0.259682915204405
"Hspa9",95,1.36661822844431e-91,1.7506542199018e-89,0.128163939756794,0.25765159550414,0.229281532278916,0.139515216122237,0.128163939756794
"Myf5",96,8.16691329268325e-90,9.87416522313696e-88,0.1277314323771,0.1277314323771,0.170662254012685,0.246591791669839,0.182611521825273
"Sptbn1",96,1.52076134243834e-91,1.93658608583525e-89,0.868087519614606,0.835556597025234,0.868087519614606,0.827033173430798,0.849418876723727
"Vat1",97,6.39946930969329e-91,8.00714994266911e-89,0.861058189039269,0.602328013615846,0.861058189039269,0.416461077692327,0.458467350336261
"Anxa1",97,2.01489280165488e-91,2.5507357637891e-89,0.841733311985401,0.69058056453138,0.81539685098552,0.780598492347522,0.841733311985401
"Atp5g3",98,3.29039048201588e-89,3.95600522700919e-87,0.122496160823547,0.152080609753089,0.122496160823547,0.263045381862484,0.28481083279809
"Vgll2",98,3.41464659357805e-91,4.29746253452586e-89,0.125398032816882,0.157896614949475,0.240753787097645,0.212468590573365,0.125398032816882
"Cd63",98,7.2219889163981e-85,8.26725656754283e-83,0.137895124241732,0.200386111179629,0.264296287068858,0.137895124241732,0.210100281706161
"Hsp90b1",99,8.52138610867103e-91,1.06005058060525e-88,0.859977757762374,0.605961701322941,0.65268747585794,0.796266783420899,0.859977757762374
"Neat1",99,1.87166691292426e-84,2.12000755963382e-82,0.169171298763928,0.532166777665409,0.62044833834581,0.169171298763928,0.258293238990309
"Spc24",100,1.55186361220529e-88,1.84517440874421e-86,0.140522756083799,0.270132129613642,0.140522756083799,0.670669433234346,0.380112762828387
"Marcks",101,1.01491532989553e-82,1.13170947226329e-80,0.840638848701744,0.821648536872138,0.767360823965254,0.840638848701744,0.826322309681432
"Shmt2",101,2.52296913149428e-90,3.0850465158459e-88,0.142243375083377,0.373840967580145,0.401682538054168,0.239981471610955,0.142243375083377
"Msn",102,3.90928539219018e-87,4.59736234564619e-85,0.868246896469423,0.837783971781653,0.868246896469423,0.754199852788142,0.820117139566641
"Chka",102,6.20684295066252e-90,7.54674955600036e-88,0.147585097577154,0.350458383693874,0.349734319568128,0.196884057971014,0.147585097577154
"Rars",103,3.9529549260669e-80,4.31835243471498e-78,0.15873347039265,0.353098838213167,0.440640888616253,0.15873347039265,0.175005548195739
"Cyb5a",103,4.12943088766184e-85,4.75237872370962e-83,0.843164800378527,0.436510363993653,0.843164800378527,0.392620117261859,0.465104476080322
"Maoa",104,1.13750412081161e-79,1.23637505979731e-77,0.16589202771644,0.267237446864491,0.480807519865841,0.16589202771644,0.183266950742531
"Tgfb1",104,8.80127091965837e-84,9.8652162219776e-82,0.846633144314303,0.834109502314529,0.846633144314303,0.83036942561994,0.820192094300164
"Fam19a5",104,2.78735769267423e-85,3.22509273677646e-83,0.172409001586871,0.172409001586871,0.199373641109493,0.259725500647225,0.298638049310015
"Slc3a2",104,4.10035087660709e-87,4.79585060953597e-85,0.145282055434975,0.516469088905881,0.561314291157699,0.171043300591386,0.145282055434975
"Trib3",106,5.61696609503203e-86,6.53420147736133e-84,0.147063659905183,0.54082023959284,0.530871218267257,0.239914337927359,0.147063659905183
"Pkm",107,7.75317250935683e-84,8.73591756931236e-82,0.127743107800334,0.127743107800334,0.183560264340515,0.147015025762075,0.198649980249041
