"","Top","p.value","FDR","summary.logFC","logFC.1","logFC.2","logFC.3","logFC.4"
"Sct",1,0,0,3.07372731822336,3.47628245733147,2.99203911871883,2.46660014643963,3.07372731822336
"Gsta4",1,0,0,-4.27431242873684,-0.888330298073309,-3.83703130799757,-3.30707337598855,-4.27431242873684
"Cth",2,0,0,-2.35759641177362,-0.305108057500301,-2.35759641177362,-0.305521228982129,-2.22209670935044
"Blvrb",2,0,0,-3.18555475585223,-1.27007856001235,-2.91216881961865,-2.77047705239969,-3.18555475585223
"Pclaf",2,0,0,3.25585517389709,1.20550090814835,1.41540111634525,0.0510084896714189,3.25585517389709
"Dynap",2,0,0,2.38543100208825,2.64052548985497,2.38543100208825,1.53238629845897,2.37082720002878
"Ttn",3,0,0,2.22237209665217,2.22237209665217,1.62105340250177,0.624231800482634,1.4844802569635
"Slc7a11",3,0,0,-2.3673002264161,-0.371800895214938,-2.3673002264161,-0.500030645431799,-2.36306386179297
"Hmgb2",3,0,0,3.2955485195381,1.52383234874224,0.818707961858904,0.123039983173976,3.2955485195381
"Cbr3",3,0,0,-2.04063894636022,-0.7496790147731,-1.86823211576086,-1.74985895854929,-2.04063894636022
"Cryab",4,0,0,-2.3178924722151,-4.15595208066328,-2.3178924722151,-2.1408250906492,-2.35986871368928
"Birc5",4,0,0,2.75638058475473,0.755247379339612,0.407030174552708,-0.208196349868362,2.75638058475473
"Sox11",4,0,0,2.02135715157791,2.02135715157791,0.876724733781732,0.0630517030522388,1.28203836823602
"Myod1",5,0,0,3.90358074748076,3.90358074748076,0.433940954315323,-0.240594128880524,0.17302853501358
"Sqstm1",5,0,0,-2.46994297770011,-0.259957259946692,-2.33545744751597,-0.472089736791672,-2.46994297770011
"Taldo1",6,0,0,-1.95537447132355,-0.617265923446694,-1.67099481593687,-1.44894111203378,-1.95537447132355
"Asb5",6,0,0,1.73462693765076,1.73462693765076,0.243974496709396,0.188231219829071,-0.0632392116616449
"Tpm1",6,0,0,1.79582698663542,0.291176288334272,1.79582698663542,0.575212964235439,1.44780772745264
"Peg3",7,0,0,3.32769702423858,3.32769702423858,0.657117902508665,0.110113603625198,0.495060091974303
"Cyb5a",7,0,0,-1.86553030891388,-1.41127769803479,-1.56358445848277,-1.57116949047899,-1.86553030891388
"Chrna1",8,0,0,3.88503226401518,3.88503226401518,0.425543283791542,0.221358974926183,0.289617619165766
"Ube2c",8,0,0,2.92723276925126,1.13313476043786,0.728548100845857,-0.00605178789917238,2.92723276925126
"Fabp5",8,0,0,2.42506421915102,1.35053265077184,1.86903626037891,1.09865880140873,2.42506421915102
"Nqo1",8,0,0,-1.4102737648252,-0.843045919440391,-1.29339392575908,-1.31593342122262,-1.4102737648252
"Hes6",9,0,0,2.59559486211842,2.59559486211842,1.0748591375834,-0.209807323909897,0.875284768997909
"Fth1",9,0,0,-1.63564206079963,-0.0782713706324492,-1.35297480666239,-1.02460813217413,-1.63564206079963
"Capg",10,0,0,-2.13604370704798,-2.75975153404482,-1.77153863285102,-1.42828808958136,-2.13604370704798
"Cdh15",10,0,0,1.3798970621364,1.3798970621364,1.1749781446617,0.407564245621024,1.02968785933452
"Ampd3",11,0,0,-1.46650624426806,-0.178655781661829,-1.46650624426806,-0.391929935989001,-1.5321322287771
"Crlf1",11,0,0,-3.53495310675092,-3.53495310675092,-0.592954439888596,-0.578096942946119,-0.7138223455508
"Spc24",11,0,0,2.18616745768871,1.41181129435407,0.998327205279198,0.501141430139576,2.18616745768871
"Serpinb6a",11,0,0,-2.11913076837916,-0.949444849756762,-1.71107161818402,-1.21981281904934,-2.11913076837916
"Creg1",12,0,0,-2.02266161570735,-0.40882640776791,-1.81282226419279,-1.21002602049506,-2.02266161570735
"Eno3",12,0,0,1.55859215618592,3.70155395132642,1.55859215618592,0.545293556587027,1.31019869423277
"Dpysl3",12,0,0,1.33860171160601,1.26946441298199,1.27573992770835,1.33571901528055,1.33860171160601
"Des",13,0,0,3.53906286540176,3.53906286540176,0.526678156590776,0.0826119684401907,-0.0321348457234585
"Slpi",13,0,0,-1.77472704027181,-0.0136670587576258,-1.41843717430036,-1.37595578554508,-1.77472704027181
"Cdk1",13,0,0,2.39695582225509,0.823931368128875,0.450697916841793,-0.269859276002777,2.39695582225509
"Mt2",13,0,0,-2.35621248497002,-0.231982512612753,-2.11040131082442,-0.814800578476035,-2.35621248497002
"H19",14,0,0,2.1553640016637,2.15830671571237,2.00836689377996,0.791904262769929,2.1553640016637
"Trp53i11",15,0,0,1.33321171919441,1.50845506753864,1.33321171919441,0.2525087411872,1.32796235978023
"Hmgb1",15,0,0,1.56967527415538,1.230891210179,0.867185492644599,0.312113031666724,1.56967527415538
"Cox6a2",15,0,0,-1.65973532651865,-0.0928283779743112,-1.65973532651865,-0.803250850538889,-1.62855081816818
"Cst6",15,1.62931281979405e-293,1.98104187541171e-291,-1.38427263029341,1.25418905291892,-1.17042876812092,-1.38427263029341,-1.36949192878763
"Gstm1",16,0,0,-1.89222979633734,0.286907187256421,-1.39394450831406,-1.22740722889898,-1.89222979633734
"Purb",16,0,0,1.50838497403182,2.0366273534322,1.50838497403182,0.621972443603633,1.3103186202442
"Sparc",16,0,0,-2.25757644467025,-2.25757644467025,-0.00143413531155101,-0.153061011027338,-0.206597341473915
"Dek",16,0,0,1.99525786454735,0.936436361267124,0.629702924694239,-0.0244032511700585,1.99525786454735
"Smc2",17,0,0,2.0567071005729,0.468737494807214,0.0204693363851161,-0.332347974491499,2.0567071005729
"Igfbp7",17,5.64051333690742e-314,7.40179801960183e-312,-4.10438513356779,-4.10438513356779,0.0475242330984169,0.0986790741185354,0.045599587258584
"Gclm",18,0,0,-1.81979028091675,0.173796910225464,-1.79484829044597,-0.953924974985287,-1.81979028091675
"Psph",19,0,0,-1.92368438662152,-0.0423222128674674,-1.92368438662152,-0.299871719294638,-1.79958084322569
"Chchd10",19,0,0,-2.19927908604167,0.680352189606862,-1.91587024650626,-1.214929988924,-2.19927908604167
"Rrm2",19,0,0,2.0635711325974,1.83471025664175,1.13383345616361,0.159687213450232,2.0635711325974
"Ankrd1",19,7.37907362011364e-269,8.3144001768829e-267,3.09976383188899,3.09976383188899,-0.0022486571286775,-0.530152665644614,-0.726808664385979
"Ptgr1",20,1.60195226583122e-190,1.36807994892675e-188,-1.47698949809993,0.875133546051858,-1.37993675290802,-1.47698949809993,-1.47830087496024
"Jsrp1",20,3.9694615294599e-267,4.42625811272064e-265,1.27778320615522,1.27778320615522,0.510334709598743,-0.0108001989373896,0.214959273827254
"Nnmt",20,0,0,-1.32524200055048,-0.901816310403964,-1.32524200055048,-0.382523780361976,-1.46832622235323
"G0s2",21,7.43531752147585e-251,7.96096857610385e-249,2.17017638997591,2.17017638997591,0.670802864721144,0.424393928718379,0.530704455119311
"Ccnd2",21,0,0,-2.38184326100302,-1.36606598821643,-2.02830339099105,-1.18299122791403,-2.38184326100302
"Smc4",22,0,0,2.15185498165035,0.432547671693512,0.0890573104779744,-0.119370967559469,2.15185498165035
"Selenow",22,0,0,-1.35779718947877,-0.543118082037933,-1.19519832669976,-1.00886342737511,-1.35779718947877
"Col4a1",22,1.29801219883742e-250,1.38289705599906e-248,-2.74705650353733,-2.74705650353733,0.452405536842377,-0.119426501145638,0.435184722800868
"Iqsec3",23,5.57745368038631e-250,5.91292515544777e-248,1.17660050244257,1.17660050244257,0.620596366421534,-0.111892471024814,0.556093301532073
"Ctsb",23,0,0,-1.88064052928865,-0.482917994059951,-1.68454712015924,-1.04797239239148,-1.88064052928865
"Tuba1b",23,0,0,1.7372848590129,0.392995090030217,0.495809585409988,0.00300747122748657,1.7372848590129
"Rapsn",24,2.6457443921548e-241,2.71138405064594e-239,1.31342313447787,1.31342313447787,-0.0916883452038164,0.0718479080347048,-0.250672763977702
"Esd",24,0,0,-1.28091352207957,0.0963246234174102,-1.07735079853245,-0.83198593455273,-1.28091352207957
"Emp2",24,0,0,-1.56856352229813,-0.925997497874473,-1.56856352229813,-0.723693969080081,-1.5315505571556
"Tm4sf1",25,2.67923794843849e-239,2.70703661447613e-237,-3.17096175337894,-3.17096175337894,-0.000457273661644164,-0.597599561419889,-0.299774652792015
"Gdf15",25,0,0,-1.76353468490056,0.00617206806540299,-1.76353468490056,-0.0725064492210142,-1.82124231698834
"Atf4",25,8.30841292667558e-139,5.60518352962326e-137,1.02229894596569,0.440089487860285,-0.957741964926302,1.02229894596569,-0.613265268396502
"Ptma",26,0,0,1.23707070489763,0.887796984724526,0.805225102396791,0.373786127668211,1.23707070489763
"S100a16",26,1.05809445164671e-271,1.21123673903666e-269,-1.25685335903739,-1.41046637212705,-0.828641325141874,-1.03171521552861,-1.25685335903739
"Ank1",26,4.73103175897312e-230,4.64915682579259e-228,1.25347719601198,1.25347719601198,0.793199603953279,-0.0566346405992313,0.721448595657191
"Lgals3",26,0,0,-1.83963910102188,1.91656959914023,-1.55502064255142,-0.644699270962746,-1.83963910102188
"Vat1",27,0,0,-1.68770005901026,-1.35150161423346,-1.45953017034597,-0.9519483305033,-1.68770005901026
"Txnrd1",28,1.73843561224989e-117,1.05686081387653e-115,-0.939524242591447,0.148638834900842,-0.844240691346766,-0.939524242591447,-0.825123466282849
"Six1",28,1.19301601290805e-223,1.1411065606131e-221,1.4573552646283,1.4573552646283,0.308914940396226,-0.0283106515998404,0.411812784289834
"Cdca8",29,0,0,2.07008100863443,0.604768421178678,0.240162937072294,-0.167130222322143,2.07008100863443
"Ghitm",29,0,0,-1.57454740074678,0.0328128147271667,-1.57454740074678,-0.540276125868685,-1.58877895013204
"Aebp1",29,3.35250941091725e-217,3.10988599277371e-215,-2.83232657069597,-2.83232657069597,-0.266601589262714,0.0181165360488938,-0.337649209124636
"Ctsl",29,0,0,-1.70194080628622,0.356859132475507,-1.32859650569695,-0.963741599923338,-1.70194080628622
"Pgd",30,2.13969016800196e-218,2.01084157666244e-216,-1.11760675390008,-0.0021698879253309,-0.942148991262523,-0.950246227834391,-1.11760675390008
"Col1a2",30,1.91390872546028e-212,1.74530634239958e-210,-3.50458123030819,-3.50458123030819,0.326764439195036,0.193481317421377,0.322991948216057
"Aldh1l2",30,0,0,-1.30882221391876,-0.374401422848997,-1.30882221391876,-0.406272681672509,-1.17417480422855
"Prdx6",31,1.62792597244054e-182,1.35268705995722e-180,-1.00383449102071,0.355763509417795,-0.901192971664691,-0.875778319032753,-1.00383449102071
"Tagln",31,1.54930123294301e-207,1.40094587538515e-205,-4.63752817791531,-4.63752817791531,0.220002906907718,0.215399933472658,0.245139018341782
"Top2a",31,0,0,2.60081354355768,0.810704460625356,0.206229640534229,-0.206951775636656,2.60081354355768
"Gadd45a",32,0,0,-1.58768186542872,0.0694630768229756,-1.58768186542872,-0.243487773986541,-1.48780431989902
"Mki67",32,0,0,2.20579565692522,0.492733870996882,0.497245258738878,-0.223457713872615,2.20579565692522
"Col4a2",32,8.49022843931364e-204,7.61325859343619e-202,-2.41039520757841,-2.41039520757841,0.192576978688874,-0.183733091496752,0.175329364466032
"mt-Nd1",32,1.4703471843522e-98,8.15550045217629e-97,-0.739022051980606,0.26281866021711,-0.323362660185089,-0.739022051980606,-0.384027468462023
"H2afz",33,0,0,1.36164526485714,1.04788386893135,0.393988576768969,0.189637371896091,1.36164526485714
"Gsta1",33,0,0,-1.42932455598637,-0.0527168175475456,-1.22405152791436,-0.85693977623217,-1.42932455598637
"Thbs1",34,0,0,2.06894884843977,-0.71808661559787,2.06894884843977,0.934239449353884,1.78059240914478
"Ttll7",34,9.00349160108299e-197,7.9087405202818e-195,1.40664417026837,1.40664417026837,0.390498738220174,0.107906485759988,0.348826709173081
"Cenpa",34,0,0,1.98880902673807,0.821766430978337,0.942516175519355,-0.149215190796723,1.98880902673807
"Igfbp3",34,5.01812486783885e-93,2.67977829480796e-91,-0.964839368136311,-0.0423946061383259,-0.666146079091248,-0.964839368136311,-0.615404288071161
"Atf5",35,0,0,-1.61446322103232,-0.90993276861886,-1.61446322103232,-0.342008275981586,-1.63708987868509
"Gal",35,2.84369997807217e-196,2.48777509057288e-194,1.88872872349648,1.88872872349648,1.62486925498201,-0.668012169457387,1.45859115877874
"Cthrc1",36,1.86674651978689e-146,1.31288404746187e-144,1.07427412644675,0.0682521336960611,1.07427412644675,0.954831253736894,1.05256217591911
"Slc38a1",36,3.10430335016477e-196,2.7047656841658e-194,1.39875234926176,1.39875234926176,0.0776636956648105,0.184138458814237,0.268912738492658
"Igfbp2",37,2.45526147706162e-120,1.51403100996688e-118,1.08479138152375,1.12023100730952,1.08479138152375,1.00014606429302,1.0363813060978
"Eif4ebp1",37,0,0,-1.40522781716142,-0.090494048221307,-1.40522781716142,-0.11130215227994,-1.31902945698365
"Ppp1r14b",37,0,0,0.870128861057799,1.55381098172227,0.870128861057799,0.307880811511883,0.735485705100643
"Srxn1",38,0,0,-1.7093147451135,-0.386123265189311,-1.64991226791486,-0.789774282115014,-1.7093147451135
"Oaf",38,1.84559524085549e-184,1.5515255929082e-182,-2.92405240312441,-2.92405240312441,-0.5844662400637,-0.554849520461227,-0.759559112836609
"Calm1",38,5.31606754156383e-278,6.1509187936555e-276,-0.935815919297306,-0.752075379694313,-0.607305052545719,-0.761288183405416,-0.935815919297306
