"","Top","p.value","FDR","summary.logFC","logFC.1","logFC.3","logFC.4","logFC.5"
"Coro1c",558,0.0990092098876473,1,0.617745197678679,0.229248016556897,0.617745197678679,0.513271122054708,0.41713655633724
"Suclg1",558,8.57627814780499e-05,0.00177471232710492,0.734196995958159,0.0912278274599196,0.166083988914979,0.333351839470683,0.734196995958159
"Gm26649",559,1,1,0.000847385439202108,0.000847385439202108,-0.000535422458659645,0.00063674485892189,-0.00447753781252302
"Ddx18",559,9.03162316166036e-05,0.00186714276716708,0.751216052051522,0.312577594573815,0.58338910694431,0.514618784373149,0.751216052051522
"Ank2",559,1,1,-0.534615427568719,-0.0298486018700477,-0.433045225127537,-0.534615427568719,-0.190778602895891
"Creb1",560,1,1,0.0512067015179858,0.0512067015179858,0.129323536198449,0.062387864581998,0.0843016499380879
"Laptm4a",560,9.4162888249249e-05,0.00194479800193099,-0.705636663633708,-0.181217410140557,-0.527845624032956,-0.309333230178952,-0.705636663633708
"Skp2",560,9.02368748887049e-08,2.04851032118124e-06,0.66847472907023,0.0187774405800074,0.66847472907023,0.444838973585961,0.58110222125742
"Mettl21a",561,1,1,0.0242832171969309,0.0242832171969309,0.00709153609231872,0.0952794178935184,0.207043791361989
"Gm28982",562,1,1,-0.000189107697991707,-0.000189107697991707,0,0,-0.00131681088019354
"Itgb4",562,1,1,0.524098910763801,0.345008452118758,0.462164236647949,0.524098910763801,0.241608363163812
"Gm29152",563,1,1,-0.000179416226788044,-0.000179416226788044,0,0,0
"Gnai2",563,9.92024029169588e-05,0.0020469174622971,-0.6954905854148,-0.0233631465278443,-0.043035302089562,0.128342057422021,-0.6954905854148
"Hes1",563,1,1,0.494067359137206,0.171921798132831,0.347282303289343,0.494067359137206,-0.261150927550703
"Ccnyl1",564,1,1,0.105246728644927,0.105246728644927,0.176484356067164,0.145132581779083,-0.117816793081583
"Wbp11",564,2.79812501536897e-07,6.26622772692567e-06,0.670207979180947,-0.0287802484213877,0.670207979180947,0.304678981308461,0.628523056411955
"Colgalt1",564,0.0001043019695227,0.00215007920124331,-0.737757070807322,-0.0960898356656361,-0.00986780962393841,-0.265409589754503,-0.737757070807322
"Pabpc1",564,1,1,-0.546888874953882,-0.193331310414704,-0.430371378796699,-0.546888874953882,0.178256935506663
"Fzd5",565,1,1,0.0172261289657216,0.0172261289657216,0.0219864494798094,0.0229226210145967,-0.045340744946669
"Tufm",565,1,1,0.571615241629548,0.2071217238291,0.522425199667202,0.510662746827658,0.571615241629548
"Plekhm3",566,1,1,-0.0271557552983338,-0.0271557552983338,-0.0528203397630036,-0.0470290230096866,-0.0320052197471255
