"","Top","p.value","FDR","summary.AUC","AUC.cap50_r16h","AUC.cap50_r4h","AUC.cap50_r8h","AUC.control"
"Ampd3",30,0,0,0.11162531107135,0.200546314681597,0.536993193252442,0.500627459730915,0.11162531107135
"Gstm1",32,0,0,0.130193212730263,0.401022082051888,0.513704157800044,0.524549864220144,0.130193212730263
"Cdc20",32,0,0,0.821253728800141,0.821253728800141,0.485111224896171,0.547443314175955,0.775668014386142
"Pck2",33,0,0,0.129722905947979,0.165869206771738,0.451256489793532,0.391610115865602,0.129722905947979
"Esd",33,0,0,0.118619496697217,0.402320626780009,0.538249056706194,0.552528027313327,0.118619496697217
"Cyb5r1",34,0,0,0.1344528666303,0.165056636771967,0.51743870873791,0.418302500438708,0.1344528666303
"Atp6v1g1",35,0,4.94065645841247e-324,0.157703923121716,0.157703923121716,0.593084034442425,0.565189164859041,0.241093000069805
"Emp2",35,0,0,0.134314874965708,0.266351383880653,0.533387198554408,0.48585760429801,0.134314874965708
"Cenpf",36,1.42587345389784e-320,4.20333265118482e-318,0.805546794909663,0.805546794909663,0.496194750959474,0.540190057225449,0.72573433949758
"Nnmt",36,0,0,0.11695943283755,0.193781187196115,0.496316417461727,0.44983646334355,0.11695943283755
"Hmgb2",37,6.49580910546371e-317,1.8639508164328e-314,0.831802531022934,0.831802531022934,0.476266472083775,0.51781534780518,0.817489911729891
"Cyb5a",37,0,0,0.137036676343853,0.458167393438598,0.44863643220159,0.561346593057184,0.137036676343853
"Mki67",38,1.41123333825733e-282,3.84444970539711e-280,0.805420006662913,0.805420006662913,0.491775976007011,0.509547386151333,0.750307252245686
"Tk1",39,2.79917142632169e-281,7.53012103323361e-279,0.816110385745706,0.816110385745706,0.479439848676309,0.507889546903993,0.734006678552568
"Dynap",39,0,0,0.862206690137184,0.704950910243164,0.511578934731741,0.506017539718715,0.862206690137184
"Gpx4",40,0,0,0.115481412949776,0.310061722367094,0.518056801710743,0.499422765080011,0.115481412949776
"Jund",40,2.32844942814696e-278,6.18648890656148e-276,0.186248779838941,0.186248779838941,0.567890612889133,0.528992026822946,0.257705202065626
"Aldh1l2",41,0,0,0.125309241362512,0.223802654797197,0.477622367219881,0.425034120166901,0.125309241362512
"Gars",42,8.51023090819099e-278,2.23352048018516e-275,0.166823393817958,0.166823393817958,0.495458697328087,0.427631069937045,0.217479929015581
"Plk1",43,4.14619659617689e-268,1.06226543983719e-265,0.807233058498208,0.807233058498208,0.486522237932912,0.546285854207699,0.708833582954234
"Selenow",44,0,0,0.123489305553169,0.390415994045976,0.505554824825812,0.479151494101692,0.123489305553169
"Birc5",44,9.92480944653356e-262,2.45507843791782e-259,0.819778042204612,0.819778042204612,0.491019983892629,0.52693056697878,0.759701134931713
"Capg",46,0,0,0.158861663979502,0.372606987378642,0.549042848426295,0.553165905772461,0.158861663979502
"Dek",46,7.00388608876377e-252,1.62075948942248e-249,0.825887467494186,0.825887467494186,0.4807223576682,0.506077809491826,0.785545835935098
"Purb",47,0,0,0.859561456496052,0.766339207386591,0.468054531229041,0.535664404634624,0.859561456496052
"Hist1h1b",47,2.23642407213954e-248,5.01355025588718e-246,0.776507403750441,0.776507403750441,0.514418446124079,0.535852969599179,0.771981703519962
"Trp53i11",48,2.33544575467144e-244,5.12868653941688e-242,0.819401595643146,0.819401595643146,0.497157226421308,0.520770365436659,0.819479293771232
"Cox6a2",48,0,0,0.115875125473489,0.295801982879769,0.507077717805744,0.478392024879362,0.115875125473489
"Arl6ip1",49,5.50863470722277e-244,1.19748815691048e-241,0.80177523638674,0.80177523638674,0.518513977555114,0.567553351831014,0.696682094787198
"Vat1",49,0,0,0.144045607955788,0.331385094283437,0.530984141598722,0.517114746733332,0.144045607955788
"Aars",50,6.00549111481355e-228,1.24273244501832e-225,0.191649497006311,0.191649497006311,0.496174577599062,0.429750603678867,0.280501966096114
"Snrpa1",52,1.69939355289366e-224,3.3863563566504e-222,0.819714286403196,0.819714286403196,0.47769679726373,0.529760372988601,0.77833714395074
"Ctsl",53,0,0,0.14754934441892,0.375101942974625,0.579450574745041,0.561488881114556,0.14754934441892
"Ptma",54,0,0,0.870526688431318,0.774089405204386,0.494693179629551,0.557637362288241,0.870526688431318
"Klf4",54,5.73664955395501e-213,1.11223815360962e-210,0.187521705705793,0.187521705705793,0.561606023927223,0.415691370919619,0.191891558867143
"Cenpe",55,1.18549655907407e-208,2.25779393343658e-206,0.778410433045156,0.778410433045156,0.492393494835046,0.531593111379849,0.718671144778637
"Uqcrq",55,0,0,0.128460320673215,0.273789473641909,0.501900680257196,0.429333107017999,0.128460320673215
"Nars",57,2.04499810128977e-204,3.82699166416148e-202,0.18097422802836,0.18097422802836,0.482433805019383,0.426209123778416,0.327494214587408
"Sfpq",58,8.75991712918205e-203,1.6251911770442e-200,0.816638656711679,0.816638656711679,0.449364839268164,0.549954110875078,0.785451923099364
"Lonp1",58,0,0,0.155614152285087,0.234465486069167,0.504793247848392,0.467638028526198,0.155614152285087
"Top2a",59,8.4444894663249e-178,1.48962178528507e-175,0.755560297556543,0.755560297556543,0.481639058131117,0.539514662000572,0.708277478932866
"Cebpg",60,6.06340786541175e-177,1.05234355380266e-174,0.210165423498865,0.210165423498865,0.502168101245738,0.388130891370322,0.277212364689665
"Mt1",60,2.88156871017865e-318,8.38030951871194e-316,0.164914785174322,0.337633544593496,0.589615495228596,0.562239590195444,0.164914785174322
"Hes6",61,1.47040730110948e-175,2.53157084217424e-173,0.775305346686487,0.775305346686487,0.446032241884072,0.554216702258537,0.684070881939392
"Psap",61,1.14737449298057e-311,3.24903242939873e-309,0.158490388693584,0.348371042287798,0.540277353693552,0.534538364373668,0.158490388693584
"Htatip2",62,1.57967406936196e-307,4.41508644762835e-305,0.163400430752531,0.296763041808776,0.480867668497145,0.507305023546326,0.163400430752531
"Lmnb1",62,2.35648681492e-174,4.02491688443603e-172,0.787197923485805,0.787197923485805,0.499955529875625,0.554379290483674,0.784358174060771
"Ifrd1",63,3.25968367976019e-174,5.52375216315894e-172,0.211202796494616,0.211202796494616,0.488961283328453,0.430521706369029,0.395331266985732
"Cdca8",64,9.60551678728924e-172,1.61500255296287e-169,0.778297489030104,0.778297489030104,0.488148946731368,0.538085357323133,0.727156823243578
"Nqo1",64,1.2853185982849e-298,3.54632584021649e-296,0.164894894006064,0.481680143192355,0.466271681142945,0.501619504868396,0.164894894006064
"Ccnb1",65,1.39977173204654e-167,2.29957919430338e-165,0.768743864031561,0.768743864031561,0.504797214666999,0.547762884135706,0.733297836880539
"Nasp",66,3.35079848422116e-167,5.4630707711307e-165,0.796910586356459,0.796910586356459,0.495792223260902,0.544982368521724,0.778861289495108
"Herpud1",67,2.9081718367074e-161,4.63605674798375e-159,0.210255521517633,0.210255521517633,0.480137382411231,0.420521455945786,0.317906751051898
"Tpx2",68,1.47639292385128e-157,2.33628324369139e-155,0.768264741092774,0.768264741092774,0.503366028269846,0.527849213811178,0.6801952071514
"Spc24",68,6.3657312505177e-269,1.65056508725781e-266,0.822292329307785,0.756084087733448,0.473513630458486,0.500320924861627,0.822292329307785
"Cdca3",69,6.41101381243909e-150,9.78520767783717e-148,0.775876818085188,0.775876818085188,0.488414671383005,0.509840208479219,0.719497344343387
"mt-Nd3",69,2.06804853849025e-266,5.23605559962955e-264,0.145668011203555,0.398210899288338,0.409732041403147,0.333506246845181,0.145668011203555
"Aurka",70,2.03586528282675e-146,3.06390606655347e-144,0.772858996600628,0.772858996600628,0.486501934085045,0.53259144045879,0.715181332133286
"Lamp1",70,3.33971146001063e-264,8.35743375940565e-262,0.158579156347129,0.264162186882259,0.542204105344088,0.479614450056541,0.158579156347129
"Hmgb1",71,3.46105875227773e-261,8.46425515997391e-259,0.84161299233824,0.79126921263896,0.439739301725096,0.491592576894419,0.84161299233824
"Hmgb3",72,2.16438536608151e-162,3.50223589950669e-160,0.78900607704364,0.779018654951513,0.475899228192806,0.55620417978819,0.78900607704364
"Crip1",72,2.21392171084929e-258,5.35346170103253e-256,0.810593325436274,0.617790179315954,0.500367035111042,0.500312702008862,0.810593325436274
"Cars",73,2.8201239655359e-143,4.21471443488177e-141,0.219168172653845,0.219168172653845,0.475193238870856,0.452130569184,0.311726352901787
"Gpnmb",74,8.77989632832807e-258,2.09946832091043e-255,0.155134483392943,0.313079825156797,0.540804783983239,0.512235885239624,0.155134483392943
"Idi1",75,1.55265533844241e-255,3.67194456468338e-253,0.841707727342262,0.669679284006075,0.496658007519209,0.514887288048962,0.841707727342262
"Smc2",76,5.4857313773077e-138,7.87056166473605e-136,0.779592517443933,0.779592517443933,0.489168680088084,0.538050830685668,0.696483395277083
"Eno3",76,5.82415384327859e-254,1.36240885718699e-251,0.80796238691473,0.746637197943579,0.506301630623422,0.512295384120288,0.80796238691473
"Fam129a",77,8.39790709810648e-249,1.92267402828023e-246,0.155904271604514,0.240824388834436,0.502183524862819,0.443397969628146,0.155904271604514
"Tyms",77,9.70253096555613e-136,1.36475927391982e-133,0.773551429210967,0.773551429210967,0.502517912012832,0.538128153534117,0.770357788543408
"Anln",78,1.46421385682124e-135,2.03299009113868e-133,0.765421409169985,0.765421409169985,0.493921346338235,0.528327891299867,0.648675874102802
"Avpi1",78,2.23328065566092e-248,5.01355025588718e-246,0.183180288032603,0.25173340229328,0.406765487425446,0.509549979153199,0.183180288032603
"Hsp90b1",79,3.19562984110956e-135,4.40853524426414e-133,0.797506089251692,0.797506089251692,0.52356371154339,0.621231971161708,0.772124071241572
"Scpep1",79,8.2374578703151e-246,1.82761165801091e-243,0.179966246543976,0.271442444364875,0.514342737303179,0.455540717043974,0.179966246543976
"Bub1b",81,1.94267768394968e-132,2.64609914153672e-130,0.771809306458244,0.771809306458244,0.492020483398603,0.536338047831213,0.688760980720525
"Dpysl3",81,4.26574505970156e-237,9.0894157851322e-235,0.814027044987139,0.49052566286543,0.533358647899439,0.469876022740673,0.814027044987139
"Tpt1",82,3.53090106711612e-231,7.44985508484364e-229,0.151237432229464,0.290281771306152,0.534769008498909,0.496943948737241,0.151237432229464
"Cks2",82,9.55518604773478e-132,1.29331546498933e-129,0.771556172015684,0.771556172015684,0.486050473591166,0.57928923155759,0.671636063971695
"Kif23",83,1.23939648448099e-131,1.6670657339072e-129,0.771384716530816,0.771384716530816,0.485345528168849,0.531479439784516,0.721501896715719
"mt-Cytb",83,6.27588990671214e-230,1.31129540468307e-227,0.152931921070996,0.336402472913329,0.444913311964708,0.366558634266384,0.152931921070996
"Slc48a1",84,8.67196244992758e-227,1.76065381023474e-224,0.188791560076526,0.403963589469704,0.470698259245167,0.525298704470858,0.188791560076526
"Ccna2",85,2.83301543738503e-129,3.76353859431871e-127,0.763309229501194,0.763309229501194,0.478196772993064,0.511566540352435,0.711269614548411
"H19",85,2.44435439037476e-225,4.91635054535103e-223,0.813234793016216,0.768065195280021,0.481913943002036,0.487607903918208,0.813234793016216
"Ehd4",86,1.20732986529013e-124,1.53745242786444e-122,0.77899576876878,0.77899576876878,0.450735322901644,0.520365927226632,0.669416713503738
"Rars",86,7.88531766814811e-219,1.55688001409371e-216,0.180196824966418,0.239611320683443,0.4997882449594,0.480449209774505,0.180196824966418
"Tacc3",87,1.81856599757484e-123,2.3021975784593e-121,0.769009034315611,0.769009034315611,0.489095137358924,0.540864120908827,0.741338589693892
"Mcm6",88,5.21288364047731e-120,6.44749820843176e-118,0.763876601882092,0.763876601882092,0.489754307782324,0.525193325809423,0.697282648939233
"Ptgs1",89,1.8119356031421e-210,3.48166661743047e-208,0.193084047664968,0.283034426525307,0.519510301462556,0.439761763398251,0.193084047664968
"Lars",89,1.23653175412384e-118,1.51201135684657e-116,0.215741675075681,0.215741675075681,0.478433007480063,0.46256849963399,0.219926993577752
"Mcm3",90,4.33715838022856e-104,4.99144307491435e-102,0.754512134499223,0.754512134499223,0.493343626183717,0.52999892916031,0.731631566976375
"Tnfaip2",90,1.06614860043181e-150,1.6388988592781e-148,0.207280719230697,0.227937237607604,0.499117408957598,0.454994317821856,0.207280719230697
"Cstb",92,6.94975537232945e-199,1.27833919117862e-196,0.186367197967727,0.315382368034734,0.545685458425914,0.522524823203994,0.186367197967727
"Maoa",93,2.59506124027376e-197,4.73290787728225e-195,0.199407635704976,0.363786162278507,0.539628752753938,0.541819910740933,0.199407635704976
"Gnpnat1",93,2.1729610757685e-108,2.56946677536336e-106,0.238411996298024,0.238411996298024,0.523620317001002,0.446412859906323,0.246902335106459
"Pbk",95,1.51340728830342e-104,1.75107732535366e-102,0.759920205786768,0.759920205786768,0.499341377623907,0.52472609490555,0.681987825756336
"Rnh1",97,9.29591093387195e-182,1.66714416006549e-179,0.194236170652008,0.285031090246307,0.604929398458056,0.572958919748882,0.194236170652008
"Srsf7",98,5.43221509746439e-98,6.12076969175565e-96,0.784578811855485,0.784578811855485,0.408336791250868,0.608715667954478,0.721077021361736
"Cst6",98,5.05986716823977e-180,8.99945465518085e-178,0.214429737710282,0.549789463193432,0.519431539235229,0.555862370749369,0.214429737710282
"Palld",99,1.26323807463182e-177,2.21025582147565e-175,0.797246775880319,0.649344920694052,0.488935368520058,0.500029223831846,0.797246775880319
"Trim35",99,7.78736083549086e-114,9.41526924385396e-112,0.221960321840163,0.234753281324031,0.45962467632587,0.37614676091551,0.221960321840163
"Pak1",100,1.44477211057867e-95,1.60272889648268e-93,0.764149869735625,0.764149869735625,0.475020603969011,0.522074481852818,0.648789359848101
"Npnt",101,4.40018066810818e-95,4.85621990555679e-93,0.751113104358984,0.751113104358984,0.471077690664353,0.513730715775038,0.750679747523258
"Ero1l",103,4.25643963531899e-125,5.48519984381447e-123,0.219388685521585,0.241932389514391,0.50516140515154,0.447721718479049,0.219388685521585
"Anp32a",103,1.35423250633655e-168,2.25925874177278e-166,0.801827234542016,0.711691523994726,0.491594415763302,0.520622797934046,0.801827234542016
"Slc7a3",104,1.73805709095077e-168,2.87728666571929e-166,0.170188703004595,0.271448713450927,0.528012185440419,0.507733009016545,0.170188703004595
"Ckap2",104,2.28998290660536e-90,2.46413610665272e-88,0.752803627711129,0.752803627711129,0.485350825959487,0.517567984771277,0.681995861788313
"Sox11",105,6.66497411437447e-90,7.13616457290815e-88,0.737906008718048,0.737906008718048,0.47474535373322,0.479671753061751,0.690954048324824
"Malat1",106,6.22642885345957e-89,6.60093474656664e-87,0.254923945135852,0.254923945135852,0.512503464441908,0.463696946013795,0.299972025060962
"Gsto1",106,2.63325372359368e-162,4.22912338697448e-160,0.198462380867815,0.329544213332176,0.534631970574557,0.511420584715847,0.198462380867815
"Mcm5",107,6.83982775915971e-88,7.14562782547942e-86,0.752481432855878,0.752481432855878,0.482885135025808,0.527595403313174,0.728392542180416
"Gbe1",107,1.21759282476705e-155,1.91268723954833e-153,0.201313740055212,0.436710642697861,0.488578537527931,0.526503492563271,0.201313740055212
"Slpi",108,1.32374799703851e-153,2.06437540900473e-151,0.177275767125447,0.462480263430211,0.461171422412421,0.500792687678672,0.177275767125447
"Eef1a1",108,7.40210935327248e-88,7.69569059863649e-86,0.194201617826066,0.194201617826066,0.577202328104962,0.445142709478576,0.314865524033093
"Pgd",109,2.68347196392342e-152,4.15474821119398e-150,0.199805591677917,0.47431129468281,0.446266623449222,0.549491481965509,0.199805591677917
"Rrm1",110,1.97221956874837e-84,2.04058352591506e-82,0.754814939392807,0.754814939392807,0.465408428341249,0.505740158600142,0.735244731386481
"Tuba1b",111,3.1698730635018e-83,3.26405924400102e-81,0.784227260799204,0.784227260799204,0.410085349234013,0.46925996287382,0.756390448886911
"Prc1",112,4.38682303967612e-82,4.47435159416439e-80,0.712681758285743,0.712681758285743,0.499321856700766,0.525069025242476,0.660977049941366
"Tfrc",112,1.65955804949587e-148,2.51516540726764e-146,0.78956626538489,0.734156773767572,0.531948496079896,0.606076599424288,0.78956626538489
"Trappc6a",113,2.26697506125908e-141,3.36466002023155e-139,0.205720376427894,0.342074750010147,0.491221456521841,0.490335788602416,0.205720376427894
"Fads3",113,9.29569956076695e-80,9.30477908126826e-78,0.249249879742051,0.249249879742051,0.476906199876507,0.436387543798371,0.366373969451833
"Slc27a1",114,2.79230980087139e-141,4.11597939894209e-139,0.200605057512528,0.253258297195669,0.540137340655245,0.504068840415172,0.200605057512528
"Knstrn",115,1.33691261692213e-75,1.30780438312643e-73,0.739639873155492,0.739639873155492,0.48798502839146,0.520326027702417,0.671465318183371
"Mcm7",116,3.75848688382226e-75,3.62719265590761e-73,0.750953604342708,0.750953604342708,0.495518617167034,0.506508107639385,0.738613234427019
"Gabarap",116,2.73370342779224e-140,3.97513726145389e-138,0.21053133394736,0.261232594746586,0.548469095090383,0.525503621699436,0.21053133394736
"Hmgn2",117,2.77958320553908e-139,4.01472551452383e-137,0.784027370671867,0.646349201756469,0.51208976701726,0.506480191988661,0.784027370671867
"Kif11",117,1.64436729422958e-74,1.57281904618286e-72,0.74843775179322,0.74843775179322,0.508631353629874,0.522704698108239,0.676075613597454
"Fdps",118,8.03719774681798e-138,1.14548697158458e-135,0.796748647984033,0.603695485574873,0.518182669909019,0.545255708295046,0.796748647984033
"Atp6v0b",118,9.64512236581344e-74,9.14417085615292e-72,0.239208973955564,0.239208973955564,0.55936578921683,0.566416308832409,0.238860097085875
"Smc4",119,2.58416372120678e-73,2.41799075843873e-71,0.739560645571192,0.739560645571192,0.48502131904026,0.525304264240626,0.701859155888836
"Hnrnph1",119,4.66227585659361e-137,6.60110780985208e-135,0.794672222190396,0.626679040074329,0.527750453704878,0.487107174233467,0.794672222190396
"Shmt2",120,5.87551566510841e-109,7.02483181271103e-107,0.219771099861727,0.241687252175192,0.487034035825592,0.446792956603334,0.219771099861727
"Nrn1",120,9.88773709797999e-136,1.38177915640016e-133,0.808869212014817,0.581577547187933,0.50538539991534,0.511638233349985,0.808869212014817
"Ttn",121,3.98462371132703e-134,5.46198005678156e-132,0.762234235426988,0.722924902377069,0.512095612855206,0.511049668647066,0.762234235426988
"Ccnd3",121,1.87648011612185e-72,1.74821335840078e-70,0.746940923972878,0.742352036508585,0.414509970024422,0.497777003147671,0.746940923972878
"Ppp1r14b",122,1.86813699950896e-128,2.46651388751115e-126,0.801524199224,0.713896634826943,0.500976933471754,0.523575853293841,0.801524199224
"Incenp",122,3.85446971237459e-72,3.56017350557995e-70,0.734526006861434,0.734526006861434,0.497986682972379,0.541422690887453,0.651748476124339
"Pgls",124,2.50500108080647e-127,3.2872029426852e-125,0.192197564599619,0.346304112560636,0.500497757442613,0.490662576918714,0.192197564599619
"Cdh15",125,1.14355282761678e-126,1.49153941837213e-124,0.787642046810761,0.729387265155415,0.475228522678458,0.511469688228669,0.787642046810761
"Hells",125,3.49603273910091e-68,3.21530429821328e-66,0.725027256459068,0.725027256459068,0.462248361469038,0.512091868514342,0.657227962548166
"6430548M08Rik",126,1.57446000504578e-67,1.44187037313149e-65,0.756451050292939,0.756451050292939,0.49246748122155,0.534749145056916,0.6311919350277
"Eprs",127,3.02347361018505e-125,3.91976961233685e-123,0.194647758705595,0.285825094106617,0.513043056162322,0.496930166114708,0.194647758705595
"Racgap1",127,2.26827019833779e-67,2.05972333073536e-65,0.73790486340425,0.73790486340425,0.489292512682076,0.523090331214641,0.670414799283791
"Tuba4a",128,3.06605799843084e-65,2.74935975767625e-63,0.748973396972594,0.748973396972594,0.486961745775991,0.59180843145159,0.586971799309464
"Arl4c",129,2.94913075525906e-72,2.73570012861768e-70,0.738705715098638,0.735278899984367,0.557737671153869,0.599868088622169,0.738705715098638
"S100a16",129,1.07642742967021e-124,1.37891635201981e-122,0.237216052247044,0.467835931588197,0.441086245421848,0.471643632400357,0.237216052247044
"Pkig",130,2.43892797816936e-123,3.06948356831483e-121,0.776759747786352,0.730457269547794,0.505499315462815,0.511779353388497,0.776759747786352
"Ccne1",130,1.07802697704861e-64,9.62664671081449e-63,0.729196640734351,0.729196640734351,0.443284280489568,0.55010515907389,0.62075201558534
"Lmo4",132,8.81742264186233e-98,9.88332045185007e-96,0.239213311191015,0.257293880688844,0.44343264472494,0.378014259547994,0.239213311191015
"Ptgr1",132,3.43619552735994e-122,4.29943976420424e-120,0.269662764602929,0.525390099907531,0.524098240350583,0.539587873422637,0.269662764602929
"Hexa",133,7.10302802273421e-121,8.83608474435044e-119,0.213654220842252,0.32345200793602,0.547655688496174,0.523792941278927,0.213654220842252
"Gsta1",134,1.06552587966413e-118,1.31035328321435e-116,0.179416560739565,0.406544925837918,0.494265441754837,0.529868695057561,0.179416560739565
"Tars",134,1.16755848142008e-62,1.03830686275378e-60,0.249172641386979,0.249172641386979,0.494512010848205,0.454266665433239,0.323963160919869
"Pkia",135,4.11522148512039e-116,5.00359782945055e-114,0.792986962850936,0.609651559374876,0.504704438087096,0.496081530332702,0.792986962850936
"Lsm6",135,8.37475271440068e-109,9.95762724677443e-107,0.798290080916212,0.772616431194168,0.48656647317987,0.546092126599789,0.798290080916212
"Mrpl18",136,4.11471367479063e-107,4.81264961930271e-105,0.792872840588252,0.76794119999148,0.474083965023099,0.571086071590025,0.792872840588252
"Rsrp1",139,6.61332901180863e-57,5.78558754728184e-55,0.258583805423644,0.258583805423644,0.530378679811451,0.417179777351311,0.315398182997475
"Tex264",139,3.89311911464598e-111,4.68066013778197e-109,0.229107855112518,0.292322640121106,0.55049452135375,0.480978392398645,0.229107855112518
"Calr",140,8.10703571661491e-57,7.03514176037375e-55,0.769962116234482,0.769962116234482,0.521334829241508,0.625706838292555,0.755046468951637
"Tipin",141,1.47798224855929e-53,1.25226992012774e-51,0.738238230092336,0.738238230092336,0.471991911865642,0.522787183600044,0.684213912699943
"Eea1",142,3.41983923872807e-53,2.8862102061438e-51,0.267205928626455,0.267205928626455,0.562370967480961,0.453480518660176,0.271200457995475
"Rhob",143,2.91787603051772e-106,3.39435730014984e-104,0.236784148680277,0.30193347052987,0.569917709391913,0.466869939324691,0.236784148680277
"Errfi1",144,3.48995138885929e-52,2.92246084979149e-50,0.723429845109369,0.723429845109369,0.473797310183815,0.542831625315996,0.613998645703179
"Atad2",146,1.424928365768e-50,1.18401094052868e-48,0.718790540592131,0.718790540592131,0.474048420240588,0.525302675734978,0.631604451335806
"Gmnn",147,1.83434393564631e-50,1.51834291688633e-48,0.720498605329286,0.720498605329286,0.476104693738116,0.539464951117944,0.678268309899946
"mt-Co2",147,1.79618322638456e-101,2.05615208590546e-99,0.187983925602151,0.46420522656919,0.623615306282762,0.590636277806091,0.187983925602151
"Hmga2",148,1.94878504170073e-98,2.21903718954714e-96,0.211551618271189,0.31030613635021,0.57597003068543,0.49514935784192,0.211551618271189
"Id2",149,5.09262565323112e-49,4.18314491157205e-47,0.732988915371759,0.732988915371759,0.428274047663413,0.556089200011736,0.640920042383571
"H2afx",150,6.70914329912634e-48,5.49001798252847e-46,0.724317202090821,0.724317202090821,0.485925571000051,0.553539555005372,0.711119078187037
"Srrt",151,1.04681287311563e-47,8.53350751603081e-46,0.744711804889967,0.744711804889967,0.495711947379107,0.543602120636352,0.674784862428437
"Ube2s",151,1.94844554956136e-96,2.17266822135284e-94,0.788662118962129,0.749849501748311,0.504626432687003,0.545990812643982,0.788662118962129
"Hgsnat",152,4.84192018857045e-95,5.31647777439921e-93,0.233813919871373,0.292568741935082,0.534091465441964,0.533043440396745,0.233813919871373
"Arl6ip5",153,2.34589623160703e-73,2.20463025329322e-71,0.762114543637192,0.742936407757431,0.569432687524825,0.545950936480144,0.762114543637192
"Nradd",154,5.81867108139088e-93,6.35652895140163e-91,0.238108873964678,0.343710378672891,0.506553184337539,0.539090157226551,0.238108873964678
"Mcm4",155,2.96586680947291e-43,2.30427507605295e-41,0.722788368916425,0.722788368916425,0.488952097011681,0.509118559707535,0.694205883033141
"Uhrf1",156,2.54935642823114e-42,1.96647669146817e-40,0.719726000753094,0.719726000753094,0.467672124695899,0.522917043936758,0.660856270767706
"Chst2",157,8.44100303568157e-93,9.12858423773379e-91,0.75731403561145,0.61427392530384,0.49062760811799,0.510227336649759,0.75731403561145
"Rnf11",159,6.88724169945296e-42,5.25604002177047e-40,0.269003890450132,0.269003890450132,0.56862003775785,0.488028040301696,0.267186420241083
"Slc29a1",159,1.63828528057927e-88,1.72831066290912e-86,0.754305483151703,0.604715035880471,0.491245779383295,0.508433983854429,0.754305483151703
"Kif2c",160,5.54614810819979e-41,4.20276948720307e-39,0.737792200694341,0.737792200694341,0.494365212462283,0.530331253885999,0.68387820282287
"Lyar",160,2.92649190107551e-88,3.07224547331934e-86,0.772213051067578,0.741427065010824,0.45610206311104,0.542569451802963,0.772213051067578
"Ank1",161,1.07101709177841e-39,8.03113548158997e-38,0.72095080334721,0.72095080334721,0.463487104968806,0.522480602010002,0.679987039445194
"Hist1h1c",162,2.01967071087853e-39,1.5039907740075e-37,0.728956888379325,0.728956888379325,0.546811147595403,0.515589103860424,0.687649356152057
"Nuf2",163,1.18889838428535e-37,8.76242538637155e-36,0.731994923647756,0.731994923647756,0.496627473454937,0.523554852314761,0.71554112358473
"Cthrc1",164,3.17995329763422e-82,3.25884642468503e-80,0.799165584056682,0.54803695224363,0.50138744700252,0.50060458992166,0.799165584056682
"Rangap1",164,2.0371439476857e-36,1.49120322782803e-34,0.732484816554888,0.732484816554888,0.483276519095795,0.53690612548335,0.6831332918324
"Abracl",165,1.22230978217059e-81,1.24081739726855e-79,0.772645219849922,0.606528911537972,0.526499496579402,0.566286822261729,0.772645219849922
"Ogt",166,2.93864468956109e-36,2.13657339067717e-34,0.276064609361594,0.276064609361594,0.521768830514022,0.387024427105438,0.280795798433616
"Ahnak2",166,2.53309099584584e-81,2.55937330148349e-79,0.246876078764358,0.373472503025035,0.50657615012947,0.527880049509049,0.246876078764358
"Uap1l1",167,9.06381743529198e-81,9.11506612265962e-79,0.226095297897562,0.354470541524457,0.555223960837061,0.542775023122101,0.226095297897562
"Prdx1",168,1.03992184421694e-79,1.03611842636077e-77,0.214578125825484,0.449689961545587,0.51829864715827,0.568489472225539,0.214578125825484
"Psmd8",169,1.44250463926353e-79,1.4306056378613e-77,0.210305423319069,0.353854543540209,0.594713901037271,0.573295659585856,0.210305423319069
"Ddx17",169,2.22378804233348e-34,1.60060677120599e-32,0.276151653210234,0.276151653210234,0.538504759921353,0.522459974796956,0.367827854722121
"Cavin2",170,1.43184871357528e-66,1.29474017499385e-64,0.725198895769642,0.697185803252772,0.468829339634312,0.474909763535049,0.725198895769642
"Dut",171,2.91971494005265e-42,2.24411375803119e-40,0.742115406118248,0.740707225242234,0.507279112142484,0.486888497742733,0.742115406118248
"Prr13",171,8.01916118316181e-79,7.91653063407451e-77,0.250463570306634,0.417207897762459,0.489937459972973,0.556947530350269,0.250463570306634
"Prmt1",172,8.65168420925914e-78,8.5019587154094e-76,0.788701317824375,0.665730000912232,0.543835172423512,0.545395286548665,0.788701317824375
"Tubb6",172,2.57851616989079e-33,1.83142727697094e-31,0.741995442052949,0.741995442052949,0.498375196318375,0.573662674471649,0.625759550890307
"Nenf",173,1.96478508062287e-75,1.91330948959659e-73,0.232817849729703,0.371712738421179,0.499701418607407,0.499800689261945,0.232817849729703
"Ppm1g",173,3.30478350130682e-33,2.33187690923358e-31,0.737068643679214,0.737068643679214,0.460820358965767,0.536792453888017,0.708033135821989
"Ikbkg",175,2.8335441962042e-75,2.74687858768063e-73,0.234410681440659,0.335533159647501,0.515960416369808,0.526126549517178,0.234410681440659
"Lsm3",175,1.59467225284263e-32,1.11425134913721e-30,0.736410530296363,0.736410530296363,0.484941434620827,0.528659491853863,0.733732366081516
"Anp32e",176,1.15105375811787e-74,1.10588517537745e-72,0.767445588902701,0.720397315384458,0.482690787011592,0.535756561322579,0.767445588902701
"Ccnd1",176,5.17102394905126e-32,3.60147593551885e-30,0.753114751199666,0.753114751199666,0.43792469099266,0.555700436614794,0.480784097122369
