"","Top","p.value","FDR","summary.AUC","AUC.1","AUC.2","AUC.4","AUC.5"
"Col4a2",13,1.00673703851284e-264,1.21719032617048e-262,0.0371086829614965,0.375284901680615,0.431953164929789,0.486813614900986,0.0371086829614965
"Col1a2",14,6.28589169295674e-263,7.55746788402926e-261,0.0333673443488414,0.4513678846023,0.395151316302399,0.500424589593661,0.0333673443488414
"Taldo1",14,0,0,0.937755442362501,0.63274325372525,0.937755442362501,0.58457069118106,0.847935861316277
"Tk1",14,0,0,0.0897695584132816,0.0897695584132816,0.127243907932465,0.231481094962579,0.256232391685068
"Cenpf",15,0,0,0.113308335034361,0.113308335034361,0.131546146382876,0.191828220199819,0.289431711464758
"Tm4sf1",15,8.5090783087061e-263,1.01735485712036e-260,0.0435912078986777,0.4257683064571,0.573428385179795,0.582667833044297,0.0435912078986777
"Mt2",15,0,0,0.929019963270009,0.826459916989862,0.929019963270009,0.564339052676274,0.890357623289931
"Incenp",15,0,0,0.141352711437708,0.141352711437708,0.189757724992853,0.167897246223341,0.303564176755755
"Mcm3",16,0,0,0.113639722392325,0.113639722392325,0.111270714762165,0.178727203200376,0.316549024086906
"Akr1b3",16,2.16495947933558e-257,2.53217896493369e-255,0.962484200106602,0.644988827651902,0.815740707052332,0.546404628165974,0.962484200106602
"Hmox1",16,0,0,0.882688303735456,0.882688303735456,0.79759470533711,0.564133286780542,0.698187517449681
"Ctsb",16,0,0,0.935688102601419,0.7344543920528,0.935688102601419,0.552820996843618,0.858699332470367
"Gmnn",17,0,0,0.127027978499013,0.127027978499013,0.149190489184577,0.171778227106002,0.277588390568289
"Atf4",17,0,0,0.887019037898891,0.887019037898891,0.709068799431725,0.386569558055423,0.784100357877104
"Cst6",17,8.20120360896034e-239,9.05118476248373e-237,0.946976192289144,0.469720596040008,0.803105720003119,0.538380090752365,0.946976192289144
"Cth",18,0,0,0.937268358498575,0.884553024426754,0.937268358498575,0.469364119563938,0.883665194548085
"Csrp2",18,1.26634679350591e-238,1.3904617011755e-236,0.0505940506104215,0.45172141253317,0.374124219271118,0.408571289716949,0.0505940506104215
"Spc24",18,0,0,0.0654155513396918,0.143328679322311,0.0654155513396918,0.221177657729554,0.329330566765654
"Anln",18,0,0,0.136889664557393,0.136889664557393,0.19115740620425,0.188808606639144,0.279406076296353
"Col1a1",19,7.43667743102724e-238,8.12409822300183e-236,0.0431857407548415,0.50260771586038,0.483627346518014,0.501365838436235,0.0431857407548415
"Tuba1b",19,0,0,0.101420439545485,0.101420439545485,0.0814878894981678,0.185532492313674,0.175233635371456
"Popdc3",20,1.24578741402935e-235,1.34726587624759e-233,0.95330033757202,0.521704987412397,0.748752826216898,0.5751825150785,0.95330033757202
"Gclm",21,0,0,0.929039865900881,0.72392055521535,0.929039865900881,0.530526059331788,0.919890733267342
"Rrm1",21,0,0,0.121096332584881,0.121096332584881,0.115285242166723,0.18525247215785,0.233708215944567
"Aebp1",21,1.04042754376695e-231,1.10846738462422e-229,0.0560287063123429,0.599837436211472,0.604673371622617,0.485488292740322,0.0560287063123429
"Tpx2",22,0,0,0.146717153160509,0.146717153160509,0.180084959761602,0.202970669183587,0.266200791898272
"Sct",22,0,0,0.0847631825151381,0.380205974008301,0.0847631825151381,0.468724415148585,0.58498489809386
"Chchd10",22,0,0,0.894192633211189,0.697893189086208,0.894192633211189,0.553438870046092,0.938192339907104
"Ccna2",23,0,0,0.12202249438661,0.12202249438661,0.13185473461715,0.185834458785433,0.226803852889667
"Gstm1",23,0,0,0.902322825437252,0.639381438388787,0.902322825437252,0.611875872864838,0.93686527576842
"Esd",23,0,0,0.930135918293095,0.64669763897394,0.930135918293095,0.575886881832645,0.877250564735146
"Usp1",24,1.74927986431082e-304,2.46053934377993e-302,0.188767450902152,0.205007321222018,0.182822037128477,0.188767450902152,0.251685068148938
"Ccnd2",24,0,0,0.920663002330275,0.766601483295911,0.920663002330275,0.545929700169329,0.673042970633772
"Akap12",25,8.48665027402525e-214,8.45561113644889e-212,0.0658186756009036,0.533219514186569,0.48191838405364,0.496730523284069,0.0658186756009036
"Hells",25,0,0,0.128348833095189,0.128348833095189,0.167865220856398,0.196722632330146,0.33429490596208
"Ptma",26,0,0,0.068086597018287,0.192027461386678,0.068086597018287,0.362615652992424,0.387610853067337
"Creg1",27,0,0,0.914493966405918,0.680737606314214,0.914493966405918,0.551938642397827,0.855787202720881
"Tipin",27,0,0,0.127959012043274,0.127959012043274,0.153182298569783,0.198796022038398,0.311261326429605
"Hmmr",27,0,0,0.131402272572634,0.131402272572634,0.152089581330076,0.264159427963392,0.257344348841341
"Eno3",27,8.85098387358365e-316,1.35093634340544e-313,0.151488799085215,0.293845546710213,0.151488799085215,0.550809788363848,0.926042285337191
"Sgo2a",28,3.81076465996113e-315,5.77545536805433e-313,0.170199414846567,0.170199414846567,0.218217187730104,0.188851348240458,0.297317825325516
"Ctsl",28,0,0,0.898910921108483,0.69992827107573,0.898910921108483,0.614799541634054,0.927928627630143
"Neat1",28,0,0,0.908696106967437,0.860627121181193,0.908696106967437,0.634813635363751,0.830828701236072
"Nasp",29,0,0,0.119220262638634,0.119220262638634,0.0967361634484611,0.248824119973194,0.429600370567781
"Cspg4",29,4.38055894155788e-194,4.11676895114701e-192,0.0668544886926065,0.5104822208614,0.468342429203808,0.483183660993365,0.0668544886926065
"Cks2",29,0,0,0.154984486629924,0.154984486629924,0.211966288971474,0.225309537694972,0.350310287063123
"Ezh2",30,0,0,0.162460992039192,0.162460992039192,0.162457184438265,0.208634711500586,0.301216528338283
"Cbr3",30,0,0,0.91256098564585,0.545856555759679,0.91256098564585,0.539779385810095,0.792172009441864
"Hbegf",30,1.15588185423097e-188,1.0630655292694e-186,0.0837490799258864,0.52377901612574,0.50149183104204,0.53135900898827,0.0837490799258864
"Cryab",31,0,0,0.903009217148748,0.517545458256787,0.903009217148748,0.480047665454248,0.190441889388056
"Fam111a",31,0,0,0.171753065251412,0.171753065251412,0.301875027071043,0.213626027614502,0.256542298027869
"Bgn",32,5.31100025814016e-180,4.78234462575046e-178,0.0789272570369807,0.497182771994285,0.419662543205385,0.500853975147971,0.0789272570369807
"Hmgb1",32,0,0,0.0773732642047177,0.162100755256175,0.0773732642047177,0.332252195910516,0.436485697606538
"Cenpe",33,0,0,0.146530448390828,0.146530448390828,0.15914189124804,0.216962404784195,0.26873791212975
"Itgb1",33,2.04816716062357e-179,1.83660856099082e-177,0.0755044544277773,0.58034945907328,0.541107075720956,0.52981756165687,0.0755044544277773
"Psph",34,0,0,0.902463140067743,0.849535007144315,0.902463140067743,0.462746192646705,0.87105675270946
"Ckap4",34,3.49919874807645e-171,3.06122992916079e-169,0.088662529505825,0.356409376063142,0.379093098399993,0.39606600776562,0.088662529505825
"Aurkb",34,2.74864173695707e-198,2.65262416237902e-196,0.186754630979604,0.20303661971831,0.213708169824233,0.186754630979604,0.307045991015
"Sars",35,0,0,0.871266476151596,0.871266476151596,0.843912675312075,0.504475014963397,0.824132211477449
"Tmpo",35,0,0,0.165217949241342,0.165217949241342,0.156547034313089,0.208362441617172,0.399619533490698
"Ghitm",35,0,0,0.911295858346977,0.804394338980744,0.911295858346977,0.489608227566414,0.903763293484606
"Dnmt1",36,0,0,0.182861781315915,0.182861781315915,0.18653326056637,0.222747497148002,0.353118860884794
"mt-Co2",36,0,0,0.892327893136516,0.623720010886575,0.892327893136516,0.54244012083263,0.918343993502373
"Tyms",37,0,0,0.134192474654691,0.134192474654691,0.116240525134922,0.226825419358799,0.240600142135587
"Serpine1",37,3.29201268501156e-162,2.81140496008471e-160,0.0974128784994543,0.47797987344356,0.392637261016832,0.514634100175468,0.0974128784994543
"Lig1",37,0,0,0.129647838214784,0.159385548071035,0.129647838214784,0.214053801726034,0.296464377268459
"Dbf4",38,4.14668405460682e-173,3.65740932537677e-171,0.232082265432762,0.265539647547118,0.273811971031818,0.232082265432762,0.358657960861951
"Plk1",38,0,0,0.135412601211132,0.135412601211132,0.183617492658333,0.25461985297503,0.307421761973654
"Asb5",38,7.8826908897206e-162,6.70527235722056e-160,0.914066727581918,0.556345757637613,0.505679959631661,0.564324882211206,0.914066727581918
"Hjurp",39,9.5502321903956e-173,8.38900191712247e-171,0.213347132910777,0.223287813839559,0.197064416088429,0.213347132910777,0.272064011776949
"Park7",39,1.29663993897848e-158,1.08579720337572e-156,0.912897535470443,0.565267523984487,0.647104546202691,0.517999687942827,0.912897535470443
"Lmnb1",39,0,0,0.139978104375043,0.139978104375043,0.116153269748867,0.236893266215463,0.263571283535115
"Selenom",40,3.45985241327599e-158,2.87488354386529e-156,0.0989587299170029,0.481870830781792,0.556702162218353,0.510667022207216,0.0989587299170029
"Tubb5",40,0,0,0.120440326758318,0.157550765462339,0.120440326758318,0.19895966021578,0.159430950024112
"Cyb5a",40,0,0,0.90026659563225,0.548777260665442,0.90026659563225,0.576023918414954,0.607379882738141
"Cdc20",41,0,0,0.153806572769953,0.153806572769953,0.148709382606963,0.293533727753137,0.291141653341455
"Oaf",41,1.48748993147849e-157,1.23124118520569e-155,0.109420543668621,0.531391984758794,0.711116972894306,0.542314492242054,0.109420543668621
"Lsm2",41,5.95277738259248e-273,7.49179661115599e-271,0.184482343335375,0.184482343335375,0.172018503599366,0.215005269162101,0.331942561993959
"Rcn3",42,2.9876370303677e-156,2.43549002009639e-154,0.0860125891520089,0.500955269782949,0.444866269047186,0.504920821886974,0.0860125891520089
"Fen1",42,1.78923887267879e-248,2.04820264781493e-246,0.191911886779615,0.191911886779615,0.209033498791549,0.214431544376065,0.325507373283586
"Mcm6",43,0,0,0.141730285092196,0.141730285092196,0.181019019032026,0.269692700419998,0.295081347242316
"Sgo1",43,1.34890679557732e-165,1.15656665926773e-163,0.20151378423037,0.234757651221338,0.24315856267921,0.20151378423037,0.326353587654509
"Dynap",44,0,0,0.1103940027894,0.322548452065047,0.1103940027894,0.486403080669337,0.565390999771568
"Slc3a2",44,0,0,0.884721991215988,0.855666272028305,0.884721991215988,0.493505258930718,0.828956699408614
"Clspn",45,0,0,0.145720215009866,0.145720215009866,0.183105330180098,0.196156082301243,0.276280870072845
"Ftl1",45,5.31798093384113e-152,4.23882472878503e-150,0.91028617477601,0.580527168809961,0.757585977632821,0.551179256383104,0.91028617477601
"Eif4ebp1",45,0,0,0.889039064598006,0.863295461658842,0.889039064598006,0.463630708472096,0.845398867991573
"Tpm1",45,0,0,0.0993131534949799,0.232758331632306,0.0993131534949799,0.597735129964139,0.202221249270286
"Plin2",46,0,0,0.891439638070982,0.790124079744165,0.891439638070982,0.588063288775662,0.773734739460392
"Trip13",46,3.17280870633345e-227,3.29864812410654e-225,0.200866734707763,0.200866734707763,0.209300181051136,0.220505238467953,0.338638924845808
"Rapsn",47,1.54722156267939e-148,1.22418217832436e-146,0.907897281656895,0.583462271211812,0.567947820023043,0.54305594775856,0.907897281656895
"Rfc5",47,0,0,0.176625814792134,0.176625814792134,0.218416408950337,0.221858249308103,0.301777710094165
"Mcm5",47,0,0,0.13943083622508,0.13943083622508,0.142998973466046,0.22662554929736,0.267034823218863
"Spc25",48,2.70031420809017e-184,2.47291327967277e-182,0.198919507382459,0.198919507382459,0.21747981583028,0.207527189899579,0.302587882941191
"Rps20",48,5.63986218239508e-142,4.28888600803262e-140,0.907150942917333,0.68054945907328,0.743381129966995,0.516034380003786,0.907150942917333
"Vat1",48,0,0,0.891025667680207,0.678793236714976,0.891025667680207,0.545905170429258,0.583538922307673
"Mif",49,2.52017653285241e-140,1.90974363251819e-138,0.904014441990914,0.57449122950262,0.645273937299133,0.494784296873801,0.904014441990914
"Ccnb1",49,0,0,0.164156372048717,0.164156372048717,0.15643690930984,0.234883822649212,0.298981192416051
"Mt1",50,0,0,0.885375442882265,0.719186691161461,0.885375442882265,0.605264609135602,0.847526460062438
"Cltb",50,3.19559304190629e-138,2.39624940260852e-136,0.106617426838245,0.483999972783561,0.534372190025728,0.474036983890688,0.106617426838245
"Kif20b",50,1.42418991416537e-249,1.63903695950555e-247,0.182887541675172,0.182887541675172,0.201935233070853,0.207832276943067,0.300210284524988
"Knl1",51,1.94861573317818e-293,2.67109294227568e-291,0.176955746070627,0.176955746070627,0.188603848852621,0.213389593149066,0.324235259778167
"Gpx4",51,0,0,0.902318212531511,0.683295434442403,0.902318212531511,0.524449641134251,0.742623543744765
"Pbk",51,0,0,0.145263945022794,0.145263945022794,0.184655136567998,0.220492142298071,0.283473692225691
"Stmn1",52,4.64012393442675e-138,3.45536703089262e-136,0.230683686571822,0.242774443764033,0.25581793532403,0.230683686571822,0.445649508870783
"mt-Co3",52,3.65409595500447e-288,4.91498744047845e-286,0.857170253038454,0.607599156290399,0.857170253038454,0.547397698962026,0.903825731617554
"Dut",53,0,0,0.110544972582448,0.146059372661087,0.110544972582448,0.227332026274191,0.365589228152999
"Fermt2",53,7.70302913256766e-136,5.67729075212302e-134,0.11688304271682,0.50598930393958,0.432592582967333,0.517922901415512,0.11688304271682
"Cebpb",54,0,0,0.83647902292985,0.83647902292985,0.822127372506215,0.477466735216931,0.706156755247595
"Atf5",54,0,0,0.881363904120862,0.811395196298564,0.881363904120862,0.495972966129007,0.676467549937816
"Cpe",54,2.0623329655805e-132,1.46965125007478e-130,0.114688951496231,0.54556723140777,0.485437511369838,0.50869479529561,0.114688951496231
"Ptgr1",55,3.70731329026138e-151,2.94409923688985e-149,0.74049015913442,0.489148941960944,0.74049015913442,0.511242409592944,0.86577501967055
"Dnajc9",55,0,0,0.179074232836633,0.179074232836633,0.185803490215442,0.241492707581966,0.371497119216224
"Ctgf",56,7.1921420903756e-130,5.10831979956998e-128,0.101955125764613,0.504330312308634,0.480499731455253,0.502440773083278,0.101955125764613
"Uhrf1",56,0,0,0.157363652446077,0.157363652446077,0.190550560045739,0.237332640157154,0.345478946166146
"Csrp1",57,9.63827967756554e-130,6.8232045046345e-128,0.126127312875961,0.495290603524529,0.43717406464132,0.42150738961617,0.126127312875961
"Gdf15",57,0,0,0.832275688916105,0.832275688916105,0.855974146071017,0.48851451833208,0.858101982283814
"Mcm7",58,0,0,0.137382143506848,0.160585779410764,0.137382143506848,0.261440195010155,0.39295578567984
"Cnn2",58,2.56980727789091e-128,1.80734713815326e-126,0.128051473387649,0.520604912567191,0.462693157306583,0.511700660435755,0.128051473387649
"Topbp1",58,2.05547355117968e-108,1.31263638857382e-106,0.242464356420448,0.242206286997346,0.256228353993953,0.242464356420448,0.335305210792152
"Cyba",59,1.46598756200876e-127,1.02767160657947e-125,0.123646539252265,0.49073983806219,0.624131842476849,0.505935161169856,0.123646539252265
"Col5a1",60,1.3908529606616e-124,9.68690827391509e-123,0.111579862433057,0.492494917330067,0.354396987101189,0.494460997969071,0.111579862433057
"Dhfr",60,0,0,0.167911002245356,0.167911002245356,0.180211955438897,0.230305163778859,0.294802913779538
"Hat1",61,5.37169159936858e-221,5.40206424813144e-219,0.20666231203647,0.20666231203647,0.190283206424283,0.249958371061557,0.317160714738953
"Rnh1",61,0,0,0.883003001637257,0.77275096958563,0.883003001637257,0.598221465952516,0.808000329957613
"Psap",62,0,0,0.88165843706957,0.66142868612642,0.88165843706957,0.531417622022028,0.647364019391355
"Jund",62,0,0,0.828255099680207,0.828255099680207,0.810494273932968,0.563713915192069,0.59321175664357
"Uqcrq",62,8.40748211533197e-258,9.94161662659712e-256,0.848805647236155,0.693435394978567,0.848805647236155,0.515930377998435,0.893192974440976
"Racgap1",62,0,3.35964639172048e-322,0.184224004898959,0.184224004898959,0.211461013366598,0.246646408528881,0.266955506484936
"Srxn1",63,0,0,0.869513998977797,0.693531918078519,0.869513998977797,0.510492832916404,0.7841408411381
"Atp6v1g1",63,0,0,0.834548737837654,0.834548737837654,0.804046579519565,0.518423714810438,0.882345871722633
"Cenpa",63,0,0,0.18176487718582,0.18176487718582,0.171998774223169,0.39120231536191,0.332653747557045
"Hist1h1e",63,3.05670042948375e-206,3.0038013672567e-204,0.183717525576721,0.232172497788664,0.183717525576721,0.233583375537787,0.319620802558441
"Actn4",64,3.18651801050822e-119,2.18398261478179e-117,0.11269093124191,0.348689269919031,0.395996084444329,0.51919413792927,0.11269093124191
"Emp2",64,0,0,0.876061466427575,0.714061726883037,0.876061466427575,0.492083697826343,0.667050813472423
"Cenpq",64,4.94764502636244e-81,2.75850436819547e-79,0.235836939895742,0.271075280669524,0.285723446555264,0.235836939895742,0.304914845554456
"Col5a2",65,2.45764973158288e-118,1.6632415054527e-116,0.132980405594051,0.489443233312921,0.443450128641597,0.518598441248843,0.132980405594051
"Gabarap",65,0,0,0.8863646187964,0.774076301285977,0.8863646187964,0.603275526020964,0.441251046980888
"Cks1b",66,8.1468932755049e-244,9.13173386365301e-242,0.173740785016936,0.216284384568279,0.173740785016936,0.256699279199087,0.316943577248153
"Cstb",66,0,0,0.882993580914265,0.728697843097231,0.882993580914265,0.612833223345969,0.698330922104622
"Metrnl",66,8.99750704847512e-117,6.05110466219473e-115,0.126777583187391,0.548039423011499,0.543978793627693,0.503081807578385,0.126777583187391
"Gal",66,0,0,0.18725866503368,0.18725866503368,0.265493819139444,0.5133827637011,0.556554861798523
"Hes6",67,1.55572343152249e-153,1.24928074514166e-151,0.24205632441995,0.24205632441995,0.279655071597495,0.534437005376592,0.870476661844209
"Asns",67,0,0,0.826401782676737,0.826401782676737,0.840384300527561,0.528323229842897,0.797268585497094
"Rad51ap1",67,2.84666933200189e-312,4.16756263224937e-310,0.145468415672618,0.173218017282439,0.145468415672618,0.218775086071507,0.326154344018884
"Lamp1",67,0,0,0.886483688072282,0.748381969109342,0.886483688072282,0.568379297820204,0.628498565953451
"Bub1b",68,0,0,0.167325018711302,0.167325018711302,0.201089057234682,0.26512231618042,0.357922282291429
"Prss23",68,1.60469346965837e-114,1.06588296791721e-112,0.138683596030356,0.418864135537865,0.375093037760857,0.514927293236545,0.138683596030356
"Purb",68,0,0,0.113219440040888,0.289032237871674,0.113219440040888,0.581899213206669,0.730209649991117
"Mis18bp1",68,4.21238411027494e-74,2.22738865939132e-72,0.223556607682745,0.223867306252977,0.275997752020583,0.223556607682745,0.347949186527577
"Fxyd5",69,4.65898062873712e-113,3.08510529572464e-111,0.131303713292216,0.500720405524937,0.572076587229398,0.502123919949662,0.131303713292216
"Thbs1",70,0,0,0.138691905541551,0.288757106892563,0.138691905541551,0.557517815395162,0.155720957384705
"Rad51",70,2.73905638702372e-83,1.54717145682775e-81,0.215244029210738,0.239137034769,0.215244029210738,0.231663418202653,0.361513870910429
"Tpt1",70,0,0,0.892461277579979,0.741300877730149,0.892461277579979,0.529459156320181,0.889782101068555
"Sat1",71,0,0,0.842230112528912,0.818267292644757,0.842230112528912,0.530115103055602,0.675244041726947
"Fbln2",71,5.6113154185196e-112,3.69300058476943e-110,0.147367318967486,0.548060080288494,0.699547047307189,0.430517260342649,0.147367318967486
"Pdgfa",72,5.87961595059512e-112,3.85778094124258e-110,0.134896570978959,0.562586432605294,0.638174285541031,0.502650772213611,0.134896570978959
"Ampd3",72,0,0,0.886600396753207,0.774220997482479,0.886600396753207,0.490794032034459,0.847955404959517
"Arl6ip1",72,0,0,0.185287868272437,0.185287868272437,0.246658155530722,0.332044818572006,0.34968387522526
"Ccne1",73,0,0,0.176746873511601,0.176746873511601,0.270001321066902,0.331119351637277,0.421285692530267
"Rangap1",73,2.90311309435966e-277,3.69691697655116e-275,0.193439722392325,0.193439722392325,0.208785463066435,0.26986305294229,0.315697352724688
"Col8a1",73,1.70088796921384e-110,1.10588549804987e-108,0.133916596867941,0.409111029461795,0.365070081516325,0.479214830900822,0.133916596867941
"Aurka",74,0,0,0.165679771381915,0.165679771381915,0.182304113932275,0.265989425865959,0.314233990710424
"Lsm3",74,0,0,0.154463235357814,0.185498945362999,0.154463235357814,0.262454905180661,0.360531104850377
"Selenow",74,0,0,0.879634692516264,0.609245641967749,0.879634692516264,0.533689628447336,0.722150942917333
"Tuba1a",74,5.05075369047525e-109,3.25440928660828e-107,0.130835554201883,0.512786065183371,0.293497816991086,0.493532563933353,0.130835554201883
"Hmgb3",75,0,0,0.132281439226591,0.180620180989318,0.132281439226591,0.321066033344076,0.419208736262342
"Mmp14",75,2.84178475127544e-108,1.80940975243192e-106,0.131456255234904,0.49493812342655,0.420293991527846,0.510381119006328,0.131456255234904
"Ncapg",76,5.85572427383084e-125,4.09159227588024e-123,0.217627583860652,0.217627583860652,0.216238554362986,0.242966320845931,0.336976446102693
"Cdca3",77,0,0,0.183643709600599,0.183643709600599,0.192368997808328,0.301238521667511,0.279774613568872
"Gadd45a",78,0,0,0.852146495491047,0.799689351568347,0.852146495491047,0.456240708625567,0.86623746795604
"Kif23",78,0,0,0.169506702048037,0.169506702048037,0.180981206199052,0.28555147152862,0.318669382471636
"Kif15",78,1.13569668592332e-120,7.83375909543476e-119,0.213193304756073,0.213193304756073,0.212888545267115,0.238174414381232,0.33076791289119
"Rgs16",79,3.12347867205562e-106,1.97127227276567e-104,0.135884540216757,0.409018656868749,0.444713869903064,0.515343160576436,0.135884540216757
"Kif11",79,4.21632835224774e-279,5.40116681361423e-277,0.174042076614275,0.174042076614275,0.205381506795915,0.235389227377134,0.309541612731288
"Cdkn2a",81,1.08987816569391e-104,6.79862840692713e-103,0.858273052615549,0.561629407362047,0.508101475263564,0.593899768259181,0.858273052615549
"Rfc4",81,9.411959459662e-73,4.83424294824304e-71,0.240946641891248,0.261156603388447,0.240946641891248,0.263813952536616,0.363032183557958
"H2afz",82,0,0,0.124929377062813,0.183761924202218,0.124929377062813,0.240142906838145,0.434469148963172
"Tacc3",82,0,0,0.179302755664421,0.179302755664421,0.17159667177768,0.288497751653647,0.293969643899591
"Fstl1",82,1.17783270165689e-103,7.28394757826378e-102,0.153471534810528,0.570206504728856,0.504730090872077,0.478435301851369,0.153471534810528
"Rpl22l1",83,2.52601892156775e-100,1.55321294888742e-98,0.866904743775223,0.689929917670273,0.705337153598933,0.542483143796968,0.866904743775223
"H19",83,0,0,0.141716780581616,0.232991113832755,0.141716780581616,0.455176337881183,0.475558643620396
"Chaf1a",83,3.76135215193701e-154,3.04316013766294e-152,0.208368551405049,0.208368551405049,0.227226019387198,0.247461018431836,0.322809842889413
"Fignl1",84,1.1127602738002e-143,8.55275494730515e-142,0.208833925290876,0.208833925290876,0.239468584595927,0.244623318855927,0.351384045280337
"Mcm4",84,0,4.94065645841247e-324,0.181727522623665,0.181727522623665,0.186563580134619,0.285002583424137,0.353642985862585
"Cenps",85,1.54232626443674e-94,9.22011209359532e-93,0.240474328094169,0.240474328094169,0.2558710162253,0.264697905635957,0.406498515190741
"Lonp1",85,4.00087972491894e-226,4.13956406538352e-224,0.811486481803928,0.718862420902225,0.811486481803928,0.439832601789469,0.856209802279246
"Sh3kbp1",86,5.28582835394118e-99,3.21345514138897e-97,0.143241199015203,0.517192746819079,0.495123010819755,0.501030236293784,0.143241199015203
"Esco2",86,7.00079745146386e-47,2.94841804213217e-45,0.222143961352657,0.222143961352657,0.261963127073642,0.224861441499512,0.357797532932308
"Ccdc34",87,2.78004749443418e-244,3.13242943077053e-242,0.206213472137171,0.206213472137171,0.209858515900448,0.287947750886294,0.263827127592071
"Hmgn2",87,0,0,0.144934033282223,0.296711709872763,0.144934033282223,0.328524570665603,0.380309017995381
"Lyar",88,0,0,0.136331613780677,0.202337592705994,0.136331613780677,0.332073018820629,0.40334805451915
