"","Top","p.value","FDR","summary.AUC","AUC.1","AUC.3","AUC.4","AUC.5"
"Serpinb6a",7,0,0,0.946196375205035,0.689581252081252,0.68618042290767,0.346363552059755,0.946196375205035
"Ube2c",8,0,0,0.900715406253381,0.575720401192099,0.348985944041754,0.900715406253381,0.348391566049822
"Tm4sf1",8,1.49300227287325e-291,2.7229577893648e-289,0.0317154019984209,0.0317154019984209,0.353688668335205,0.426146889076365,0.50197282479307
"Sars",8,0,0,0.898045073023608,0.833098897957389,0.898045073023608,0.480838417660298,0.855170488083298
"Sct",8,0,0,0.0687431617186768,0.621395768801429,0.381346917408738,0.542647201101089,0.0687431617186768
"Peg3",9,1.95081760372282e-280,3.35868365197758e-278,0.96808642091661,0.96808642091661,0.34069092279596,0.44971071474236,0.309983257262296
"Pclaf",9,0,0,0.896362001470501,0.442589904854056,0.176560888495634,0.896362001470501,0.168709469340255
"Slc3a2",9,0,0,0.894746057489332,0.847860996445902,0.894746057489332,0.494537484817774,0.91256850586128
"Tpx2",10,0,0,0.891025477937775,0.572915423151272,0.390297024097826,0.891025477937775,0.491455247333868
"Gdf15",10,0,0,0.872451544353376,0.883489414149792,0.872451544353376,0.486157152070353,0.885519035806435
"Mt2",10,0,0,0.931450206009776,0.880095926086492,0.825350536963302,0.419839942556941,0.931450206009776
"Crip1",10,3.96743797100091e-275,6.77644702967553e-273,0.0366996734921263,0.0366996734921263,0.396310268734424,0.54323296253676,0.204891132556107
"Gclm",11,0,0,0.93215308380283,0.91603116485192,0.743520623994293,0.490749091675855,0.93215308380283
"Mthfd2",11,0,0,0.878982013820308,0.820883126307655,0.878982013820308,0.618693668196381,0.737102696082989
"Mki67",11,0,0,0.899655598570608,0.500303025067176,0.313635500849296,0.899655598570608,0.370887984895898
"Lgals3",11,0,0,0.927222639674118,0.958014077117851,0.809618730661948,0.39312607474904,0.927222639674118
"Nupr1",12,0,0,0.881985083330246,0.657276947371287,0.881985083330246,0.56477893966592,0.832829565510963
"Anln",12,0,0,0.886204914233847,0.587222918590843,0.389471622263551,0.886204914233847,0.532354481555736
"Tagln",12,2.05199169269122e-271,3.47723726129193e-269,0.0326253934744501,0.0326253934744501,0.500176941504932,0.513485045695715,0.425433771712512
"Fth1",12,0,0,0.93912149982992,0.879498122422651,0.632521484589315,0.388234066014355,0.93912149982992
"Cebpb",13,0,0,0.872436139143351,0.730321565227226,0.872436139143351,0.52557363271649,0.847272238974986
"Fabp5",13,0,0,0.0669037529107699,0.414696938281844,0.289586759463691,0.63944815481886,0.0669037529107699
"Prc1",13,0,0,0.88624222371962,0.568062178911236,0.462815725265639,0.88624222371962,0.517264894373733
"Col4a2",13,7.08707367803482e-269,1.19156962988269e-266,0.0378986841250992,0.0378986841250992,0.372453247954107,0.505335545005527,0.436240717164127
"Trib3",14,0,0,0.878372037394648,0.832414833594079,0.878372037394648,0.566318677304211,0.868044412871227
"Ctsb",14,0,0,0.930798985610123,0.837694276373522,0.713218939893239,0.425771485898068,0.930798985610123
"Cks2",14,0,0,0.871798873720212,0.648346936082785,0.387194359468258,0.871798873720212,0.500746354769944
"Ankrd1",14,6.88063628470285e-261,1.13036773651216e-258,0.952601512743022,0.952601512743022,0.368248877836743,0.315077403006879,0.493595759272081
"Ccna2",15,0,0,0.882232796337679,0.510950658356319,0.368169696804499,0.882232796337679,0.418842703032013
"Col1a2",15,3.86601695425074e-260,6.30307203579031e-258,0.0358542139202517,0.0358542139202517,0.445831947155645,0.501267769803032,0.38883625166844
"Purb",15,0,0,0.0673730217064048,0.674119250770194,0.206375371909144,0.429885615690317,0.0673730217064048
"Phf10",15,0,0,0.859374108157737,0.851627408231182,0.859374108157737,0.594996198296379,0.865973582586751
"Cenpf",16,0,0,0.867613913613009,0.586752477082666,0.327148592889864,0.867613913613009,0.411890852918025
"Ghitm",16,0,0,0.930485509315011,0.917783212594533,0.832744906728879,0.490000016559691,0.930485509315011
"Aebp1",16,1.10648724249196e-246,1.70090799611928e-244,0.0505612050423371,0.0505612050423371,0.612263647967712,0.492077919067069,0.608223219002556
"Akr1b3",17,2.25362182497625e-245,3.43973016278809e-243,0.955685561817637,0.955685561817637,0.616390890110123,0.437720482250319,0.787592819244058
"Cryab",17,0,0,0.914772683770892,0.190975167390262,0.542369074352475,0.489785480743889,0.914772683770892
"Dek",17,0,0,0.856480231141171,0.576306424183783,0.270219119746882,0.856480231141171,0.278095948128047
"Gal",17,0,0,0.164678331643128,0.543867296225787,0.164678331643128,0.485979913195103,0.245808527758363
"Cenpe",18,0,0,0.864058598122793,0.535329319527433,0.352552890832799,0.864058598122793,0.414331442586145
"Atf5",18,0,0,0.902286041320081,0.684018025999158,0.843690424936847,0.486440197335315,0.902286041320081
"Col1a1",18,7.76027365973896e-237,1.13611462198128e-234,0.044835274788105,0.044835274788105,0.500803123978568,0.501626387476297,0.479007159938035
"Asns",19,0,0,0.848334353164061,0.801146180863162,0.848334353164061,0.472711561093116,0.848990787255941
"Ccnd2",19,0,0,0.918715416662565,0.623389713012355,0.742186442529888,0.383313090365532,0.918715416662565
"Chchd10",19,0,0,0.896418814174114,0.94149862192315,0.68185664057158,0.418742725026631,0.896418814174114
"Tuba1b",19,0,0,0.851986131710363,0.438187598564957,0.316814943997257,0.851986131710363,0.315017836498129
"Cyb5r1",20,0,0,0.882971439910078,0.79703564255451,0.8432266815209,0.559313677080404,0.882971439910078
"Taldo1",20,0,0,0.920892432854959,0.802127510853926,0.580880395813138,0.405972192364597,0.920892432854959
"Atad2",20,0,0,0.829992729292006,0.638219092228526,0.414259682684125,0.829992729292006,0.502534972078119
"Cst6",20,6.39363915228677e-232,9.11241776134865e-230,0.941439325873288,0.941439325873288,0.441506140883645,0.443772133532531,0.786405747382905
"Gadd45a",21,0,0,0.879806416253863,0.891455766455766,0.831885287273095,0.523155290560354,0.879806416253863
"Akap12",21,2.76718314544895e-231,3.91793082060573e-229,0.0573843085635538,0.0573843085635538,0.527711803291368,0.48019048211182,0.469177261559316
"Ccnb1",21,0,0,0.844905132540756,0.581930647968384,0.38886045186131,0.844905132540756,0.407674702706802
"Cbr3",21,0,0,0.916211981343364,0.776444467482203,0.536513725838282,0.450490713827061,0.916211981343364
"Atp6v1g1",22,0,0,0.842884811080289,0.87035920054788,0.842884811080289,0.438680831424954,0.783911198867156
"Rrm1",22,0,0,0.83198928858965,0.509433700471436,0.35782920438759,0.83198928858965,0.359225285845172
"Popdc3",22,1.44696738425802e-230,2.03530621415795e-228,0.948393718440888,0.948393718440888,0.445706259279528,0.393233160751244,0.692804532980705
"Creg1",23,0,0,0.911915371380884,0.840236807217939,0.665336270981663,0.4386584632968,0.911915371380884
"Dbf4",23,0,0,0.83285802001896,0.648777715994697,0.548003711927581,0.83285802001896,0.564926780942756
"Csrp2",23,1.99516460124084e-218,2.65048996193235e-216,0.0638770296789165,0.0638770296789165,0.53623496142815,0.593847231731499,0.444951174534632
"Thbs1",24,0,0,0.0894209987782696,0.127874484006559,0.216982499681412,0.430879937322071,0.0894209987782696
"Spc24",24,0,0,0.824627652837418,0.617875049478823,0.349703072585156,0.824627652837418,0.207925975935083
"Hes6",25,2.07013505607482e-321,4.41195681079775e-319,0.188623036898652,0.869708645652042,0.188623036898652,0.450327487963112,0.231240413645609
"Capg",25,0,0,0.908247901529478,0.205947616324975,0.607339062440665,0.383772069802811,0.908247901529478
"Hbegf",25,2.31764317526662e-216,3.02290901666134e-214,0.0686955863842656,0.0686955863842656,0.498102858577959,0.463286663105831,0.466240765471879
"Incenp",25,0,0,0.83015308230046,0.623939477713063,0.400414839882499,0.83015308230046,0.491342521650076
"Sat1",26,7.43368980490325e-314,1.49514428305413e-311,0.812829959796188,0.644545444073746,0.812829959796188,0.441245526123465,0.830271647250596
"Cks1b",26,0,0,0.825319145391478,0.547829398065247,0.448072968393518,0.825319145391478,0.40537217750565
"Itgb1",26,2.18605178744788e-203,2.71942315131015e-201,0.0647334845448053,0.0647334845448053,0.552011323440917,0.466441070984471,0.510237027910214
"H2afz",27,0,0,0.841096127601553,0.718701241106901,0.420562554005599,0.841096127601553,0.344918808340725
"Pck2",27,0,0,0.866128645913656,0.773039329643103,0.814875838666623,0.557903330846369,0.866128645913656
"Dynap",27,0,0,0.101281463385823,0.569587121473914,0.308898515252265,0.507602140174473,0.101281463385823
"Jund",28,5.78767110575426e-291,1.04669302409192e-288,0.808351805024673,0.533240606353814,0.808351805024673,0.40525777969268,0.767853246335629
"Hmmr",28,5.43472210425371e-323,1.17044151499791e-320,0.835315904710118,0.473236799887743,0.285180316090448,0.835315904710118,0.37244565924769
"Cdc20",29,2.61291052836108e-296,4.93267083165405e-294,0.817125573341667,0.501722726958576,0.291007431426722,0.817125573341667,0.322728209466788
"Eno3",29,0,0,0.108316302572051,0.916166249892665,0.230743065209293,0.432708553752858,0.108316302572051
"Ampd3",30,0,0,0.911421971495874,0.864750291637084,0.812239538377203,0.479614857214315,0.911421971495874
"Cspg4",30,3.16050660674916e-191,3.73721223537626e-189,0.070879068520578,0.070879068520578,0.525932122955592,0.519507328616732,0.478688693360984
"Racgap1",30,1.89708249649569e-294,3.48949678693015e-292,0.823823341115385,0.509710153578078,0.395375661725118,0.823823341115385,0.465575713560187
"Stmn1",31,7.67582807517994e-291,1.37659580004956e-288,0.812268126689465,0.681441985687269,0.518501671800184,0.812268126689465,0.544175069481131
"Stbd1",31,5.89389496603217e-260,9.53703109503571e-258,0.79756100870869,0.867732110656639,0.79756100870869,0.550903311075101,0.786250433402568
"Emp2",31,0,0,0.901435300789586,0.684563994705504,0.747252193946527,0.505735737539535,0.901435300789586
"Bgn",32,1.59817043317318e-183,1.83926341670165e-181,0.077620754507547,0.077620754507547,0.486285125917353,0.502784348964277,0.410949398632289
"Gars",32,2.83064721908707e-252,4.47929108838054e-250,0.820700231153866,0.730749727211991,0.820700231153866,0.531709638061356,0.783486751462267
"Esd",32,0,0,0.903245656586206,0.828484539569445,0.59177112214462,0.430722770799624,0.903245656586206
"Hist1h1b",32,1.54920197738287e-290,2.7554029549799e-288,0.827205632924439,0.571879771172224,0.339793765881345,0.827205632924439,0.307158324738199
"Trp53i11",33,0,0,0.143768495944519,0.57913234564178,0.189573864516624,0.512172238551081,0.143768495944519
"Selenom",33,1.61275428416833e-183,1.84617473136102e-181,0.0843653202143768,0.0843653202143768,0.469716822535941,0.485536489831246,0.538494396847637
"Lsm2",33,2.13185480971508e-283,3.73005263088452e-281,0.814860985408002,0.609077767096635,0.437215556920766,0.814860985408002,0.432126605685877
"Sgo2a",34,2.83798406860741e-283,4.92550444681438e-281,0.834881915352078,0.600287814910456,0.442477368028313,0.834881915352078,0.513259087964224
"Srxn1",34,0,0,0.882904469870728,0.788786030531314,0.720347460580718,0.477432202115746,0.882904469870728
"Klf4",34,5.10205915601301e-243,7.67842063612283e-241,0.810251232475045,0.62756334336523,0.810251232475045,0.49911876098585,0.825213461018925
"Tubb4b",35,8.73649748509862e-243,1.29667698190904e-240,0.178636529416438,0.407696077507398,0.178636529416438,0.757694686266115,0.299842297976069
"Oaf",35,8.27079750202729e-182,9.41776894397526e-180,0.0943231297004882,0.0943231297004882,0.509492463270368,0.455018986438516,0.689786688461666
"Vat1",35,0,0,0.886456092263796,0.532788883024732,0.654608376846499,0.426656149757416,0.886456092263796
"Trip13",35,4.72168791026307e-267,7.87716631912958e-265,0.814782866319937,0.62261873346779,0.454463116490878,0.814782866319937,0.473898204993308
"Knl1",36,3.68204527897543e-261,6.09548434221759e-259,0.833153560323542,0.617022652400011,0.415607172619193,0.833153560323542,0.454927750743666
"Serpine1",36,1.76923167935018e-172,1.96266159645848e-170,0.0908151073245413,0.0908151073245413,0.462509543076229,0.485732132544972,0.371344082993083
"Nnmt",36,0,0,0.900377657245379,0.629454272142951,0.788416633293565,0.457151247386329,0.900377657245379
"Ifrd1",36,1.25842560435504e-218,1.68214766654192e-216,0.797181877462358,0.669695608374854,0.797181877462358,0.560265520595539,0.606486646461266
"Cebpg",37,1.01881666553108e-212,1.31293134484399e-210,0.794792584718171,0.682008505121713,0.794792584718171,0.56172627352555,0.727155150098566
"Fbxo5",37,1.20147434922555e-254,1.91532810886532e-252,0.82390148529389,0.623886464688352,0.451094733829422,0.82390148529389,0.486194419196808
"Gstm1",38,0,0,0.861093679304339,0.906775090737355,0.548808146368249,0.354280865808895,0.861093679304339
"Tmpo",38,6.65455204918601e-245,1.00853953979254e-242,0.803924363259806,0.678526007535441,0.397658952646073,0.803924363259806,0.395003761624395
"Neat1",38,0,0,0.831461795312945,0.720560492966153,0.771886304191685,0.29828484756152,0.831461795312945
"Aars",39,5.09308506340616e-209,6.48569725737069e-207,0.796216925975083,0.706072884138922,0.796216925975083,0.510204708893678,0.706416973922199
"Gmnn",39,3.66994633926328e-237,5.40965172378646e-235,0.798067564342429,0.579299238497352,0.400174253601558,0.798067564342429,0.435310314416018
"Cyb5a",39,0,0,0.879614392939266,0.539047954142294,0.497421199875407,0.406102963743108,0.879614392939266
"Ehd4",40,8.69406668243917e-202,1.0753161440964e-199,0.204757431717935,0.699006706082178,0.204757431717935,0.461175013955303,0.271632211390348
"Usp1",40,1.3553576931743e-222,1.85787598183468e-220,0.788899542290139,0.525089297494958,0.492194043210071,0.788899542290139,0.456061205557324
"Cpe",40,1.3737416725686e-161,1.44216070904138e-159,0.0959790995168354,0.0959790995168354,0.536977046994219,0.477073371173733,0.464817737585728
"Ezh2",41,1.04152777448796e-221,1.41865311612373e-219,0.789576695657166,0.571770865402941,0.407881095774628,0.789576695657166,0.407334725508061
"Cox6a2",41,0,0,0.898953057078617,0.878208138821346,0.713780720434985,0.507348199821075,0.898953057078617
"Fermt2",41,7.99652734080656e-161,8.35404198550985e-159,0.10090302778982,0.10090302778982,0.485850678609694,0.474550652783022,0.40253587443047
"Rfc5",42,1.10382420638087e-221,1.49405036135365e-219,0.801080625221674,0.567285832616021,0.409355438441014,0.801080625221674,0.485031068264869
"Aldh1l2",42,0,0,0.888052595110672,0.777799768365806,0.774415306756463,0.540310239790348,0.888052595110672
"Ctsl",42,0,0,0.866832344027029,0.904065405244651,0.628928153827982,0.373071097076522,0.866832344027029
"Mcm3",43,1.68739621897656e-221,2.26965337678714e-219,0.780336237501699,0.607990280160091,0.36137694562852,0.780336237501699,0.347157576423775
"Rcn3",43,6.72723394081365e-155,6.829094416993e-153,0.0871174161268501,0.0871174161268501,0.495121950438207,0.49914102875224,0.437661739822833
"Snrpa1",43,8.66631084455615e-181,9.81619345714194e-179,0.2002765395367,0.384986083099291,0.2002765395367,0.554775092297696,0.214902891392142
"Gpx4",43,0,0,0.895117216481803,0.716224289337497,0.669638721906896,0.453000598457199,0.895117216481803
"Rapsn",44,1.04487235539017e-154,1.05571351926535e-152,0.908440354195071,0.908440354195071,0.551662274580134,0.44883172132268,0.528789415024112
"Lsm3",44,5.46373234642218e-214,7.08343276068377e-212,0.79532140302936,0.613318023695382,0.381931936811731,0.79532140302936,0.352626857068481
"Ccnd3",44,6.12791255477264e-196,7.45078000515595e-194,0.197534636658256,0.386503564569602,0.22096505224725,0.492148761927243,0.197534636658256
"Pak1",45,5.0964931196166e-175,5.68298592887416e-173,0.213652804773297,0.677243092337432,0.213652804773297,0.448525881392066,0.295639842556833
"Psap",45,0,0,0.870778791146811,0.617634985559514,0.647866457039325,0.442508905099321,0.870778791146811
"Cnn2",45,4.88548495514991e-154,4.86761674628613e-152,0.11115548497624,0.11115548497624,0.497776844728762,0.457463497924619,0.42867164437036
"Tipin",45,2.36123021068031e-206,2.95442066070062e-204,0.784033790701964,0.585681613983501,0.362983353753245,0.784033790701964,0.405376620907376
"Park7",46,4.83448647458633e-150,4.6866208747556e-148,0.908001066019934,0.908001066019934,0.553332633255358,0.472889113598879,0.63214913715063
"Ccnd1",46,6.0112575084743e-172,6.63427040204479e-170,0.195110071827301,0.60386560504485,0.195110071827301,0.378084556090885,0.440574720061134
"Tubb5",46,2.80097262894799e-200,3.44455611129076e-198,0.807707198869043,0.407882343023852,0.412380086893539,0.807707198869043,0.380489492425891
"Shmt2",47,1.31216065503583e-183,1.51822631489383e-181,0.812267575909708,0.853312567935209,0.793478744537703,0.637548331716505,0.812267575909708
"Rangap1",47,7.00749945543625e-196,8.47238178541801e-194,0.784333634017178,0.547382387005029,0.384102062049973,0.784333634017178,0.423172262527294
"Lonp1",47,0,0,0.864664715944949,0.897855027572009,0.787847834499237,0.557976695295863,0.864664715944949
"Errfi1",48,2.80027263585649e-167,2.99824215901822e-165,0.226769787802988,0.774175379128209,0.226769787802988,0.39379355575106,0.304752894910405
"Actn4",48,1.95437113564981e-147,1.87767951831784e-145,0.095092145799693,0.095092145799693,0.321215169955868,0.479878771018012,0.373575536553291
"Pbk",48,1.14729049175948e-191,1.36413473332348e-189,0.812532140854926,0.544942086215671,0.359075046145739,0.812532140854926,0.441674951901885
"Plin2",49,0,0,0.858520083811215,0.720556304282719,0.753675904434348,0.419193550070584,0.858520083811215
"Cyba",49,1.27436426436692e-143,1.19762416303233e-141,0.112746268406646,0.112746268406646,0.487802160526831,0.489905663956297,0.619482662256625
"Dnajc9",49,1.23572411040822e-183,1.43751451784295e-181,0.778872523899649,0.629167609120439,0.39447019065651,0.778872523899649,0.414187066210058
"Npnt",50,1.64559746366427e-188,1.93524060194092e-186,0.206373223505203,0.554039775737889,0.229664249126184,0.483276117091669,0.206373223505203
"Asb5",50,1.73940815091804e-143,1.62755664416986e-141,0.901159375215979,0.901159375215979,0.483286177082685,0.415029314667651,0.431081973333392
"Fam111a",50,6.87437768756036e-178,7.74573205308819e-176,0.775804991672984,0.497063340223718,0.417486826652539,0.775804991672984,0.579769884655671
"Selenow",51,0,0,0.868932090602739,0.692593831744775,0.571451955896718,0.435010262993988,0.868932090602739
"Cltb",51,1.74741934584332e-143,1.62797453428111e-141,0.105831275642596,0.105831275642596,0.506370796940345,0.511880072910814,0.551559410696467
"Kif20b",51,4.80121114700149e-171,5.27177883135825e-169,0.811175989973458,0.566677033658166,0.413327085050039,0.811175989973458,0.450926661175989
"Cdca3",52,2.29415716062188e-168,2.48103297757504e-166,0.787647378741411,0.470634318511677,0.324057300159189,0.787647378741411,0.377772135796919
"Ddit3",52,5.57691439266478e-154,5.53091127394185e-152,0.807443407257374,0.699392719439889,0.807443407257374,0.520259966575518,0.78656935571313
"Spc25",53,9.28619071816709e-163,9.84473450471324e-161,0.805829881892269,0.569681497747536,0.442115374714115,0.805829881892269,0.483866988159314
"Mif",53,6.5882648744109e-142,6.00788340517772e-140,0.90608395797075,0.90608395797075,0.581962036670108,0.494521263847665,0.647359972233069
"Gnpnat1",53,1.88567173153461e-151,1.8362688386587e-149,0.77386571351225,0.654927357757546,0.77386571351225,0.525544803799777,0.77770718465702
"Ppp1r14b",53,0,0,0.123154621083107,0.766699626369438,0.264613224973843,0.447828229134739,0.123154621083107
"Col5a2",54,4.13511416403115e-141,3.7391509211813e-139,0.117331306010551,0.117331306010551,0.459017394549736,0.469612766176961,0.40877261030665
"Mt1",54,0,0,0.853208441387749,0.803850499605217,0.659996618425353,0.381280739553796,0.853208441387749
"Rrm2",54,5.682642055133e-243,8.49278747698076e-241,0.16450751522788,0.657331792945,0.2050435783979,0.734612496705625,0.16450751522788
"Lmnb1",54,3.11816319393905e-162,3.2895093184687e-160,0.777332698444814,0.498864081411251,0.321628402338191,0.777332698444814,0.294290278912554
"Tyms",55,5.83261160188358e-157,5.97731591829235e-155,0.773374154477229,0.468442066319425,0.335436159062375,0.773374154477229,0.313771291413871
"Ccdc34",56,3.97655214569045e-153,3.92565957465155e-151,0.768193041136079,0.447924193207212,0.373484072002962,0.768193041136079,0.394440269925489
"H19",56,0,0,0.155234340905437,0.516444509369038,0.240228291816729,0.547681798811998,0.155234340905437
"Bub1b",57,6.22193766750336e-152,6.08646911556075e-150,0.801082419188206,0.613422217195802,0.348961263672197,0.801082419188206,0.423974102852126
"Ptgr1",57,1.57849508609212e-149,1.52335393487838e-147,0.744242171683199,0.870321502396974,0.484285506359061,0.480076684416648,0.744242171683199
"Htatip2",57,0,0,0.850420651144748,0.770694975883655,0.697192585393787,0.470511869585106,0.850420651144748
"Herpud1",57,1.06850688304855e-132,9.30985288667516e-131,0.772657627623283,0.533232752572375,0.772657627623283,0.498434231029168,0.67343690697677
"Sfpq",58,2.94073975639709e-130,2.52142072898101e-128,0.212475922443009,0.422163397399246,0.212475922443009,0.570624008802128,0.212398430672542
"Plk1",58,1.01730541729366e-146,9.7304132824788e-145,0.800119924780865,0.548519221868279,0.298318543166855,0.800119924780865,0.402048672521202
"Nqo1",58,0,0,0.853764390697057,0.624832845351713,0.493581487678511,0.468383422384327,0.853764390697057
"Metrnl",58,2.70836978647237e-134,2.39863482200297e-132,0.115030540738088,0.115030540738088,0.545387927650378,0.479352072480463,0.532349012753611
"Fxyd5",59,1.86055284789714e-131,1.61455475159659e-129,0.116277197645122,0.116277197645122,0.496783019393208,0.486280157957373,0.560865807991816
"Id2",59,2.12993421666021e-129,1.79055915143528e-127,0.232728837551391,0.655763392791695,0.232728837551391,0.435713497874438,0.296389022874541
"Hells",59,4.46120002839901e-143,4.12057879017927e-141,0.763353471423092,0.607169690896106,0.365091974636909,0.763353471423092,0.420310278868804
"Cars",60,3.46225779024697e-129,2.89927042427648e-127,0.771782559275404,0.684449460392857,0.771782559275404,0.521857575315984,0.677875523501083
"Slc38a1",60,7.56288205293145e-131,6.53657769723441e-129,0.888895957292184,0.888895957292184,0.534280654737152,0.558183465620175,0.474601128359713
"Cenpq",60,3.00201543406394e-142,2.74920741091455e-140,0.796481033031666,0.569177023186457,0.531209397515923,0.796481033031666,0.553638125170672
"Gpnmb",61,0,0,0.8601114596561,0.849296667692894,0.684813552694205,0.451578898798609,0.8601114596561
"Eea1",61,1.87767267288594e-129,1.58468210169328e-127,0.779731074389928,0.540148530714568,0.761950992095526,0.548959692607975,0.779731074389928
"Sgo1",61,1.29226715631839e-141,1.17345491439357e-139,0.801640731681419,0.605657576176444,0.500350155473224,0.801640731681419,0.5201917744841
"mt-Co2",61,5.40303760916925e-314,1.09696955082407e-311,0.863660666661562,0.898803895266159,0.58213791524467,0.458962513777161,0.863660666661562
"Knstrn",62,1.36368700378144e-136,1.21775551901992e-134,0.77263095052426,0.570970565074339,0.369713290112546,0.77263095052426,0.430597277958431
"Snai2",62,1.17632400646569e-130,1.01262675772595e-128,0.880844260561242,0.880844260561242,0.664442550389889,0.537030718427644,0.748778679765542
"Lars",62,1.21832487499251e-112,9.49984407054856e-111,0.781650790272714,0.814877601434205,0.781650790272714,0.525222328906777,0.782813883720871
"Ncapg",63,2.40652706919097e-133,2.12257660065815e-131,0.799412499796767,0.596228718870228,0.442748269665843,0.799412499796767,0.463327602940174
"Prss23",63,3.04798205812149e-130,2.60300086796957e-128,0.124030581577751,0.124030581577751,0.382895373987246,0.468535094100194,0.34229330480077
"Col5a1",64,8.75914697635997e-130,7.45081431139313e-128,0.108517661583699,0.108517661583699,0.488054511845296,0.498325564329181,0.345917479968689
"Dnmt1",64,9.51356865512035e-133,8.32282565149799e-131,0.760305948823128,0.608387288811817,0.404889325360132,0.760305948823128,0.418319156375292
"Dpysl3",64,4.94065645841247e-324,7.50979781678695e-322,0.159667693707706,0.483769113486095,0.517188865428705,0.516373381992731,0.159667693707706
"Nasp",65,8.61755214570146e-127,7.10568351446907e-125,0.768261788944429,0.672595617171089,0.304092002360463,0.768261788944429,0.267391702222995
"Serpinh1",65,1.1349637827832e-129,9.61636046034532e-128,0.105879052813015,0.105879052813015,0.537490806380331,0.434555398389033,0.400281474688014
"Hsp90b1",65,2.26197791043764e-108,1.72014228305753e-106,0.21795531394129,0.157803019831322,0.21795531394129,0.430404398193729,0.242618165318972
"Cdh15",65,4.94065645841247e-324,1.31915527439613e-321,0.154093571568937,0.588247051690448,0.251192593314803,0.459713633764267,0.154093571568937
"Cenpa",66,1.35813867638303e-109,1.04387508765853e-107,0.739051359530564,0.47445897917596,0.250731645551336,0.739051359530564,0.282933650487398
"Ctgf",66,4.71079265837279e-129,3.92949491476127e-127,0.103127742278686,0.103127742278686,0.502993444893846,0.50123046031726,0.477126051513929
"Diaph3",66,5.78543838176062e-117,4.66323668216735e-115,0.778302707439235,0.452732409100334,0.480636597443982,0.778302707439235,0.492429901805835
"Scpep1",66,2.82480231152322e-315,5.78976862431834e-313,0.839524062911641,0.665585331858917,0.727426460361492,0.490785623357956,0.839524062911641
"Dut",67,1.20321448256466e-116,9.66208167137122e-115,0.765382736110584,0.611835753345187,0.362441521356805,0.765382736110584,0.3156852354374
"Pmepa1",67,4.49810502476484e-128,3.73759529876303e-126,0.125779095118718,0.125779095118718,0.607023415802752,0.424769499136588,0.435975206820982
"Ero1l",67,1.15504861153711e-142,1.06229919525169e-140,0.789109682659996,0.701296999646056,0.75581535029875,0.505907393791661,0.789109682659996
